Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield
KANORICHEM,Kanoria Chemicals and Industries Ltd.,,-0.84,-0.84,4.23,140.45,140.45,0.0,88.78,7.64,2.57,-1.15,-0.84,,8.6,2.89,-1.29,-0.94,-0.59,1.53,-0.42,0.19,0.44,,1.25,0.93,5.23,0,0.0,0,0.0,,511.04,1.32,15.32,1.03,0,0.65,1.03,-0.01
KANSAINER,Kansai Nerolac Paints Ltd.,,9.85,9.85,12.43,75.73,75.73,5.25,87.03,16.18,13.6,13.26,9.85,,18.58,15.62,15.23,11.32,13.01,17.27,10.19,0.0,90.03,,2.99,1.86,4.3,44.65,35.39,55.35,64.61,,"32,293.74",6.89,37.04,6.9,55.34,7.93,6.9,0.02
KARURVYSYA,Karur Vysya Bank Ltd.,,4.5,4.5,6.05,87.07,87.07,0.5,68.44,4.5,,"7,062,260.52","463,967.60","146,710,482.57",,"67,452,860.67","4,431,434.03","1,401,256,964.24",,1.96,34.21,6.56,-12.74,0.48,5.16,3.16,46.83,7.33,1.41,-0.93,2.66,4.16,,"67,134.89",12.27,0.64,0.81,100.0,0.08,
KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd.,,0,0,0.11,11.64,11.64,0.0,0.66,1.4,1.29,1.07,0,,213.47,196.59,163.26,0.12,0,11.06,0,0.87,0.03,,0.2,0.2,0.43,0,0.0,0,0.0,,39.85,17.53,8.21,2.38,0,0.13,2.38,0.0
KAVVERITEL,Kavveri Telecom Products Ltd.,,-8.08,-8.08,-6.74,22.01,22.01,0.0,0.36,-0.28,-1.62,-8.3,-8.08,,-76.45,-443.51,"-2,278.02","-2,218.87",-36.7,-4.87,-5.76,4.32,0.0,,0.46,0.2,0.01,0,0.0,0,0.0,,194.45,265.33,-347.04,4.97,0,0.08,4.97,-4.46
KAYA,Kaya Ltd.,,-10.81,-10.81,13.86,78.04,78.04,0.0,89.61,22.22,-2.26,-10.81,-10.81,,24.79,-2.52,-12.06,-12.06,-13.85,-1.59,-5.09,0.21,42.25,,0.62,0.38,5.13,0,0.0,0,0.0,,405.93,3.47,13.99,3.31,0,3.8,3.31,-0.04
KCP,KCP Ltd.,,11.89,11.89,17.28,48.04,48.04,2.0,100.92,25.49,20.1,16.81,11.89,,25.25,19.91,16.65,11.78,24.75,25.35,11,0.64,93.37,,1.19,0.87,10.91,1.26,0.86,98.74,99.14,,"1,296.12",1,3.94,0.83,98.73,1.75,0.83,0.14
KDDL,KDDL Ltd.,,2.91,2.91,13.07,147.45,147.45,1.5,125.15,22.47,12.29,4.39,2.89,,17.95,9.81,3.5,2.3,1.95,6.37,1.13,0.37,0.49,,1.13,0.77,1.2,0,0.0,0,0.0,,358.45,2.44,13.59,2.1,0,1.78,2.1,0.01
KECL,Kirloskar Electric Co Ltd.,,-16.24,-16.24,-15.45,10.52,10.52,0.0,41.8,-11.22,-12.01,-16.24,-16.24,,-26.85,-28.73,-38.85,-38.85,-154.32,-46.3,-16.88,2.1,43.46,,0.25,0.17,6.89,0,0.0,0,0.0,,211.73,0.76,-2.84,0.3,0,1.18,0.3,-1.31
KEEPLEARN,DSJ Keep Learning Ltd.,,-0.52,-0.52,-0.56,-0.29,-0.29,0.0,0.02,-0.51,-0.51,-0.56,-0.56,,"-2,137.52","-2,137.56","-2,314.85","-2,320.91",0,"-2,794.36","-1,364.94",-1.02,0.09,,1.06,1.06,0,0,0.0,0,0.0,,10.46,59.54,-2.79,46.71,0,-3.84,46.86,-0.5
KEI,KEI Industries Ltd.,,30.46,30.17,36.85,197.83,197.83,2.0,465.36,53.48,47.05,40.67,30.42,,11.49,10.1,8.73,6.53,15.37,22.58,9.06,0.16,138.75,,2.14,1.47,5.44,6.57,5.42,93.43,94.58,,"4,760.47",1.14,9.91,1.12,93.42,2.64,1.12,0.06
KELLTONTEC,Kellton Tech Solutions Ltd.,,1.14,1.14,1.74,13.77,13.77,0.25,12.37,2.8,2.2,1.59,1.15,,22.64,17.81,12.83,9.25,8.31,13.79,5.51,0.23,0.57,,1.82,1.82,0,0,0.0,0,0.0,,715.01,6,26.48,5.82,0,5.22,5.82,0.02
KERNEX,Kernex Microsystems (India) Ltd.,,0.3,0.3,1.54,56.06,56.06,0.0,12.46,2.31,1.07,0.34,0.3,,18.57,8.59,2.72,2.38,0.53,1.82,0.38,0.2,16.08,,1.97,1.62,1.87,0,0.0,0,0.0,,80.07,5.14,27.67,5.33,0,1.18,5.33,0.0
KHADIM,Khadim India Ltd.,,-18.32,-18.32,3.52,111.81,111.81,0.0,348.46,11.96,-9.88,-24,-18.32,,3.43,-2.83,-6.88,-5.25,-16.38,-5.24,-5.22,1.19,99.31,,1.19,0.71,4.45,0,0.0,0,0.0,,500.42,0.8,23.28,0.42,0,1.32,0.42,-0.12
KHAITANLTD,Khaitan (India) Ltd.,,-12,-12,-8.36,42.4,42.4,0.0,95.3,4.73,0.95,-5.27,-12.14,,4.96,0.99,-5.53,-12.74,-28.64,1.28,-7.35,0.88,57.71,,0.56,0.38,5.73,0,0.0,0,0.0,,27.22,0.6,12.11,0.21,0,0.47,0.21,-0.6
KHANDSE,Khandwala Securities Ltd.,,-1.38,-1.38,-1.15,17.23,17.23,0.0,3.01,-0.57,-0.8,-1.42,-1.38,,-18.89,-26.6,-47.18,-45.88,-8.01,-3.44,-3.93,0.34,8.56,,0.96,0.96,0,0,0.0,0,0.0,,18.24,5.07,-26.85,4.91,0,0.86,4.91,-0.09
KICL,Kalyani Investment Company Ltd.,,17.86,17.86,18.08,"10,294.91","10,294.91",0.0,28.88,21.51,21.29,21.29,17.86,,74.49,73.72,73.72,61.84,0.17,0.2,0.17,0.0,0.0,,"7,358.60","7,358.60",0,0,0.0,0,0.0,,629.03,49.91,67,54.37,0,0.15,54.37,0.01
KILITCH,Kilitch Drugs (India) Ltd.,,3.98,3.98,4.71,105.16,105.16,0.0,45.19,6.07,5.33,4.85,3.97,,13.43,11.8,10.72,8.79,3.77,5.05,3.14,0.09,0.38,,2.21,2.1,8.31,0,0.0,0,0.0,,134.52,1.92,14.3,1.79,0,0.77,1.79,0.05
KINGFA,Kingfa Science & Technology Ltd.,,4.39,4.39,13.31,292.29,292.29,0.0,517.93,21.43,12.52,9.79,4.39,,4.13,2.41,1.88,0.84,1.5,3.92,0.79,0.12,0.99,,1.45,0.95,4.03,0,0.0,0,0.0,,724.65,1.16,27.92,1.13,0,2.0,1.13,0.01
KIOCL,KIOCL Ltd.,,4.87,4.87,5.41,32.68,32.68,1.64,39.22,7.45,6.99,6.75,4.96,,18.98,17.83,17.21,12.63,15.16,19.42,12.13,0.0,96.03,,7.34,6.3,7.81,14.45,13.24,85.55,86.76,,"7,275.47",3.05,16.08,3.66,85.54,4.4,3.66,0.03
KIRIINDUS,Kiri Industries Ltd.,,-10.92,-7.08,0.72,182.24,182.24,0.0,204.99,0.33,-11.27,-12.42,-10.87,,0.15,-5.49,-6.05,-5.3,-5.96,-5.08,-3.34,0.15,0.63,,0.82,0.51,4.46,0,0.0,0,0.0,,"1,494.63",2.17,"1,359.87",2.04,0,2.29,2.04,-0.03
KIRLOSENG,Kirloskar Oil Engines Ltd.,,11.74,11.74,16.04,137.15,137.15,4.0,186.34,21.32,17.02,16,11.74,,11.44,9.13,8.58,6.29,8.55,11.94,5.96,0.04,94.75,,1.73,1.39,10.16,12.77,9.35,87.23,90.65,,"2,417.54",0.9,7.84,0.88,87.22,1.19,0.88,0.07
KIRLOSIND,Kirloskar Industries Ltd.,,28.01,27.3,31.26,"1,456.77","1,456.77",10.0,30.79,38.27,35.02,33.42,28,,124.28,113.71,108.52,90.93,1.92,2.36,1.88,0.01,0.03,,267.31,267.31,0,0,0.0,0,0.0,,"1,170.41",39.14,31.5,40.33,0,0.85,40.33,0.02
KITEX,Kitex Garments Ltd.,,9.01,9.01,12.48,110.55,110.55,1.5,68.48,16.61,13.14,12.76,9.01,,24.26,19.18,18.63,13.15,8.14,11.55,7.24,0.0,55.08,,7.45,5.54,3.39,0,0.0,0,0.0,,507.44,1.11,4.59,1.44,0,0.9,1.44,0.09
KKCL,Kewal Kiran Clothing Ltd.,,15.76,15.76,21.19,351.29,351.29,23.0,245.62,28.97,23.54,18.01,15.76,,11.79,9.58,7.33,6.41,4.48,6.6,3.33,0.11,0.5,,3.28,2.92,1.33,190.37,141.55,-90.37,-41.55,,951.12,3.14,26.64,3.54,-90.37,2.48,3.54,0.02
KMSUGAR,KM Sugar Mills Ltd.,,2.85,2.85,4.47,23.2,23.2,0.0,54.64,6.53,4.92,3.72,2.85,,11.95,8.99,6.8,5.21,12.29,16.75,4.2,0.84,80.48,,1.21,0.19,1.39,0,0.0,0,0.0,,280.89,0.56,4.67,0.21,0,0.5,0.21,0.24
KOHINOOR,Kohinoor Foods Ltd.,,-1.38,-1.38,1.05,-179.66,-136.81,0.0,10.84,-0.44,-2.88,-0.88,-1.39,,-4.07,-26.57,-8.11,-12.8,0,2.18,-1.75,-1.12,0.13,,0.15,0.14,2.05,0,0.0,0,0.0,,0,0,0,0,0,0.0,0,0.0
KOKUYOCMLN,Kokuyo Camlin Ltd.,,-1.46,-1.46,0.38,24.28,24.28,0.0,40.19,0.91,-0.92,-1.81,-1.46,,2.27,-2.29,-4.5,-3.62,-6,-3.5,-3.74,0.29,103.28,,1.61,0.6,3.17,0,0.0,0,0.0,,614.13,1.52,66.98,1.37,0,2.26,1.37,-0.03
KOTARISUG,Kothari Sugars and Chemicals Ltd.,,2.29,2.29,3.96,22.47,22.47,0.0,50.67,4.51,2.84,2.83,2.29,,8.89,5.61,5.58,4.52,10.21,10.57,5.59,0.15,123.46,,1.51,0.78,4.91,0,0.0,0,0.0,,44.75,0.11,1.2,0.04,0,0.09,0.04,1.15
KOTHARIPET,Kothari Petrochem Ltd.,,3.83,3.83,4.74,20.8,20.8,0.0,38.67,6.4,5.47,5.32,3.81,,16.54,14.13,13.75,9.84,18.3,23.92,13.2,0.01,1.45,,1.96,1.46,8.86,0,0.0,0,0.0,,-3.52,-0.02,-0.09,0.04,0,0.08,0.04,2.24
KPITTECH,KPIT Technologies Ltd.,,3.48,3.46,6.86,38.96,38.96,1.5,29.84,7.28,3.89,3.69,3.48,,24.4,13.05,12.37,11.64,8.92,9.36,7.08,0.0,60.83,,3.42,3.42,0,0,0.0,0,0.0,,"4,455.81",5.55,22.75,5.93,0,4.54,5.93,0.02
KRBL,KRBL Ltd.,,23.8,23.8,26.86,156.55,156.55,3.5,169.58,35.95,32.89,31.89,23.8,,21.19,19.39,18.8,14.03,15.2,19.89,12.12,0.08,86.41,,4.68,0.61,1.35,0,0.0,0,0.0,,"4,355.18",1.09,5.15,1.06,0,1.15,1.06,0.13
KRIDHANINF,Kridhan Infra Ltd.,,-0.82,-0.82,-0.73,13.26,13.26,0.0,2.89,0.18,0.09,-0.81,-0.82,,6.1,3.24,-27.98,-28.24,-6.16,0.7,-4.25,0.15,15.07,,0.86,0.84,41.46,0,0.0,0,0.0,,54.16,1.98,32.39,1.29,0,0.28,1.29,-0.22
KRISHANA,Krishana Phoschem Ltd.,,7.83,7.15,11.43,56.36,56.36,0.5,72.31,15.68,11.75,10.88,7.5,,21.67,16.25,15.04,10.37,13.31,19.03,10.01,0.1,96.53,,2.43,1.24,4.63,6.35,4.17,93.65,95.83,,259.52,1.38,6.34,1.3,93.64,1.66,1.3,0.08
KSCL,Kaveri Seed Company Ltd.,,50.61,50.61,54.14,209.2,209.2,4.0,163.6,55.51,51.98,51.91,50.61,,33.93,31.77,31.73,30.93,24.19,24.16,15.55,0.0,0.56,,2.36,1.04,0.85,7.9,7.38,92.1,92.62,,"3,092.24",3.13,9.23,3.14,92.09,2.45,3.14,0.1
KSL,Kalyani Steels Ltd.,,43.59,43.59,53.62,263.95,263.95,7.5,271.68,69.97,59.87,58.32,43.52,,25.75,22.03,21.46,16.01,16.48,21.61,11.53,0.15,71.98,,2.34,2.07,9.99,0,0.0,0,0.0,,936.03,0.79,3.06,1.17,0,1.21,1.17,0.14
KTKBANK,Karnataka Bank Ltd.,,15.52,15.48,17.89,198.69,213.66,1.8,200.48,15.52,,"7,401,038.71","573,054.74","151,227,358.86",,"72,554,303.84","5,617,804.42","1,482,521,058.21",,2.37,31.48,7.74,-16.24,0.56,7.81,2.55,41.35,7.28,1.74,-1.18,1.96,4.73,,"74,454.62",11.95,0.31,0.31,100.0,0.25,
LAOPALA,La Opala RG Ltd.,,4.47,4.47,5.57,59.98,59.98,1.5,19.03,6.89,5.79,5.76,4.47,,36.19,30.4,30.28,23.46,7.44,9.22,6.68,0.0,28.48,,8.28,7.63,7.1,0,0.0,0,0.0,,"2,456.47",11.63,32.12,11.64,0,3.69,11.64,0.02
LASA,Lasa Supergenerics Ltd.,,5.6,5.6,9.49,39.07,39.07,0.25,49.76,11.62,7.73,7.25,5.6,,23.36,15.54,14.57,11.25,14.33,18.79,10.95,0.0,97.36,,1.59,1.16,11.73,0,0.0,0,0.0,,239.23,1.18,5.06,1.2,0,1.53,1.2,0.09
LAURUSLABS,Laurus Labs Ltd.,,17.85,17.77,21.48,50.54,50.54,2.0,88.87,28.65,24.98,23.75,17.82,,32.23,28.11,26.72,20.04,35.25,40.95,16.99,0.46,84.77,,1.29,0.64,3.11,7.84,6.5,92.16,93.5,,"20,648.36",4.33,13.43,4.07,92.15,7.16,4.07,0.05
LAXMIMACH,Lakshmi Machine Works Ltd.,,44.43,44.43,92.69,"1,666.44","1,666.44",10.0,"1,581.63",138.49,90.23,69.45,44.43,,8.75,5.7,4.39,2.8,2.66,4.97,1.73,0.0,61.61,,2,1.59,5.21,22.5,10.78,77.5,89.22,,"6,490.11",3.84,43.87,4.29,77.49,4.07,4.29,0.01
LCCINFOTEC,LCC Infotech Ltd.,,-0.12,-0.12,-0.11,4.54,4.54,0.0,0,-0.11,-0.12,-0.12,-0.12,,"-7,660.55","-8,142.77","-8,305.55","-8,305.55",-2.59,-2.52,-2.4,0.01,0.02,,5.27,5.27,0,0,0.0,0,0.0,,68.02,"3,779.09",-49.33,"3,776.71",0,1.18,"3,835.71",-0.02
LGBFORGE,LGB Forge Ltd.,,0.14,0.14,0.34,1.5,1.5,0.0,3.87,0.42,0.22,0.14,0.14,,10.8,5.76,3.72,3.72,9.6,13.62,4.27,0.28,114.62,,1.31,0.85,4.88,0,0.0,0,0.0,,99.23,1.08,9.97,0.97,0,2.51,0.97,0.04
LIBAS,Libas Consumer Products Ltd.,,-1.33,-1.33,-0.19,24.62,24.62,0.1,28.57,5.24,4.1,-1.35,-1.33,,18.33,14.35,-4.71,-4.65,-5.39,14.42,-2.79,0.59,60.09,,1.98,1.08,1.67,0,0.0,0,0.0,,75.55,2.16,11.78,1.8,0,2.09,1.8,-0.03
LIBERTSHOE,Liberty Shoes Ltd.,,0.14,0.14,20.35,109.38,109.38,0.0,268.82,30.35,10.16,1.39,0.15,,11.29,3.77,0.51,0.05,0.13,5.88,0.04,0.51,88.53,,1.58,0.67,2.25,0,0.0,0,0.0,,304.65,0.67,5.89,0.47,0,1.16,0.47,0.0
LICHSGFIN,LIC Housing Finance Ltd.,,54.18,54.18,55.13,406.4,406.4,8.5,393.05,353.51,352.53,66.31,54.15,,89.94,89.69,16.87,13.77,13.32,10.67,1.16,10.13,8.42,,3.4,3.4,0,14.76,14.5,85.24,85.5,,"228,131.68",11.49,12.78,1.09,85.23,1.05,1.09,0.13
LINC,Linc Ltd.,,0.03,0.03,8.56,90.58,90.58,1.5,172.58,7.82,-0.72,-2.56,0.03,,4.53,-0.41,-1.48,0.01,0.02,-0.75,0.01,0.06,128.03,,1.92,0.86,4.1,"5,690.81",17.52,"-5,590.81",82.48,,226.17,0.88,19.45,0.85,"-5,590.81",1.62,0.85,0.0
LINCOLN,Lincoln Pharmaceuticals Ltd.,,30.2,30.2,33.04,182.48,182.48,1.5,206.53,44.06,41.23,40.51,30.2,,21.33,19.96,19.61,14.62,16.55,22.12,13.76,0.0,1.03,,4.17,3.57,2.45,0,0.0,0,0.0,,437.02,1.06,4.96,1.09,0,1.23,1.09,0.13
LOKESHMACH,Lokesh Machines Ltd.,,2.21,2.21,6.87,79.98,79.98,0.0,83.93,14.66,10,3.03,2.21,,17.46,11.9,3.6,2.63,2.76,10.14,1.38,0.56,52.39,,1.41,0.51,1.51,0,0.0,0,0.0,,131.46,0.88,5.01,0.38,0,0.4,0.38,0.07
LOTUSEYE,Lotus Eye Care Hospital Ltd.,,0.75,0.75,1.87,25.34,25.34,0.5,15.56,2.07,0.95,0.96,0.75,,13.3,6.1,6.15,4.84,2.97,3.69,2.64,0.0,54.65,,2.34,2.03,18.19,0,0.0,0,0.0,,77.22,2.39,17.93,2.69,0,1.65,2.69,0.02
LOVABLE,Lovable Lingerie Ltd.,,0.45,0.45,1.58,113.37,113.37,0.5,54.47,1.84,0.71,0.64,0.45,,3.36,1.29,1.17,0.83,0.39,0.58,0.35,0.0,42.37,,5.6,2.48,2.15,116.86,33.44,-16.86,66.56,,119.1,1.48,43.85,1.49,-16.86,0.72,1.49,0.01
LTTS,L&T Technology Services Ltd.,,64.25,63.83,80.65,318.1,318.1,22.0,472.76,105.93,89.39,85.25,64.1,,22.4,18.9,18.03,13.55,20.15,24.63,13.96,0.0,102.98,,3.28,3.28,0,32.65,25.95,67.35,74.05,,"27,675.20",5.58,24.88,5.62,67.34,8.35,5.62,0.02
LUMAXIND,Lumax Industries Ltd.,,18.23,18.23,87.24,424.85,424.85,7.0,"1,525.49",133.2,64.18,33.72,18.23,,8.73,4.2,2.21,1.19,4.29,12.64,1.33,0.76,111.79,,0.64,0.36,6.41,32.91,6.87,67.09,93.13,,"1,796.46",1.26,14.43,1.05,67.08,3.77,1.05,0.01
LUXIND,Lux Industries Ltd.,,90.91,90.91,109.61,381.03,381.03,0.0,731.48,148.72,142.27,138.15,103.16,,20.33,19.44,18.88,14.1,27.07,36.18,18.64,0.1,1.44,,2.96,1.87,1.64,0,0.0,0,0.0,,"4,532.69",2.34,11.5,2.38,0,4.57,2.38,0.06
LYPSAGEMS,Lypsa Gems and Jewellery Ltd.,,-0.06,-0.06,0.06,10.76,10.76,0.0,2.85,0.03,-0.08,-0.09,-0.06,,1.02,-2.97,-2.98,-2.06,-0.54,-0.78,-0.17,0.65,8.31,,1.41,1.37,3.08,0,0.0,0,0.0,,33.19,3.95,386.42,1.55,0,0.41,1.55,-0.01
MAANALU,Maan Aluminium Ltd.,,21.89,21.89,26.62,94.75,94.75,1.0,595.92,39.87,35.14,29.4,21.89,,6.69,5.89,4.93,3.67,23.09,33.62,9.23,1.13,3.19,,1.35,0.99,4.73,4.56,3.75,95.44,96.25,,165.32,0.41,6.13,0.26,95.43,1.62,0.26,0.14
MADHAV,Madhav Marbles and Granites Ltd.,,4.83,4.83,9.99,150.82,150.82,0.5,69.17,10.79,5.63,5.05,4.83,,15.6,8.14,7.29,6.98,3.2,3.56,2.77,0.06,39.81,,6.09,4.36,2.57,0,0.0,0,0.0,,40,0.65,4.14,0.69,0,0.32,0.69,0.1
MADHUCON,Madhucon Projects Ltd.,,-4.94,-4.94,-4.12,76.09,76.09,0.0,87.33,-4.88,-5.69,-6.83,-4.93,,-5.58,-6.5,-7.82,-5.64,-6.47,-5.82,-1.39,1.22,24.67,,0.11,0.1,49.1,0,0.0,0,0.0,,709.69,1.1,-19.64,0.06,0,0.07,0.06,-0.94
MADRASFERT,Madras Fertilizers Ltd.,,0.18,0.18,2.1,-42.88,-42.88,0.0,94.53,8.17,6.25,0.18,0.18,,8.64,6.61,0.18,0.18,-0.41,-16.16,0.23,-1.98,126.57,,0.42,0.29,6.21,0,0.0,0,0.0,,"1,708.40",1.11,12.89,0.27,0,-0.59,0.27,0.01
MAGADSUGAR,Magadh Sugar & Energy Ltd.,,19.22,19.22,32.83,395.72,395.72,4.0,675.54,82.89,69.27,30.03,19.22,,12.26,10.25,4.44,2.84,4.85,14.47,1.89,1.06,66.58,,0.95,0.07,1.45,20.81,12.18,79.19,87.82,,735.53,0.77,6.3,0.15,79.18,0.26,0.15,0.19
MAGNUM,Magnum Ventures Ltd.,,0.43,0.43,4.8,-15.09,-15.09,0.0,46.97,4.92,0.48,0.05,0.36,,10.48,1.03,0.11,0.75,-2.36,0.85,0.42,-5.19,56.04,,1.05,0.81,7.14,0,0.0,0,0.0,,304.08,1.72,16.42,0.1,0,-0.32,0.1,0.07
MAHABANK,Bank of Maharashtra,,0.88,0.88,1.13,16.71,18.5,0.0,18.09,0.84,,"9,040,631.32","419,143.51","210,550,568.17",,"61,976,714.36","2,873,376.50","1,443,398,359.79",,2.07,53.98,4.63,-17.48,0.27,5.02,2.49,48.1,6.03,1.33,-1.05,1.81,3.54,,"179,007.02",15.08,1.24,1.15,100.0,0.04,
MAHASTEEL,Mahamaya Steel Industries Ltd.,,0.4,0.4,4.12,57.9,57.9,0.0,169.87,8.86,5.11,0.86,0.37,,5.21,3,0.5,0.21,0.64,5.08,0.24,0.62,113.67,,1.59,0.6,3.49,0,0.0,0,0.0,,195.8,0.78,14.97,0.49,0,1.44,0.49,0.0
MAHESHWARI,Maheshwari Logistics Ltd.,,3.14,3.14,7.48,46.88,46.88,0.5,226.52,15.14,10.8,4.27,3.14,,6.68,4.76,1.88,1.38,6.68,13.97,2.52,0.87,1.83,,1.8,1.22,3.12,0,0.0,0,0.0,,314.66,0.47,7.02,0.33,0,1.59,0.33,0.04
MAHSCOOTER,Maharashtra Scooters Ltd.,,7.71,7.71,9.4,"14,213.09","14,213.09",50.0,13.37,9.61,7.91,7.91,7.71,,71.85,59.19,59.19,57.67,0.05,0.05,0.05,0.0,0.0,,9.31,8.99,2.41,0,0.0,0,0.0,,"4,026.39",263.52,366.74,267.2,0,0.25,267.21,0.0
MAITHANALL,Maithan Alloys Ltd.,,80.05,80.05,85.42,525.93,525.93,6.0,556.43,109.67,104.31,103.9,80.05,,19.71,18.74,18.67,14.38,15.22,19.34,12.23,0.03,85.01,,4.9,3.86,4.65,0,0.0,0,0.0,,"1,587.51",0.98,4.97,0.97,0,1.02,0.97,0.15
MALUPAPER,Malu Paper Mills Ltd.,,-3.44,-3.44,-0.44,14.11,14.11,0.0,99.5,3.92,0.98,-3.58,-3.38,,3.93,0.98,-3.6,-3.39,-23.97,5.26,-3.82,3.83,112.59,,0.57,0.34,6.03,0,0.0,0,0.0,,135.62,0.8,20.3,0.26,0,1.86,0.26,-0.13
MANAKALUCO,Manaksia Aluminium Company Ltd.,,-0.48,-0.48,0.42,16.59,16.59,0.0,41.45,2.24,1.34,-0.61,-0.48,,5.41,3.23,-1.47,-1.16,-2.9,6.07,-0.98,0.95,84.25,,1.24,0.57,2.31,0,0.0,0,0.0,,146.49,0.54,9.96,0.21,0,0.52,0.21,-0.06
MANAKCOAT,Manaksia Coated Metals & Industries Ltd.,,0.98,0.98,2.31,15.42,15.42,0.03,68.02,5.48,4.15,1.24,0.98,,8.05,6.1,1.81,1.44,6.38,12.1,1.49,1.31,1.11,,1.15,0.42,2.61,0,0.0,0,0.0,,195.17,0.44,5.43,0.17,0,0.76,0.17,0.08
MANAKSTEEL,Manaksia Steels Ltd.,,3,3,3.88,33.37,33.37,0.0,59.2,5.15,4.27,4.1,3,,8.69,7.21,6.92,5.07,9,12.52,6.45,0.29,127.21,,1.42,0.44,4.86,0,0.0,0,0.0,,211.14,0.54,6.26,0.4,0,0.71,0.4,0.13
MANAPPURAM,Manappuram Finance Ltd.,,20.08,20.08,21.9,81.55,81.55,2.0,61.11,48.98,47.14,26.82,20.06,,80.14,77.13,43.87,32.82,24.6,23.52,6.61,2.56,20.16,,2.83,2.83,0,6.22,5.7,93.78,94.3,,"28,198.18",5.45,6.8,2.44,93.77,1.83,2.44,0.13
MANGALAM,Mangalam Drugs & Organics Ltd.,,17.67,17.67,23.47,82.74,82.74,0.0,240.17,36.66,30.86,24.97,17.67,,15.26,12.84,10.39,7.35,21.35,31.47,10.64,0.44,1.54,,1.23,0.68,4.15,0,0.0,0,0.0,,214.8,0.57,3.7,0.41,0,1.2,0.41,0.18
MANGCHEFER,Mangalore Chemicals and Fertilisers Ltd.,,5.66,5.66,9.9,51.22,51.22,1.0,180.86,19.63,15.39,8.9,5.66,,10.85,8.5,4.92,3.12,11.04,22.9,3.36,1.33,107.36,,1.03,0.88,11.82,8.83,5.04,91.17,94.96,,"1,250.52",0.58,5.37,0.39,91.16,1.39,0.39,0.08
MANGLMCEM,Mangalam Cement Ltd.,,40.83,40.83,62.77,255.31,255.31,1.5,486.35,109.18,87.23,62.98,40.83,,22.44,17.93,12.95,8.39,15.99,18.52,5.91,0.77,70.46,,1.32,0.97,6.24,2.44,1.59,97.56,98.41,,"1,111.35",0.86,3.81,0.58,97.55,1.1,0.58,0.15
MANINDS,Man Industries (India) Ltd.,,17.62,16.74,25.74,145.87,145.87,2.0,363.41,41.26,33.14,23.9,17.62,,11.35,9.11,6.57,4.84,12.08,21.65,5.61,0.34,1.15,,1.29,0.93,3.61,11.34,7.76,88.66,92.24,,640.41,0.31,2.72,0.22,88.65,0.55,0.22,0.22
MANUGRAPH,Manugraph Industries Ltd.,,-9.44,-9.44,-8.88,40.82,40.82,0.0,9.76,-4.05,-4.61,-9.28,-9.44,,-41.54,-47.25,-95.05,-96.67,-23.11,-10.05,-15.67,0.15,0.14,,1.65,0.43,0.19,0,0.0,0,0.0,,43.89,1.48,-3.56,1.2,0,0.29,1.2,-0.8
MARALOVER,Maral Overseas Ltd.,,3.02,3.02,8.8,23.52,23.52,0.0,152.26,14.8,9.02,5.03,3.02,,9.71,5.92,3.3,1.98,12.83,21.1,2.83,1.79,143.12,,1,0.62,6.35,0,0.0,0,0.0,,306.96,0.49,5,0.21,0,1.39,0.21,0.09
MARICO,Marico Ltd.,,8.57,8.56,9.4,23.53,23.53,7.5,49.12,11.63,10.8,10.16,8.57,,23.67,21.98,20.68,17.45,36.44,44.22,24.67,0.05,1.47,,2.11,1.45,3.29,87.52,79.8,12.48,20.2,,"52,514.50",8.29,35.01,8.38,12.47,17.49,8.38,0.02
MARUTI,Maruti Suzuki India Ltd.,,140.02,140.02,240.44,"1,700.89","1,700.89",45.0,"2,328.89",274.56,174.18,170.84,140.06,,11.78,7.47,7.33,6.01,8.23,9.74,6.03,0.01,100.37,,1.15,0.96,23.06,42.85,24.96,57.15,75.04,,"204,616.85",2.91,24.68,2.95,57.14,4.03,2.95,0.02
MASKINVEST,Mask Investments Ltd.,,0.02,0.02,0.02,60.45,60.45,0.0,0.31,0.03,0.03,0.03,0.02,,8.4,8.4,8.34,6.01,0.03,0.04,0.03,0.03,0.5,,1.75,1.75,0,0,0.0,0,0.0,,10.49,109.24,"1,299.14",103.56,0,0.54,103.82,0.0
