Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield
LIBERTSHOE,Liberty Shoes Ltd.,,6.45,6.45,26.11,109.24,109.24,0.0,382.66,35.91,16.26,10.7,6.45,,9.38,4.24,2.79,1.68,5.9,9.16,1.71,0.66,101.56,,1.33,0.74,3.28,0,0.0,0,0,,290.5,0.45,4.75,0.27,0,0.94,0.27,0.06
LICHSGFIN,LIC Housing Finance Ltd.,,47.59,47.59,48.52,360.29,360.29,8.0,390.07,358.47,357.52,64.74,47.57,,91.89,91.65,16.59,12.19,13.2,10.95,1.1,10.52,9.08,,4.14,4.14,0,15.96,15.65,84.04,84.35,,"201,229.15",10.22,11.12,0.6,84.03,0.65,0.6,0.2
LINC,Linc Ltd.,,12.94,12.94,21.38,92.1,92.1,1.5,268.93,27.75,19.31,15.64,12.94,,10.31,7.18,5.81,4.81,14.05,17.47,7.84,0.31,163.01,,1.85,0.82,4.81,10.28,6.22,89.72,93.78,,239.86,0.6,5.81,0.49,89.71,1.44,0.49,0.1
LINCOLN,Lincoln Pharmaceuticals Ltd.,,24.78,24.78,27.52,152.25,152.25,1.5,188.04,35.75,33.02,32.02,24.78,,19.01,17.55,17.02,13.17,16.27,21.18,13.49,0.01,102.41,,3.88,3.21,10.02,12.1,10.9,87.9,89.1,,260.74,0.69,3.65,0.71,87.89,0.88,0.71,0.19
LOKESHMACH,Lokesh Machines Ltd.,,-2.62,-2.62,2.36,77.6,77.6,0.0,70.31,7,2.02,-4.54,-2.62,,9.94,2.87,-6.45,-3.72,-3.37,2.23,-1.68,0.54,45.3,,1.2,0.35,1.27,0,0.0,0,0,,99.62,0.79,7.96,0.22,0,0.2,0.22,-0.17
LOTUSEYE,Lotus Eye Care Hospital Ltd.,,0.51,0.51,1.71,24.65,24.65,0.0,19.5,2.27,1.07,0.7,0.51,,11.62,5.47,3.58,2.62,2.07,4.23,1.82,0,69.38,,1.75,1.41,19.19,0,0.0,0,0,,41.44,1.02,8.79,1.19,0,0.95,1.19,0.02
LOVABLE,Lovable Lingerie Ltd.,,3.14,3.14,3.31,113.12,113.12,0.5,96.2,4.99,3.8,2.72,2.12,,5.19,3.95,2.82,2.2,1.87,3.03,1.53,0.05,69.52,,6.02,3.17,2.62,23.56,15.09,76.44,84.91,,54.89,0.39,7.43,0.41,76.43,0.35,0.41,0.05
LTTS,L&T Technology Services Ltd.,,75.82,74.99,90.28,250.72,250.72,21.0,495.82,119,104.32,100.96,75.6,,23.99,21.03,20.36,15.24,30.15,35.15,19.35,0.01,126.93,,2.83,2.83,0,27.68,23.18,72.32,76.82,,"11,943.88",2.31,9.61,2.34,72.31,4.64,2.34,0.07
LUMAXIND,Lumax Industries Ltd.,,77.35,77.35,145.33,411.27,411.27,23.5,"1,713.35",179.09,111.12,87.67,77.35,,10.45,6.48,5.11,4.51,18.8,22.23,6.03,0.76,133.66,,0.59,0.34,8.94,67.87,36.12,32.13,63.88,,"1,053.86",0.66,6.29,0.5,32.12,2.08,0.5,0.09
LUXIND,Lux Industries Ltd.,,60.1,60.1,73.8,280.18,280.18,12.5,628.06,104.83,99.24,91.54,68.2,,16.69,15.8,14.57,10.85,24.34,34.1,14.7,0.29,135.44,,2.31,1.25,3.41,18.86,17.43,81.14,82.57,,"2,693.12",1.62,9.69,1.49,81.13,3.35,1.49,0.07
LYPSAGEMS,Lypsa Gems and Jewellery Ltd.,,0.01,0.01,0.12,10.83,10.83,0.0,7.02,0.08,-0.04,0.01,0.01,,1.06,-0.58,0.18,0.1,0.06,-0.37,0.02,0.65,22.67,,1.47,1.46,33.73,0,0.0,0,0,,31.04,1.5,140.27,0.53,0,0.34,0.53,0.0
MAANALU,Maan Aluminium Ltd.,,11.17,11.17,14.82,74.16,74.16,1.0,775.36,24.03,20.38,13.53,11.17,,3.09,2.62,1.74,1.44,15.05,24.36,8.2,0.59,569.57,,1.71,1.26,32.73,10.79,8.13,89.21,91.87,,46.74,0.09,2.88,0.04,89.2,0.39,0.04,0.39
MADHAV,Madhav Marbles and Granites Ltd.,,2.44,2.44,7.91,145.84,145.84,0.0,67.38,10.26,4.79,3.56,2.44,,15.22,7.1,5.28,3.61,1.67,3.09,1.42,0.05,39.41,,5.99,4.24,2.4,10.25,3.16,89.75,96.84,,15.24,0.25,1.66,0.27,89.74,0.13,0.27,0.13
MADHUCON,Madhucon Projects Ltd.,,-29.21,-29.21,-27.99,81.01,81.01,0.0,73.86,-0.42,-1.55,-34.06,-29.12,,-0.56,-2.09,-46.11,-39.42,-35.94,-1.35,-7.58,1.18,19.24,,0.14,0.13,19.63,0,0.0,0,0,,704.89,1.29,-228.87,0.02,0,0.02,0.02,-18.43
MADRASFERT,Madras Fertilizers Ltd.,,-8.37,-8.37,-6.69,-38.91,-38.91,0.0,78.6,-1.12,-2.75,-8.32,-8.32,,-1.42,-3.49,-10.58,-10.58,0,8.32,-8.82,-2.85,83.41,,0.5,0.38,5.08,0,0.0,0,0,,"1,866.73",1.46,-102.51,0.16,0,-0.32,0.16,-0.68
MAGADSUGAR,Magadh Sugar & Energy Ltd.,,58.93,58.93,71.71,380.59,380.59,4.0,650.15,112.15,99.37,76.39,58.93,,17.25,15.28,11.74,9.06,15.48,20.49,5.37,1.14,59.32,,1,0.11,1.19,2.92,2.4,97.08,97.6,,704.31,0.77,4.46,0.1,97.07,0.18,0.1,0.88
MAGNUM,Magnum Ventures Ltd.,,-7.26,-7.26,-3.16,-15.47,-15.47,0.0,64.11,1.86,-2.27,-2.73,-7.29,,2.9,-3.54,-4.25,-11.37,0,-3.79,-9.41,-4.99,82.8,,1.29,1.04,14.43,0,0.0,0,0,,292.65,1.21,41.84,0.04,0,-0.18,0.04,-2.69
MAHABANK,Bank of Maharashtra,,0.67,0.67,1.03,16.3,18.47,0.0,19.74,0.67,,"9,172,875.12","310,071.02","189,066,434.33",,"62,713,841.24","2,119,918.17","1,292,624,416.26",,1.73,50.29,3.38,-10.96,0.23,4.09,2.53,42.14,6.8,0.97,-0.74,1.82,4.27,,"148,572.03",12.92,0.55,0.45,100,0.07,
MAHASTEEL,Mahamaya Steel Industries Ltd.,,2.4,2.4,6.89,53.64,53.64,0.0,263.63,12.09,7.59,0.91,2.4,,4.58,2.87,0.34,0.9,4.46,7.7,1.56,0.69,172.32,,1.31,0.45,5.65,0,0.0,0,0,,172.29,0.48,10.51,0.27,0,1.34,0.27,0.03
MAHESHWARI,Maheshwari Logistics Ltd.,,9.93,9.93,17.96,87.46,87.46,0.0,512.6,36.06,28.03,13.59,9.93,,7.03,5.46,2.65,1.93,11.35,19.41,4.04,0.99,2.06,,1.49,1.07,2.74,0,0.0,0,0,,323.34,0.43,6.06,0.27,0,1.61,0.27,0.07
MAHSCOOTER,Maharashtra Scooters Ltd.,,157.45,157.45,159.04,"7,184.41","7,184.41",50.0,13.45,169.41,167.82,167.82,157.45,,"1,259.24","1,247.43","1,247.43","1,170.32",2.19,2.33,2.18,0,0.18,,16.23,15.95,4.58,52.71,52.18,47.29,47.82,,"2,265.18",147.32,11.7,152.65,47.28,0.29,152.66,0.08
MAITHANALL,Maithan Alloys Ltd.,,76.22,76.22,81.66,446.38,446.38,6.0,628.95,102.6,97.17,95.89,76.23,,16.31,15.44,15.24,12.11,17.07,21.16,14.57,0.01,120.29,,6.72,5.23,6.61,9.49,8.85,90.51,91.15,,389.61,0.21,1.3,0.56,90.5,0.78,0.56,0.22
MALUPAPER,Malu Paper Mills Ltd.,,0.39,0.39,3.26,18.04,18.04,0.0,132.67,8.15,5.28,0.63,0.39,,6.14,3.97,0.47,0.29,2.14,23.02,0.47,2.82,161.35,,0.54,0.32,10.4,0,0.0,0,0,,123.15,0.54,8.86,0.17,0,1.24,0.17,0.02
MANAKALUCO,Manaksia Aluminium Company Ltd.,,0.89,0.89,1.72,17.06,17.06,0.0,42.92,3.53,2.7,0.78,0.89,,8.22,6.28,1.82,2.07,5.22,12.17,2.21,0.63,106.56,,1.35,0.65,3.41,0,0.0,0,0,,78.34,0.28,3.39,0.06,0,0.15,0.06,0.36
MANAKCOAT,Manaksia Coated Metals & Industries Ltd.,,0.74,0.74,2.06,14.43,14.43,0.0,37.51,4.34,3.02,0.44,0.74,,11.55,8.06,1.17,1.98,5.16,9.33,1.3,1.34,0.68,,1.1,0.34,1.97,0,0.0,0,0,,141.46,0.58,4.98,0.1,0,0.26,0.1,0.2
MANAKSTEEL,Manaksia Steels Ltd.,,1.33,1.33,2.22,29.49,29.49,0.0,74.43,2.62,1.73,1.49,1.33,,3.52,2.32,2,1.78,4.5,5.77,2.93,0.21,164.79,,1.86,0.99,5.62,0,0.0,0,0,,59.65,0.12,3.47,0.09,0,0.22,0.09,0.2
MANAPPURAM,Manappuram Finance Ltd.,,14.58,14.53,16.38,63,63,2.75,51.02,38.17,36.35,19.88,14.56,,74.8,71.23,38.96,28.53,23.11,24.17,5.16,3.29,18.11,,2.06,2.06,0,22.75,20.21,77.25,79.79,,"23,267.45",5.4,7.21,1.86,77.24,1.5,1.86,0.15
MANGALAM,Mangalam Drugs & Organics Ltd.,,5.21,5.21,10.41,65.67,65.67,0.0,178.39,15.72,10.52,3.95,5.21,,8.8,5.89,2.21,2.92,7.93,13.74,3.57,0.44,1.28,,1.09,0.5,2.58,0,0.0,0,0,,92.44,0.33,3.72,0.17,0,0.46,0.17,0.17
MANGCHEFER,Mangalore Chemicals and Fertilisers Ltd.,,5.45,5.45,9.27,46.02,46.02,0.5,228.67,19.17,15.35,5.94,5.45,,8.38,6.71,2.59,2.38,11.83,22.88,2.3,2.63,96.7,,1.04,0.92,11.01,18.35,10.78,81.65,89.22,,"1,492.35",0.55,6.57,0.11,81.64,0.53,0.11,0.22
MANGLMCEM,Mangalam Cement Ltd.,,28.43,28.43,46.67,215.75,215.75,1.0,460.13,85.82,67.59,43.88,28.43,,18.65,14.68,9.53,6.17,13.17,17.18,4.76,0.86,77.11,,0.98,0.68,7.48,2.11,1.29,97.89,98.71,,809.35,0.66,3.53,0.33,97.88,0.7,0.33,0.19
MANINDS,Man Industries (India) Ltd.,,9.45,9.45,18.61,130.39,130.39,1.0,308.06,32.04,22.88,11.16,9.45,,10.4,7.42,3.62,3.06,7.24,16.26,2.94,0.33,96.07,,1.12,0.75,4.63,26.44,13.43,73.56,86.57,,260.04,0.15,1.42,0.13,73.55,0.31,0.13,0.23
MANUGRAPH,Manugraph Industries Ltd.,,-11.62,-11.62,-10.82,50.34,50.34,0.5,39.79,-8.69,-9.49,-11.33,-11.62,,-21.84,-23.84,-28.47,-29.2,-23.08,-17.08,-15.6,0.06,53.44,,1.92,0.83,1.95,-4.3,-4.62,104.3,104.62,,11.08,0.09,-0.42,0.2,104.3,0.16,0.2,-1.47
MARALOVER,Maral Overseas Ltd.,,-3.68,-3.68,2.2,20.18,20.18,0.0,162.85,5.98,0.1,-3.68,-3.68,,3.67,0.06,-2.26,-2.26,-18.24,0.28,-3.53,2.38,156.23,,0.81,0.46,6.88,0,0.0,0,0,,229.08,0.34,9.22,0.06,0,0.47,0.06,-0.39
MARICO,Marico Ltd.,,7.79,7.79,8.68,22.39,22.39,6.75,45.37,11.05,10.18,9.78,7.81,,24.36,22.43,21.54,17.2,34.86,43.69,24.34,0.04,141.51,,2.34,1.31,5.02,99.37,89.34,0.63,10.66,,"35,485.65",6.06,24.88,6.06,0.62,12.28,6.06,0.03
MARUTI,Maruti Suzuki India Ltd.,,187.06,187.06,303.85,"1,603.87","1,603.87",60.0,"2,503.66",355.08,238.33,233.93,187.11,,14.18,9.51,9.34,7.47,11.66,14.04,9.03,0,120.87,,0.75,0.46,23.52,42.76,26.33,57.24,73.67,,"129,575.25",1.71,12.08,1.71,57.23,2.67,1.71,0.04
MASKINVEST,Mask Investments Ltd.,,0.01,0.01,0.01,17.25,17.25,0.0,0.38,0.03,0.03,0.02,0.01,,6.91,6.91,4.43,3.58,0.07,0.15,0.06,0.14,1.93,,1.63,1.63,0,0,0.0,0,0,,4.84,41.63,602.2,35.47,0,0.78,35.53,0.0
MASTEK,Mastek Ltd.,,11.4,10.82,15.89,110.84,110.84,8.0,67.31,21.52,16.93,13.93,11.31,,31.96,25.15,20.69,16.79,10.19,14.17,8.16,0,48.6,,4.14,4.14,0,114.68,81.59,-14.68,18.41,,439.44,2.69,8.41,2.81,-14.68,1.71,2.81,0.06
MATRIMONY,Matrimony.com Ltd.,,12.61,12.57,24.86,99.12,99.12,3.5,161.26,31.36,19.1,16.8,12.6,,19.44,11.84,10.41,7.81,12.7,15.97,7.15,0,91.64,,1.91,1.91,0,14.33,7.26,85.67,92.74,,506.21,1.38,7.09,1.68,85.66,2.74,1.68,0.05
MAWANASUG,Mawana Sugars Ltd.,,-20.37,-20.37,-6.17,81.13,81.13,0.0,296.79,16.03,1.83,-4.98,-20.37,,5.4,0.61,-1.67,-6.86,-25.1,1.33,-5.36,1.13,78.2,,1.07,0.23,1.45,0,0.0,0,0,,385.84,0.33,6.15,0.08,0,0.28,0.08,-0.9
MAZDA,Mazda Ltd.,,41.46,41.46,50.19,329.15,329.15,10.0,448.65,66.98,58.35,55.99,41.56,,14.92,13,12.48,9.26,12.62,17.34,9.95,0.01,107.5,,3.19,2.01,4.71,39.7,32.87,60.3,67.13,,90.82,0.51,3.39,0.55,60.29,0.75,0.55,0.17
MBAPL,Madhya Bharat Agro Products Ltd.,,6.77,6.77,11.53,59.51,59.51,0.5,59.74,15.95,11.2,9.8,6.77,,26.7,18.74,16.4,11.33,11.38,15.18,7.84,0.28,0.74,,2.62,1.42,2.49,7.38,4.33,92.62,95.67,,180.13,1.38,5.15,1.1,92.61,1.1,1.1,0.1
MCLEODRUSS,Mcleod Russel (India) Ltd.,,1.18,1.18,7.16,127.48,157.16,0.0,82.02,12.56,6.58,-2.68,1.18,,15.31,8.02,-3.26,1.43,0.92,3.68,0.27,1.45,0.2,,0.1,0.08,0.18,0,0.0,0,0,,"1,903.39",2.22,14.51,0.03,0,0.02,0.03,0.56
MEGASOFT,Megasoft Ltd.,,0.13,0.13,0.9,27.22,33.49,0.0,4.6,1.72,0.95,0.12,0.13,,37.52,20.57,2.55,2.73,0.46,2.55,0.19,0.07,6.99,,0.45,0.45,0,0,0.0,0,0,,30.3,1.49,3.97,1.09,0,0.18,1.09,0.02
MENONBE,Menon Bearings Ltd.,,2.57,2.57,3.8,15.74,15.74,2.5,24.82,5.54,4.31,3.5,2.57,,22.32,17.37,14.09,10.35,16.32,21.46,9.63,0.44,93.05,,1.79,1.37,8.9,97.3,65.84,2.7,34.16,,201.28,1.45,6.48,1.25,2.69,1.97,1.25,0.08
MERCATOR,Mercator Ltd.,,-33.91,-33.91,-32.55,-25.5,-25.5,0.0,4.37,-9.21,-10.57,-33.89,-33.91,,-210.85,-241.91,-775.81,-776.15,0,41.45,-236.24,-0.28,30.43,,0.23,0.23,0,0,0.0,0,0,,234.28,1.77,-0.84,0.12,0,-0.02,0.12,-65.21
MFSL,Max Financial Services Ltd.,,10.12,10.11,10.48,84.61,84.61,0.0,18.36,15.08,14.71,14.71,10.11,,82.11,80.11,80.07,55.06,11.95,16.37,10.79,0,19.59,,23.85,23.85,0,0,0.0,0,0,,"10,387.69",20.99,25.56,20.99,0,4.56,20.99,0.03
MGL,Mahanagar Gas Ltd.,,80.33,80.33,96.71,298.92,298.92,35.0,300.89,116.6,100.23,99.57,80.33,,38.75,33.31,33.09,26.69,26.87,31.12,19.22,0,71.99,,1.59,1.57,160.07,11.82,9.82,88.18,90.18,,"7,850.06",2.64,6.82,2.72,88.17,2.74,2.72,0.1
MHRIL,Mahindra Holidays and Resorts India Ltd.,,-8.14,-8.14,-0.49,-42.24,13.25,0.0,73.5,18.18,10.53,9.32,-8.14,,24.72,14.32,12.68,-11.07,0,2.52,-1.68,-0.24,15.21,,2.38,2.37,206.87,0,0.0,0,0,,"1,776.78",1.82,7.35,1.89,0,-3.29,1.89,-0.06
MINDACORP,Minda Corporation Ltd.,,-10.61,-10.61,-7,38.16,38.16,0.35,93.85,12.64,9.02,-8.85,-10.62,,13.47,9.6,-9.42,-11.31,-27.83,19.5,-12.91,0.32,114.15,,1.36,0.97,6.6,-8.41,-12.78,108.41,112.78,,"1,193.09",0.56,4.16,0.61,108.41,1.51,0.61,-0.18
MINDTECK,Mindteck (India) Ltd.,,-23.12,-23.12,-20.72,47.47,47.47,0.0,36.03,3.57,1.17,-22.95,-23.12,,9.9,3.23,-63.7,-64.17,-48.71,2.15,-37.87,0,59.01,,2.66,2.66,0,-4.32,-4.82,104.32,104.82,,21.97,0.24,2.4,0.39,104.32,0.29,0.39,-1.66
MIRZAINT,Mirza International Ltd.,,3.96,3.96,9.23,52.19,52.19,0.9,104.75,14.41,9.14,5.35,3.96,,13.75,8.72,5.1,3.78,7.59,13.12,3.78,0.43,100.0,,1.53,0.56,3.05,45.44,19.5,54.56,80.5,,695.72,0.55,4.01,0.35,54.55,0.7,0.35,0.11
MMFL,MM Forgings Ltd.,,19.15,19.15,41.2,193.99,193.99,5.0,301.27,59.53,37.48,23.79,19.15,,19.75,12.43,7.89,6.35,9.87,10.82,4.05,1.05,63.82,,1.12,0.69,5.66,30.66,14.25,69.34,85.75,,717.84,0.99,5,0.55,69.33,0.86,0.55,0.12
MODIRUBBER,Modi Rubber Ltd.,,2.25,2.25,3.44,67.16,67.16,0.0,2.05,4.81,3.62,3.39,2.25,,234.51,176.6,165.46,109.97,3.35,5.24,2.81,0.02,2.55,,1.72,1.72,0,0,0.0,0,0,,70.63,13.76,5.87,14.37,0,0.44,14.37,0.08
MOHITIND,Mohit Industries Ltd.,,0.16,0.16,2.36,20.45,20.45,0.0,123.62,7.05,4.85,0.08,0.16,,5.7,3.92,0.06,0.13,0.8,17.76,0.26,1.68,196.66,,1.19,0.77,8.29,0,0.0,0,0,,52.1,0.3,5.22,0.02,0,0.15,0.02,0.05
MOIL,MOIL Ltd.,,9.8,9.8,14.51,116.44,116.44,6.0,43.74,18.4,14.35,14.35,10.46,,42.06,32.8,32.8,23.91,8.98,12.03,7.51,0,31.44,,4.91,4.53,5.83,59.81,43.11,40.19,56.89,,607.76,0.59,1.39,2.32,40.18,0.87,2.32,0.1
MOLDTECH,Mold Tek Technologies Ltd.,,3.74,3.74,5.69,17.92,17.92,1.5,32.5,7.04,5.09,4.83,3.74,,21.66,15.66,14.86,11.49,20.84,26.95,15.68,0.06,136.44,,3.09,3.09,0,93.39,61.37,6.61,38.63,,100.04,1.1,5.08,1.08,6.6,1.95,1.08,0.11
MOLDTKPAC,Mold-Tek Packaging Ltd.,,13.78,13.78,20.65,71.09,71.09,5.0,157.77,29.29,22.41,17.7,13.77,,18.56,14.2,11.22,8.73,19.37,26.25,10.53,0.54,120.63,,1.01,0.62,8.75,78.72,52.5,21.28,47.5,,586.16,1.34,7.22,1.1,21.27,2.44,1.1,0.08
MONTECARLO,Monte Carlo Fashions Ltd.,,30.24,30.24,46.35,262.96,262.96,5.0,350,65.57,49.46,41.25,30.24,,18.73,14.13,11.78,8.63,11.49,15.73,6.88,0.06,79.69,,2.37,1.54,3.36,0,0.0,0,0,,297.94,0.41,2.19,0.38,0,0.51,0.38,0.22
MORARJEE,Morarjee Textiles Ltd.,,-7.18,-7.18,-0.65,15.68,15.68,0.0,105.15,12.12,5.59,-10.15,-7.18,,11.52,5.31,-9.65,-6.82,-45.79,6.48,-3.81,5.47,0.54,,0.56,0.33,1.4,0,0.0,0,0,,354.29,0.93,8.05,0.08,0,0.52,0.08,-0.88
MOTHERSON,Samvardhana Motherson International Ltd.,,2.85,2.85,3.58,19.77,19.77,1.5,12.62,2.94,2.2,2.12,2.85,,23.25,17.45,16.83,22.55,14.39,9.13,9.76,0.23,43.3,,1.46,0.84,4.01,105.4,83.83,-5.4,16.17,,"20,462.39",5.13,22.08,4.84,-5.4,3.09,4.84,0.05
MOTOGENFIN,Motor and General Finance Ltd.,,-1.41,-1.41,-2.15,28.43,41.83,0.0,2.94,-1.73,-2.4,-2.8,-2.81,,-58.85,-81.57,-95.07,-95.68,-9.89,-3.86,-3.49,0.08,3.65,,2.72,0.12,0.06,0,0.0,0,0,,58,10.19,-17.31,9.45,0,0.98,9.46,-0.1
MPHASIS,MphasiS Ltd.,,64.66,64.17,72.81,197.12,197.12,35.0,233.04,85.98,77.77,74.39,64.6,,36.89,33.37,31.92,27.72,32.77,33.78,21.86,0.06,78.86,,2.11,2.11,0,41.75,37.03,58.25,62.97,,"11,881.81",2.73,7.41,2.85,58.24,3.37,2.85,0.1
MRF,MRF Ltd.,,"3,289.16","3,289.16","5,602.83","28,312.15","28,312.15",100.0,"37,714.95","6,259.91","3,947.12","3,300.28","3,290.05",,16.59,10.46,8.75,8.72,11.62,11.97,7.28,0.09,83.48,,1.54,0.99,5.61,1.82,1.07,98.18,98.93,,"24,608.63",1.54,9.27,1.54,98.17,2.06,1.54,0.06
MRPL,Mangalore Refinery and Petrochemicals Ltd.,,-15.45,-15.45,-10.98,44.5,44.5,0.0,291,-13.86,-18.33,-22.57,-15.45,,-4.76,-6.29,-7.75,-5.3,-34.71,-19.59,-10.65,1.33,200.72,,0.68,0.25,13.11,-6.47,-9.1,106.47,109.1,,"14,408.26",0.28,-5.93,0.08,106.47,0.52,0.08,-0.67
MSPL,MSP Steel & Power Ltd.,,-1.75,-1.75,-0.35,7.6,7.6,0.0,39.77,2.2,0.8,-1.46,-1.75,,5.52,2.01,-3.66,-4.4,-23.03,2.7,-3.92,2.82,89.23,,1.29,0.37,2.91,0,0.0,0,0,,947.81,0.62,11.19,0.09,0,0.49,0.09,-0.47
MTNL,Mahanagar Telephone Nigam Ltd.,,-58.66,-58.66,-43.23,-215.65,-215.65,0.0,24.39,-12.42,-27.84,-58.66,-58.66,,-50.91,-114.17,-240.54,-240.54,0,702.3,-22.18,-1.61,9.22,,0.5,0.5,82.87,0,0.0,0,0,,"22,075.39",14.37,-28.22,0.25,0,-0.03,0.25,-9.71
MUNJALSHOW,Munjal Showa Ltd.,,10.64,10.64,15.73,158.15,158.15,4.5,322.08,19.82,14.72,14.61,10.64,,6.15,4.57,4.53,3.3,6.72,9.27,5.58,0,169.25,,4,3.43,17.68,42.31,28.6,57.69,71.4,,235.41,0.18,2.97,0.19,57.68,0.38,0.19,0.18
MURUDCERA,Murudeshwar Ceramics Ltd.,,0.25,0.25,2.45,70.26,70.26,0.0,21.68,6.14,4.06,0.7,0.37,,28.33,18.71,3.2,1.69,0.52,5.3,0.36,0.02,21.83,,1.46,0.54,1.03,0,0.0,0,0,,49.02,0.48,1.68,0.43,0,0.13,0.43,0.04
NACLIND,Nacl Industries Ltd.,,0.94,0.94,2.06,18.2,18.2,0.1,52.69,3.95,2.71,1.19,0.82,,7.49,5.13,2.26,1.55,4.49,13.19,1.66,0.71,107.05,,1.25,0.95,6.17,14.71,5.83,85.29,94.17,,560.81,0.55,7.37,0.42,85.28,1.23,0.42,0.04
NAGREEKEXP,Nagreeka Exports Ltd.,,0.55,0.55,6.28,85.11,85.11,0.0,377.55,17.83,12.1,0.86,0.55,,4.72,3.2,0.22,0.14,0.64,10.66,0.18,1.57,129.76,,1.01,0.62,5.43,0,0.0,0,0,,176.79,0.37,7.93,0.02,0,0.1,0.02,0.06
NAHARCAP,Nahar Capital and Financial Services Ltd.,,2.21,2.21,9.17,379.42,379.42,0.5,7.44,8.63,8.19,7.88,8.73,,115.9,110.01,105.87,117.38,2.3,2.15,2.25,0.01,1.92,,44.61,42.29,0.41,17.17,16.35,82.83,83.65,,68.52,5.5,4.74,5.86,82.82,0.11,5.86,0.2
NAHARINDUS,Nahar Industrial Enterprises Ltd.,,-6.2,-6.2,11.56,161.47,161.47,0.0,392.85,25.78,8.05,-8.11,-6.17,,6.56,2.04,-2.06,-1.57,-3.81,3.63,-1.5,0.83,95.84,,1.28,0.49,2.65,0,0.0,0,0,,710.02,0.45,6.88,0.04,0,0.11,0.04,-0.35
NAHARPOLY,Nahar Poly Films Ltd.,,13.38,13.38,13.95,70.12,70.12,1.0,110.21,18.69,17.82,17.7,13.08,,16.96,16.16,16.06,11.86,18.65,25.31,17.3,0.02,145.81,,5.52,4.04,14.34,3.73,3.5,96.27,96.5,,68.54,0.25,1.46,0.24,96.26,0.37,0.24,0.5
NAHARSPING,Nahar Spinning Mills Ltd.,,-14.41,-14.41,7.92,226.87,226.87,0.0,576.83,18.57,-4.04,-21.62,-14.7,,3.21,-0.69,-3.74,-2.54,-6.47,-1.46,-2.78,1.1,109.29,,1.18,0.47,3.2,0,0.0,0,0,,986.73,0.47,14.71,0.05,0,0.11,0.05,-0.57
NATCOPHARM,Natco Pharma Ltd.,,26.08,26.01,31.46,212.61,212.61,6.75,98.36,38.56,33.17,32.04,26.07,,39.2,33.72,32.57,26.5,12.26,15.14,10.21,0.08,38.52,,3.4,2.6,3.41,26.84,22.24,73.16,77.76,,"9,471.83",5.29,13.5,5.15,73.15,2.38,5.15,0.05
NATHBIOGEN,Nath Bio-Genes Ltd.,,26.33,26.33,27.33,293.42,293.42,0.0,147.28,29.73,28.97,25.53,26.56,,20.18,19.66,17.33,18.03,9.05,9.82,6.91,0.13,38.34,,2.81,1.61,1.37,0,0.0,0,0,,306.47,1.09,5.42,0.92,0,0.46,0.92,0.2
NATIONALUM,National Aluminium Company Ltd.,,0.74,0.74,3.58,53.54,53.54,1.5,45.41,4.08,1.24,1.21,0.74,,8.99,2.73,2.67,1.63,1.38,1.96,0.95,0,58.22,,1.68,1.05,4.99,202.44,41.88,-102.44,58.12,,"3,470.06",0.41,4.56,0.64,-102.44,0.54,0.64,0.03
NAUKRI,Info Edge India Ltd.,,16.85,16.75,20.21,198.88,198.88,6.0,104.09,40.11,36.72,26.09,16.82,,38.52,35.27,25.06,16.15,8.45,18.04,6.61,0,40.9,,2.1,2.1,0,47.52,39.56,52.48,60.44,,"24,469.78",19.23,49.9,19.56,52.47,10.24,19.56,0.01
NAVKARCORP,Navkar Corporation Ltd.,,3.01,3.01,5.81,119.54,119.54,0.0,37.68,11.1,8.31,5.14,3.01,,29.47,22.04,13.65,7.99,2.51,5.64,1.86,0.26,23.36,,0.77,0.72,58.69,0,0.0,0,0,,742.21,1.31,4.44,0.47,0,0.15,0.47,0.17
NAVNETEDUL,Navneet Education Ltd.,,9.58,9.58,11.13,42.2,42.2,3.0,63,15.01,13.47,12.9,9.58,,23.82,21.37,20.47,15.21,22.71,30.99,16.78,0.23,110.32,,2.52,1.06,3.17,50.31,43.34,49.69,56.66,,"1,635.80",1.13,4.76,0.98,49.68,1.47,0.98,0.15
