Company_Name,Revenue,Net Profit,EPS,BVPS,ROE,Debt to Equity,Symbol,URL
Gujarat State Fertilizers & Chemicals Limited,11368.0,1262.0,31.77,302.19,10.51,0.0,GSFC,https://www.moneycontrol.com/india/stockpricequote/fertilisers/gujaratstatefertilizerschemicals/GSF
GSS Infotech Limited,114.0,14.0,8.77,121.57,7.21,0.0,GSS,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/gssinfotech/GAI05
GTL Limited,186.0,57.0,3.63,-432.48,-0.84,-0.86,GTL,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/gtl/GTL01
GTL Infrastructure Limited,1457.0,-1816.0,-1.41,-3.78,0.0,-0.77,GTLINFRA,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/gtlinfrastructure/GTL02
GTPL Hathway Limited,2663.0,124.0,10.13,107.57,10.32,0.13,GTPL,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/gtplhathway/GH02
Gujarat Apollo Industries Limited,73.0,12.0,9.68,405.67,2.38,0.05,GUJAPOLLO,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/gujaratapolloindustries/GAI03
Gujarat Gas Limited,16759.0,1525.0,22.2,102.09,21.74,0.0,GUJGASLTD,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/gujaratgas/GGC
Gujarat Raffia Industries Limited,39.0,1.0,1.9,37.22,5.1,0.62,GUJRAFFIA,https://www.moneycontrol.com/india/stockpricequote/packaging/gujaratraffiaindustries/GRI
Gulf Oil Lubricants India Limited,2999.0,232.0,47.3,240.41,19.71,0.28,GULFOILLUB,https://www.moneycontrol.com/india/stockpricequote/lubricants/gulfoillubricantsindia/GOL01
GP Petroleums Limited,790.0,25.0,4.94,54.17,9.12,0.07,GULFPETRO,https://www.moneycontrol.com/india/stockpricequote/lubricants/gppetroleums/SP36
Gulshan Polyols Limited,1179.0,45.0,8.73,110.64,7.88,0.43,GULPOLY,https://www.moneycontrol.com/india/stockpricequote/chemicals/gulshanpolyols/GP9
GVK Power & Infrastructure Limited,2120.0,3073.0,15,2.87,-211.83,-5.09,GVKPIL,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/gvkpowerinfrastructure/GVK
Hindustan Aeronautics Limited,26927.0,5824.0,174.28,705.04,24.72,0.0,HAL,https://www.moneycontrol.com/india/stockpricequote/aerospacedefence/hindustanaeronautics/HAL
Harrisons  Malayalam Limited,486.0,17.0,9.63,84.62,11.37,0.59,HARRMALAYA,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/harrisonsmalyalam/HM02
Hatsun Agro Product Limited,7246.0,165.0,7.54,64.67,11.51,1.01,HATSUN,https://www.moneycontrol.com/india/stockpricequote/food-processing/hatsunagroproducts/HAP
Havells India Limited,16910.0,1071.0,17.11,105.75,16.17,0.0,HAVELLS,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/havellsindia/HI01
HBL Power Systems Limited,1368.0,97.0,3.51,34.32,10.36,0.08,HBLPOWER,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/hblpowersystems/HBL02
HB Stockholdings Limited,2.0,-2.0,-2.82,85.93,-3.05,0.01,HBSL,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/hbstockholdings/HBS
Hindustan Construction Company Limited,9856.0,-36.0,-0.19,-4.72,0.0,-7.41,HCC,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/hindustanconstructioncompany/HCC
HCL Technologies Limited,101456.0,14845.0,54.85,240.88,22.7,0.03,HCLTECH,https://www.moneycontrol.com/india/stockpricequote/computers-software/hcltechnologies/HCL02
HDFC Asset Management Company Limited,2166.0,1423.0,66.75,281.0,23.74,0.0,HDFCAMC,https://www.moneycontrol.com/india/stockpricequote/finance-investments/hdfcassetmanagementcompany/HAM02
HDFC Bank Limited,170754.0,46149.0,82.64,518.73,15.89,,HDFCBANK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/hdfcbank/HDF01
HDFC Life Insurance Company Limited,70207.0,1368.0,6.41,60.44,10.53,0.07,HDFCLIFE,https://www.moneycontrol.com/india/stockpricequote/lifehealth-insurance/hdfclifeinsurancecompany/HSL01
HEG Limited,2467.0,454.0,137.95,1109.17,12.43,0.17,HEG,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/heg/HEG
Hercules Hoists Limited,150.0,103.0,32.28,220.83,14.61,0.0,HERCULES,https://www.moneycontrol.com/india/stockpricequote/engineering/herculeshoists/HH01
Heritage Foods Limited,3240.0,66.0,6.33,78.22,7.98,0.19,HERITGFOOD,https://www.moneycontrol.com/india/stockpricequote/food-processing/heritagefoods/HFI
Hero MotoCorp Limited,34158.0,2796.0,140.62,839.66,16.87,0.02,HEROMOTOCO,https://www.moneycontrol.com/india/stockpricequote/auto-23-wheelers/heromotocorp/HHM
Heubach Colorants India Limited,766.0,19.0,8.31,187.34,4.43,0.0,HEUBACHIND,https://www.moneycontrol.com/india/stockpricequote/speciality-chemicals/heubachcolorantsindia/CCI08
H.G. Infra Engineering Limited,4622.0,492.0,75.68,294.9,25.66,0.99,HGINFRA,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/hginfraengineeringltd/HIE
Hikal Limited,2023.0,78.0,6.36,91.93,6.91,0.66,HIKAL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/hikal/H05
HIL Limited,3478.0,98.0,129.09,1644.0,7.8,0.33,HIL,https://www.moneycontrol.com/india/stockpricequote/cement-productsbuilding-materials/hil/HI09
Himatsingka Seide Limited,2677.0,-64.0,-6.51,147.17,-4.42,1.86,HIMATSEIDE,https://www.moneycontrol.com/india/stockpricequote/textiles-syntheticsilk/himatsingkaseide/HS
Hindustan Composites Limited,282.0,27.0,18.6,623.5,2.98,0.0,HINDCOMPOS,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/hindustancomposites/HC06
Hindustan Copper Limited,1677.0,295.0,3.06,21.53,14.18,0.08,HINDCOPPER,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/hindustancopper/HC07
Hindustan Motors Limited,0.0,0.0,0,-0.77,-0.27,0.0,HINDMOTORS,https://www.moneycontrol.com/india/stockpricequote/auto-carsjeeps/hindustanmotors/HM
Hindustan Petroleum Corporation Limited,440709.0,-9471.0,-49.21,227.38,-21.63,2.08,HINDPETRO,https://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC
Hindustan Unilever Limited,60580.0,10145.0,43.07,214.99,20.11,0.0,HINDUNILVR,https://www.moneycontrol.com/india/stockpricequote/personal-care/hindustanunilever/HU
Hindustan Zinc Limited,34098.0,10511.0,24.88,30.61,81.27,0.92,HINDZINC,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/hindustanzinc/HZ
Hind Rectifiers Limited,359.0,-6.0,-3.84,65.24,-5.69,0.94,HIRECT,https://www.moneycontrol.com/india/stockpricequote/electricals/hindrectifiers/HR01
Hisar Metal Industries Limited,276.0,10.0,20.28,100.46,20.18,1.26,HISARMETAL,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/hisarmetal/HM05
Hitech Corporation Limited,558.0,28.0,16.49,141.6,11.64,0.25,HITECHCORP,https://www.moneycontrol.com/india/stockpricequote/plastics/hitechcorporation/HP08
The Hi-Tech Gears Limited,1169.0,23.0,12.32,188.85,6.52,1.22,HITECHGEAR,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/thehi-techgears/HTG
HLV LIMITED,172.0,7.0,0.12,6.35,1.82,0.02,HLVLTD,https://www.moneycontrol.com/india/stockpricequote/hotels/hlv/HLV
Hindustan Media Ventures Limited,713.0,-40.0,-5.17,200.3,-2.58,0.07,HMVL,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/hindustanmediaventures/HMV
Honeywell Automation India Limited,3447.0,438.0,495.4,3606.91,13.73,0.0,HONAUT,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/honeywellautomation/HA04
HOV Services Limited,12.0,4.0,3.63,17.94,20.22,0.0,HOVS,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/hovservices/HOV
HPL Electric & Power Limited,1262.0,30.0,4.69,123.69,3.8,0.73,HPL,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/hplelectricpower/HEP
Himadri Speciality Chemical Limited,4171.0,215.0,5.13,52.64,9.47,0.37,HSCL,https://www.moneycontrol.com/india/stockpricequote/chemicals/himadrispecialitychemical/HCI01
HT Media Limited,1711.0,-254.0,-9.83,93.16,-12.63,0.39,HTMEDIA,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/htmedia/HT
Hubtown Limited,319.0,25.0,4.16,174.06,2.33,0.66,HUBTOWN,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/hubtown/AC24
Housing & Urban Development Corporation Limited,7049.0,1701.0,8.5,77.14,11.01,4.07,HUDCO,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/housingurbandevelopmentcorporation/HUD
Indiabulls Housing FiNaNce Limited,8719.0,1127.0,25.19,387.01,6.5,3.02,IBULHSGFIN,https://www.moneycontrol.com/india/stockpricequote/finance-housing/indiabullshousingfinance/IHF01
ICICI Bank Limited,121066.0,34483.0,48.86,302.71,16.1,,ICICIBANK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/icicibank/ICI02
ICICI Lombard General Insurance Company Limited,17875.0,1729.0,35.21,212.64,16.55,0.0,ICICIGI,https://www.moneycontrol.com/india/stockpricequote/multiline-insurancebrokers/icicilombardgeneralinsurancecompany/ILG
ICICI Prudential Life Insurance Company Limited,49404.0,813.0,5.66,69.9,8.09,0.12,ICICIPRULI,https://www.moneycontrol.com/india/stockpricequote/finance-general/iciciprudentiallifeinsurancecompany/IPL01
Indo Count Industries Limited,3011.0,276.0,13.97,90.52,15.43,0.47,ICIL,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/indocountindustries/ICI07
Vodafone Idea Limited,42177.0,-29301.0,-8.43,-15.28,0.0,-0.18,IDEA,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/vodafoneidealimited/IC8
IDFC First Bank Limited,22727.0,2485.0,3.98,39.06,9.61,,IDFCFIRSTB,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/idfcfirstbank/IDF01
Indian Energy Exchange Limited,400.0,292.0,3.42,8.97,38.27,0.0,IEX,https://www.moneycontrol.com/india/stockpricequote/diversified/indianenergyexchange/IEE
IFB Agro Industries Limited,1246.0,49.0,52.45,585.28,8.95,0.03,IFBAGRO,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/ifbagroindustries/IFB
IFB Industries Limited,4194.0,17.0,3.69,161.69,2.23,0.31,IFBIND,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-white-goods/ifbindustries/IFB02
IFGL Refractories Limited,1386.0,79.0,21.98,278.87,7.88,0.15,IFGLEXPOR,https://www.moneycontrol.com/india/stockpricequote/cement-productsbuilding-materials/ifglrefractories/IFG
Igarashi Motors India Limited,656.0,5.0,1.66,139.65,1.19,0.21,IGARASHI,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/igarashimotors/IM01
Indraprastha Gas Limited,14145.0,1386.0,23.42,113.3,20.67,0.0,IGL,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/indraprasthagas/IG04
IG Petrochemicals Limited,2352.0,200.0,64.94,400.96,16.19,0.2,IGPL,https://www.moneycontrol.com/india/stockpricequote/chemicals/igpetrochemicals/IGP
Industrial Investment Trust Limited,16.0,38.0,19.93,158.95,12.01,0.0,IITL,https://www.moneycontrol.com/india/stockpricequote/finance-investments/industrialinvestmenttrust/IIT01
India Motor Parts and Accessories Limited,725.0,75.0,60.21,1096.25,5.49,0.0,IMPAL,https://www.moneycontrol.com/india/stockpricequote/trading/indiamotorpartsaccessories/IMP03
Impex Ferro Tech Limited,143.0,-33.0,-3.82,-31.65,0.0,-0.96,IMPEXFERRO,https://www.moneycontrol.com/india/stockpricequote/miningminerals/impexferrotech/IFT
INCREDIBLE INDUSTRIES LIMITED,740.0,4.0,1.05,27.08,3.87,0.32,INCREDIBLE,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/incredibleindustries/AI67
Indbank Merchant Banking Services Limited,18.0,3.0,0.79,16.79,4.7,0.04,INDBANK,https://www.moneycontrol.com/india/stockpricequote/finance-general/indbankmerchantbankingservices/IMB
The India Cements Limited,5608.0,-169.0,-4.04,173.86,-2.34,0.55,INDIACEM,https://www.moneycontrol.com/india/stockpricequote/cement-major/indiacements/IC
India Glycols Limited,2650.0,129.0,45.55,614.12,6.57,0.58,INDIAGLYCO,https://www.moneycontrol.com/india/stockpricequote/chemicals/indiaglycols/IG
Indiamart Intermesh Limited,985.0,321.0,92.96,673.17,13.78,0.0,INDIAMART,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/indiamartintermesh/II12
Indian Bank,44985.0,5330.0,44.74,348.47,12.83,,INDIANB,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/indianbank/IB04
Indian Card Clothing Company Limited,66.0,3.0,6.16,401.4,1.53,0.09,INDIANCARD,https://www.moneycontrol.com/india/stockpricequote/textiles-machinery/indiancardclothing/ICC01
Indian Hume Pipe Company Limited,1542.0,55.0,11.5,143.52,8.01,0.91,INDIANHUME,https://www.moneycontrol.com/india/stockpricequote/cement-productsbuilding-materials/indianhumepipecompany/IHP
InterGlobe Aviation Limited,54446.0,-305.0,-7.93,-162.17,0.0,-0.36,INDIGO,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/interglobeaviation/IA04
India Nippon Electricals Limited,656.0,48.0,21.32,247.71,8.6,0.0,INDNIPPON,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/indianipponelectricals/INE
Indoco Remedies Limited,1668.0,142.0,15.44,111.58,13.83,0.31,INDOCO,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indocoremedies/IR05
Indo Rama Synthetics (India) Limited,4084.0,-24.0,-0.94,21.93,-4.28,1.51,INDORAMA,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-synthetic-blended/indoramasyntheticsindia/IRS
Indo Thai Securities Limited,7.0,-7.0,-7.15,61.23,-12.2,0.06,INDOTHAI,https://www.moneycontrol.com/india/stockpricequote/finance-general/indothaisecurities/ITS
Ind-Swift Laboratories Limited,1207.0,47.0,8.1,83.36,9.54,1.73,INDSWFTLAB,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ind-swiftlaboratories/ISL
Ind-Swift Limited,410.0,26.0,4.81,-130.1,-3.69,-1.39,INDSWFTLTD,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ind-swift/IS02
Indian Terrain Fashions Limited,500.0,7.0,1.62,47.75,3.35,0.25,INDTERRAIN,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/indianterrainfashions/ITF
Infibeam Avenues Limited,1962.0,140.0,0.51,11.82,4.4,0.0,INFIBEAM,https://www.moneycontrol.com/india/stockpricequote/online-services/infibeamavenues/IIL03
InfoBeans Technologies Limited,385.0,35.0,14.83,111.98,13.24,0.0,INFOBEAN,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/infobeanstechnologies/IT05
Infomedia Press Limited,0.0,-2.0,-0.69,-10.08,0.0,-0.7,INFOMEDIA,https://www.moneycontrol.com/india/stockpricequote/printingstationery/infomediapress/I13
Infosys Limited,146767.0,24108.0,57.63,183.17,31.95,0.0,INFY,https://www.moneycontrol.com/india/stockpricequote/computers-software/infosys/IT
Ingersoll Rand (India) Limited,1150.0,182.0,57.86,183.11,31.59,0.0,INGERRAND,https://www.moneycontrol.com/india/stockpricequote/compressors/ingersollrandindia/IRI01
Inox Wind Limited,736.0,-670.0,-20.58,69.38,-38.4,1.39,INOXWIND,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/inoxwind/IW
Insecticides (India) Limited,1801.0,62.0,21.36,310.26,6.88,0.17,INSECTICID,https://www.moneycontrol.com/india/stockpricequote/pesticidesagro-chemicals/insecticidesindia/II16
Intellect Design Arena Limited,2231.0,267.0,19.9,152.42,12.98,0.0,INTELLECT,https://www.moneycontrol.com/india/stockpricequote/computers-software/intellectdesignarena/IDA
Intense Technologies Limited,90.0,13.0,5.86,47.96,12.21,0.0,INTENTECH,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/intensetechnologies/FI17
Indian Overseas Bank,19406.0,2104.0,1.15,13.16,8.45,,IOB,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/indianoverseasbank/IOB
Indian Oil Corporation Limited,841755.0,10842.0,7.11,103.99,7.0,1.0,IOC,https://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC
IOL Chemicals and Pharmaceuticals Limited,2217.0,139.0,23.7,256.81,9.22,0.05,IOLCP,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/iolchemicalspharmaceuticals/IOL01
IPCA Laboratories Limited,6244.0,491.0,18.58,233.16,8.06,0.25,IPCALAB,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ipcalaboratories/IL
IRB Infrastructure Developers Limited,6401.0,827.0,1.19,22.15,5.38,1.25,IRB,https://www.moneycontrol.com/india/stockpricequote/transport-infrastructure/irbinfrastructuredevelopers/IID01
Ircon International Limited,10367.0,733.0,8.14,55.55,14.68,0.29,IRCON,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/irconinternational/II07
ICICI Securities Limited,3415.0,1117.0,34.62,88.35,39.18,3.26,ISEC,https://www.moneycontrol.com/india/stockpricequote/finance-stock-broking/icicisecurities/ISL04
Intrasoft Technologies Limited,456.0,8.0,5.71,121.18,4.71,0.83,ISFT,https://www.moneycontrol.com/india/stockpricequote/retail/intrasofttechnologies/IT04
ISMT Limited,2580.0,87.0,2.92,43.01,6.78,0.06,ISMTLTD,https://www.moneycontrol.com/india/stockpricequote/steel-rolling/ismt/ISM01
ITC Limited,70936.0,19427.0,15.5,55.95,27.75,0.0,ITC,https://www.moneycontrol.com/india/stockpricequote/diversified/itc/ITC
India Tourism Development Corporation Limited,463.0,58.0,6.9,38.67,17.3,0.0,ITDC,https://www.moneycontrol.com/india/stockpricequote/hotels/indiatourismdevelopmentcorporation/ITD02
ITD Cementation India Limited,5090.0,90.0,7.23,72.27,10.03,0.59,ITDCEM,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/itdcementationindia/ITD03
ITI Limited,1395.0,-360.0,-3.81,23.88,-15.87,0.83,ITI,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/iti/ITI
IL&FS Investment Managers Limited,64.0,13.0,0.38,7.54,5.53,0.0,IVC,https://www.moneycontrol.com/india/stockpricequote/finance-investments/ilandfsinvestmentmanagers/ILF02
IZMO Limited,153.0,20.0,14.96,203.79,7.33,0.02,IZMO,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/izmo/LM02
Jagran Prakashan Limited,1856.0,196.0,7.61,88.26,11.49,0.16,JAGRAN,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jagranprakashan/JP12
Jagsonpal Pharmaceuticals Limited,236.0,26.0,10.2,60.65,16.81,0.0,JAGSNPHARM,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jagsonpalpharmaceuticals/JP02
Jai Balaji Industries Limited,6125.0,57.0,4.49,38.23,10.39,1.55,JAIBALAJI,https://www.moneycontrol.com/india/stockpricequote/steel-sponge-iron/jaibalajiindustries/JBI
Jai Corp Limited,594.0,-5.0,-0.76,68.31,-1.13,0.0,JAICORPLTD,https://www.moneycontrol.com/india/stockpricequote/steel-gpgc-sheets/jaicorp/JC08
Jamna Auto Industries Limited,2325.0,168.0,4.23,19.67,21.46,0.02,JAMNAAUTO,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/jamnaautoindustries/JAI
Jay Bharat Maruti Limited,2344.0,37.0,8.75,117.34,7.46,0.65,JAYBARMARU,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/jaybharatmaruti/JBM
Jayaswal Neco Industries Limited,6342.0,226.0,2.34,21.13,11.05,1.66,JAYNECOIND,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/jayaswalnecoindustries/JNI02
JB Chemicals & Pharmaceuticals Limited,3149.0,410.0,53,320.46,16.52,0.22,JBCHEPHARM,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jbchemicalspharmaceuticals/JBC01
JBM Auto Limited,3857.0,124.0,10.58,86.95,12.11,1.63,JBMA,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/jbmauto/JBM03
Johnson Controls - Hitachi Air Conditioning India Limited,2384.0,-82.0,-30.2,242.43,-12.46,0.22,JCHAC,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-white-goods/johnsoncontrols-hitachiairconditioningindia/HHL
JHS Svendgaard Laboratories Limited,96.0,-16.0,-2.34,27.78,-8.96,0.0,JHS,https://www.moneycontrol.com/india/stockpricequote/personal-care/jhssvendgaardlaboratories/JHS01
JIK Industries Limited,0.0,0.0,-0.06,-10.64,0.0,-0.09,JIKIND,https://www.moneycontrol.com/india/stockpricequote/trading/jikindustries/JIK
Jindal Photo Limited,7.0,2.0,162.96,1942.3,8.38,0.03,JINDALPHOT,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-electronic/jindalphoto/JP11
Jindal Poly Films Limited,4696.0,321.0,72.85,945.62,7.7,0.99,JINDALPOLY,https://www.moneycontrol.com/india/stockpricequote/packaging/jindalpolyfilms/JPF01
Jindal Saw Limited,17867.0,443.0,19.91,227.62,7.98,0.59,JINDALSAW,https://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/jindalsaw/JS08
Jindal Cotex Limited,2.0,11.0,2.45,41.24,5.92,0.24,JINDCOT,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/jindalcotex/JC
Jindal Drilling And Industries Limited,512.0,111.0,33.43,451.77,7.39,0.16,JINDRILL,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/jindaldrillingindustries/JDI
Jindal Worldwide Limited,2070.0,115.0,5.77,32.41,17.8,1.29,JINDWORLD,https://www.moneycontrol.com/india/stockpricequote/textiles-general/jindalworldwide/JW01
Jain Irrigation Systems Limited,3613.0,39.0,0.63,73.6,0.85,0.6,JISLJALEQS,https://www.moneycontrol.com/india/stockpricequote/plastics/jainirrigationsystems/JIS02
JK Cement Limited,9720.0,419.0,55.17,600.81,9.09,1.07,JKCEMENT,https://www.moneycontrol.com/india/stockpricequote/cement-major/jkcement/JKC03
J.Kumar Infraprojects Limited,4203.0,274.0,36.26,309.22,11.72,0.22,JKIL,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/jkumarinfraprojects/KI01
JK Lakshmi Cement Limited,6451.0,369.0,30.48,241.37,12.79,0.66,JKLAKSHMI,https://www.moneycontrol.com/india/stockpricequote/cement-major/jklakshmicement/JKL01
JM FiNaNcial Limited,3265.0,708.0,6.26,118.03,7.34,1.95,JMFINANCIL,https://www.moneycontrol.com/india/stockpricequote/finance-investments/jmfinancial/JMF
Jaiprakash Power Ventures Limited,5786.0,55.0,0.05,9.69,0.83,0.72,JPPOWER,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/jaiprakashpowerventures/JHP01
Jindal Stainless Limited,35697.0,1973.0,25.68,145.33,17.72,0.32,JSL,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/jindalstainless/JSL01
JSW Energy Limited,10331.0,1460.0,9.01,114.2,7.93,1.33,JSWENERGY,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/jswenergy/JE01
JSW Holdings Limited,406.0,299.0,298.72,17490.81,1.7,0.0,JSWHL,https://www.moneycontrol.com/india/stockpricequote/finance-investments/jswholdings/JSW
Jubilant Foodworks Limited,5158.0,379.0,5.35,30.88,17.33,0.09,JUBLFOOD,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jubilantfoodworks/JF04
Just Dial Limited,844.0,162.0,19.32,434.9,4.43,0.0,JUSTDIAL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/justdial/JD
Jupiter Wagons Limited,2068.0,123.0,3.12,20.74,15.03,0.36,JWL,https://www.moneycontrol.com/india/stockpricequote/engineering/jupiterwagons/CEB
Jyothy Labs Limited,2486.0,239.0,6.53,42.24,15.47,0.0,JYOTHYLAB,https://www.moneycontrol.com/india/stockpricequote/personal-care/jyothylabs/JL
Jyoti Structures Limited,229.0,-4.0,-0.06,-0.04,0.0,-681.47,JYOTISTRUC,https://www.moneycontrol.com/india/stockpricequote/power-transmissionequipment/jyotistructures/JS03
Kabra Extrusion Technik Limited,670.0,37.0,11.57,114.16,9.77,0.19,KABRAEXTRU,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/kabraextrusiontechnik/KET
Kajaria Ceramics Limited,4381.0,346.0,21.64,151.03,14.8,0.09,KAJARIACER,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/kajariaceramics/KC06
Kakatiya Cement Sugar & Industries Limited,154.0,-4.0,-5.74,294.29,-1.95,0.36,KAKATCEM,https://www.moneycontrol.com/india/stockpricequote/cement-mini/kakatiyacements/KC01
Kalyani Commercials Limited,331.0,3.0,31.53,153.33,20.56,2.89,KALYANI,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/kalyanicommercials/KC18
Kalyani Forge Limited,266.0,3.0,9.92,289.86,3.42,0.36,KALYANIFRG,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/kalyaniforge/KF02
KaNaNi Industries Limited,270.0,2.0,0.22,6.33,3.46,0.5,KANANIIND,https://www.moneycontrol.com/india/stockpricequote/diamond-cuttingjewelleryprecious-metals/kananiindustries/KI26
Kanoria Chemicals & Industries Limited,1578.0,-12.0,-2.01,138.93,-1.44,0.84,KANORICHEM,https://www.moneycontrol.com/india/stockpricequote/chemicals/kanoriachemicalsindustries/KCI01
Kansai Nerolac Paints Limited,7542.0,468.0,8.79,84.62,10.44,0.04,KANSAINER,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/kansainerolacpaints/KNP
Karur Vysya Bank Limited,6516.0,1106.0,13.81,107.03,12.88,,KARURVYSYA,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/karurvysyabank/KVB
Kaushalya Infrastructure Development Corporation Limited,0.0,-1.0,4.46,16.79,26.91,0.39,KAUSHALYA,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/kaushalyainfrastructuredevelopmentcorporation/KID
Kavveri Telecom Products Limited,2.0,31.0,15.65,25.96,60.26,0.0,KAVVERITEL,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/kavveritelecomproducts/KTP
Kaya Limited,376.0,-116.0,-89.15,-78.9,0.0,-1.37,KAYA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kaya/K03
KCP Limited,2253.0,89.0,3.24,117.86,3.4,0.45,KCP,https://www.moneycontrol.com/india/stockpricequote/cement-major/kcp/KCP
KDDL Limited,1119.0,76.0,42.18,556.19,11.74,0.28,KDDL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kddl/KDD
Kirloskar Electric Company Limited,473.0,31.0,4.68,13.83,33.83,1.45,KECL,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/kirloskarelectricco/KEC02
DSJ Keep Learning Limited,5.0,0.0,0.01,0.01,130.88,55.62,KEEPLEARN,https://www.moneycontrol.com/india/stockpricequote/printingstationery/dsjkeeplearning/DSJ
KEI Industries Limited,6912.0,477.0,52.94,287.08,18.43,0.05,KEI,https://www.moneycontrol.com/india/stockpricequote/cables-powerothers/keiindustries/KEI
