Company_Name,Revenue,Net Profit,EPS,BVPS,ROE,Debt to Equity,Symbol,URL
Likhitha Infrastructure Limited,350,60,15.22,63.39,24.01,0,LIKHITHA,https://www.moneycontrol.com/india/stockpricequote/infrastructure/likhithainfrastructure/LIL03
Linc Limited,486,37,25.15,119.16,21.1,0,LINC,https://www.moneycontrol.com/india/stockpricequote/printingstationery/linc/LPP
Lincoln Pharmaceuticals Limited,510,72,36.4,250.86,14.5,0,LINCOLN,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lincolnpharmaceuticals/LP06
Linde India Limited,3135,529,63.09,368.19,17.13,0,LINDEINDIA,https://www.moneycontrol.com/india/stockpricequote/chemicals/lindeindia/BOC
Lokesh Machines Limited,240,9,5.41,88.83,6.08,0.55,LOKESHMACH,https://www.moneycontrol.com/india/stockpricequote/machine-tools/lokeshmachines/LMS
Lords Chloro Alkali Limited,295,53,21.16,67.3,31.43,0.09,LORDSCHLO,https://www.moneycontrol.com/india/stockpricequote/chemicals/lordschloroalkali/LCA01
Lotus Eye Hospital and Institute Limited,47,4,1.96,27.69,7.08,0,LOTUSEYE,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedical-services/lotuseyecarehospital/LEC01
Lovable Lingerie Limited,95,0,-0.05,116.08,-0.04,0.02,LOVABLE,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/lovablelingerie/LL04
Loyal Textile Mills Limited,1402,0,5.91,748,0.78,1.84,LOYALTEX,https://www.moneycontrol.com/india/stockpricequote/textiles-composite-mills/loyaltextilesmills/LTM
Landmark Property Development Company Limited,0,-6,-0.49,4.13,-11.8,0,LPDC,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/landmarkpropertydevelopmentcompany/LPD
Larsen & Toubro Limited,183340,12624,74.51,736.87,11.72,1.33,LT,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/larsentoubro/LT
L&T Technology Services Limited,8013,1174,110.8,470.99,23.62,0,LTTS,https://www.moneycontrol.com/india/stockpricequote/engineering/lttechnologyservices/LTS
Lumax Industries Limited,2319,61,110.27,624.3,17.66,0.65,LUMAXIND,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/lumaxindustries/LI05
Lupin Limited,16641,447,9.46,275.67,3.45,0.34,LUPIN,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupin/L
Lux Industries Limited,2378,137,47.23,460.34,9.78,0.16,LUXIND,https://www.moneycontrol.com/india/stockpricequote/textiles-processing/luxindustries/LHI
Laxmi Organic Industries Limited,2693,134,5.08,53.54,9.49,0.26,LXCHEM,https://www.moneycontrol.com/india/stockpricequote/speciality-chemicals/laxmiorganicindustries/LOI
Lypsa Gems & Jewellery Limited,13,-44,-14.96,21.68,-68.97,0.09,LYPSAGEMS,https://www.moneycontrol.com/india/stockpricequote/diamond-cuttingjewelleryprecious-metals/lypsagemsjewellery/LGJ
Maan Aluminium Limited,813,49,36.96,96.35,38.35,0.42,MAANALU,https://www.moneycontrol.com/india/stockpricequote/aluminium/maanaluminium/MA03
Macpower CNC Machines Limited,201,12,12.89,96.61,13.34,0,MACPOWER,https://www.moneycontrol.com/india/stockpricequote/machine-tools/macpowercncmachines/MCM03
Madhav Marbles and Granites Limited,47,0,-2.26,136.37,-3.04,0.08,MADHAV,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/madhavmarblesgranites/MMG
Madhucon Projects Limited,1162,-177,-19.47,-318.4,0,-1.68,MADHUCON,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/madhuconprojects/MP16
Madras Fertilizers Limited,3447,185,11.5,-17.71,-64.55,-5.2,MADRASFERT,https://www.moneycontrol.com/india/stockpricequote/fertilisers/madrasfertilizers/MF15
Magadh Sugar & Energy Limited,953,50,35.67,453.72,7.86,0.91,MAGADSUGAR,https://www.moneycontrol.com/india/stockpricequote/sugar/magadhsugarenergy/MSE01
Magnum Ventures Limited,460,70,18.78,138.7,12.13,0.28,MAGNUM,https://www.moneycontrol.com/india/stockpricequote/paper/magnumventures/MV04
Bank of Maharashtra,15898,2603,3.87,21.27,18.19,,MAHABANK,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/bankmaharashtra/BM05
Maha Rashtra Apex Corporation Limited,2,5,-29.72,80.01,-37.07,0,MAHAPEXLTD,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/maharashtraapexcorporation/MAC02
Mahamaya Steel Industries Limited,649,4,3.31,75.69,4.37,0.35,MAHASTEEL,https://www.moneycontrol.com/india/stockpricequote/steel-crhr-strips/mahamayasteelindustries/MSI11
Mahindra EPC Irrigation Limited,210,-12,-4.41,58.59,-7.53,0.09,MAHEPC,https://www.moneycontrol.com/india/stockpricequote/plastics/mahindraepcirrigation/EPC
Maheshwari Logistics Limited,1149,13,4.56,56.42,8.09,1.15,MAHESHWARI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/maheshwarilogistics/ML03
Mahindra Lifespace Developers Limited,606,-15,6.56,116.76,5.61,0.15,MAHLIFE,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/mahindralifespacedevelopers/MLD
Mahindra Logistics Limited,5128,27,3.65,77.83,4.67,0.71,MAHLOG,https://www.moneycontrol.com/india/stockpricequote/diversified/mahindralogistics/ML04
Maharashtra Scooters Limited,216,195,170.88,16662.42,1.02,0,MAHSCOOTER,https://www.moneycontrol.com/india/stockpricequote/auto-23-wheelers/maharashtrascooters/MS01
Maithan Alloys Limited,2884,498,171.41,963.67,17.79,0,MAITHANALL,https://www.moneycontrol.com/india/stockpricequote/miningminerals/maithanalloys/MA04
Mallcom (India) Limited,410,36,59.19,325.69,18.17,0.45,MALLCOM,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mallcomindia/MI59
Malu Paper Mills Limited,233,-10,-6.07,3.73,-164.33,19.18,MALUPAPER,https://www.moneycontrol.com/india/stockpricequote/paper/malupapermills/MPM03
Manaksia Aluminium Company Limited,466,8,1.35,19.09,7.08,1.15,MANAKALUCO,https://www.moneycontrol.com/india/stockpricequote/aluminium/manaksiaaluminiumcompany/MAC03
Manaksia Coated Metals & Industries Limited,651,9,1.43,18.2,7.84,1.53,MANAKCOAT,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/manaksiacoatedmetalsindustries/MCM02
Manaksia Steels Limited,742,12,1.86,44.31,4.19,0.17,MANAKSTEEL,https://www.moneycontrol.com/india/stockpricequote/steel-large/manaksiasteels/MS27
Manali Petrochemicals Limited,1181,50,2.95,60.7,4.85,0.01,MANALIPETC,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/manalipetrochemicals/MP02
Manappuram FiNaNce Limited,6684,1500,17.72,114.19,15.51,2.95,MANAPPURAM,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/manappuramfinance/MGF01
Mangalam Drugs And Organics Limited,372,1,0.8,96,0.83,0.45,MANGALAM,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mangalamdrugsorganics/MDO
Mangalore Chemicals & Fertilizers Limited,3641,134,11.36,67.75,16.76,1.69,MANGCHEFER,https://www.moneycontrol.com/india/stockpricequote/fertilisers/mangalorechemicalsfertilisers/MCF01
Mangalam Cement Limited,1801,17,6.23,275.02,2.26,0.81,MANGLMCEM,https://www.moneycontrol.com/india/stockpricequote/cement-major/mangalamcement/MC03
Man Industries (India) Limited,2231,68,11.33,167.08,6.77,0.29,MANINDS,https://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/manindustriesindia/MII
Mankind Pharma Limited,8127,1248,31.16,194.31,16.03,0,MANKIND,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/mankindpharma/MP22
Manomay Tex India Limited,698,12,8.72,64.24,11.17,1.25,MANOMAY,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/manomaytexindia/MTI05
Manorama Industries Limited,350,29,24.98,250.26,9.98,0.37,MANORAMA,https://www.moneycontrol.com/india/stockpricequote/food-processing/manoramaindustries/MI45
Mangalam Organics Limited,492,-27,-31.63,321.97,-9.87,0.69,MANORG,https://www.moneycontrol.com/india/stockpricequote/chemicals/mangalamorganics/DP06
Manugraph India Limited,79,-11,-3.71,32.6,-11.39,0.11,MANUGRAPH,https://www.moneycontrol.com/india/stockpricequote/engineering/manugraphindustries/MI08
Vedant Fashions Limited,1325,422,17.42,57.46,30.31,0,MANYAVAR,https://www.moneycontrol.com/india/stockpricequote/retailing/vedantfashions/VF04
C.E. Info Systems Limited,253,108,20.26,99.76,20.31,0,MAPMYINDIA,https://www.moneycontrol.com/india/stockpricequote/software/ceinfosystemsmapmyindia/CIS02
Maral Overseas Limited,1025,-15,-3.84,33.97,-11.29,2.33,MARALOVER,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/maraloverseas/MO
Marico Limited,9764,1322,10.08,30.67,34.27,0.13,MARICO,https://www.moneycontrol.com/india/stockpricequote/personal-care/marico/M13
Marine Electricals (India) Limited,442,16,1.38,17,8.15,0.31,MARINE,https://www.moneycontrol.com/india/stockpricequote/electronics-components/marineelectricalsindia/ME21
Marshall Machines Limited,34,-6,-4.74,27.17,-17.45,1.14,MARSHALL,https://www.moneycontrol.com/india/stockpricequote/engineering-industrial-equipments/marshallmachines/MM04
Maruti Suzuki India Limited,117571,8033,271.82,2046.07,13.28,0.02,MARUTI,https://www.moneycontrol.com/india/stockpricequote/auto-carsjeeps/marutisuzukiindia/MS24
MAS FiNaNcial Services Limited,987,205,37.18,282.58,13.38,4.04,MASFIN,https://www.moneycontrol.com/india/stockpricequote/finance-general/masfinancialservices/MFS09
Mask Investments Limited,0,0,0.19,321.39,0.06,0.01,MASKINVEST,https://www.moneycontrol.com/india/stockpricequote/finance-general/maskinvestments/MI60
Mastek Limited,2563,310,97.23,581.43,17.4,0.22,MASTEK,https://www.moneycontrol.com/india/stockpricequote/computers-software/mastek/M
Matrimony.Com Limited,455,46,20.73,113.68,18.44,0,MATRIMONY,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/matrimonycom/M20
Mawana Sugars Limited,1481,13,3.36,98.24,3.41,0.99,MAWANASUG,https://www.moneycontrol.com/india/stockpricequote/sugar/mawanasugars/MS25
Max India Limited,32,12,2.56,199.36,1.41,0,MAXIND,https://www.moneycontrol.com/india/stockpricequote/finance-investment/maxindialimited/MIL19
Mayur Uniquoters Ltd,775,104,23.69,171.46,13.82,0.03,MAYURUNIQ,https://www.moneycontrol.com/india/stockpricequote/plastics/mayuruniquoters/MU
Mazda Limited,191,26,66.48,464.18,14.32,0,MAZDA,https://www.moneycontrol.com/india/stockpricequote/engineering/mazda/M14
Mazagon Dock Shipbuilders Limited,7827,1072,53.19,207.13,25.67,0,MAZDOCK,https://www.moneycontrol.com/india/stockpricequote/ship-building/mazagondockshipbuilders/MDS01
Madhya Bharat Agro Products Limited,982,124,28.35,74.95,37.82,0.98,MBAPL,https://www.moneycontrol.com/india/stockpricequote/fertilizers/madhyabharatagroproducts/MBA
Mcnally Bharat Engineering Company Limited,380,-2263,-107.32,-157.15,0,-0.93,MBECL,https://www.moneycontrol.com/india/stockpricequote/engineering/mcnallybharatengineering/MBE
Madhav Copper Limited,0,-4,-1.63,14.66,-11.09,0.03,MCL,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/madhavcopper/MC07
Mcleod Russel India Limited,1369,-1056,-101.14,29.39,-344.11,6.38,MCLEODRUSS,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/mcleodrusselindia/MRI02
Global Health Limited,1959,263,10.16,92.8,10.57,0.04,MEDANTA,https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcare-services/globalhealth/GH03
Medicamen Biotech Limited,140,14,11.92,150.82,7.77,0.13,MEDICAMEQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/medicamenbiotech/MB
Medico Remedies Limited,140,7,0.87,5.28,16.51,0.18,MEDICO,https://www.moneycontrol.com/india/stockpricequote/diversified/medicoremedies/MR
Medplus Health Services Limited,213,5,0.46,95.66,0.48,0,MEDPLUS,https://www.moneycontrol.com/india/stockpricequote/fooddrug-retailing/medplushealthservices/MHS01
Megasoft Limited,1,11,1.2,22.45,5.33,0.88,MEGASOFT,https://www.moneycontrol.com/india/stockpricequote/it-servicesconsulting/megasoft/M08
Megastar Foods Limited,304,10,10.08,46.07,21.87,1.25,MEGASTAR,https://www.moneycontrol.com/india/stockpricequote/food-processing/megastarfoods/MF13
Menon Bearings Limited,219,32,5.84,23.81,24.52,0.11,MENONBE,https://www.moneycontrol.com/india/stockpricequote/bearings/menonbearings/MB01
MEP Infrastructure Developers Limited,244,-247,-12.24,-25.44,0,-0.88,MEP,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/mepinfrastructuredevelopers/MID
Mercator Limited,0,-2,-0.08,-44.53,0,-0.49,MERCATOR,https://www.moneycontrol.com/india/stockpricequote/shipping/mercator/ML02
Metro Brands Limited,2051,373,13.74,56.41,24.34,0,METROBRAND,https://www.moneycontrol.com/india/stockpricequote/footwear/metrobrands/MB06
Metropolis Healthcare Limited,1148,143,27.91,193.46,14.45,0.08,METROPOLIS,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedical-services/metropolishealthcare/MH06
Max FiNaNcial Services Limited,31412,451,10.97,115.49,10.75,0.15,MFSL,https://www.moneycontrol.com/india/stockpricequote/finance-investments/maxfinancialservices/MI
Mangalam Global Enterprise Limited,1425,12,0.98,8.26,11.09,2.08,MGEL,https://www.moneycontrol.com/india/stockpricequote/agriculture/mangalamglobalenterprise/MGEL14874
Mahanagar Gas Limited,6299,790,79.98,418.53,19.11,0,MGL,https://www.moneycontrol.com/india/stockpricequote/refineries/mahanagargas/MG02
Mahindra Holidays & Resorts India Limited,2516,113,5.75,-25.88,-21.79,-1.43,MHRIL,https://www.moneycontrol.com/india/stockpricequote/hotels/mahindraholidaysresortsindia/MHR
MIC Electronics Limited,5,0,0.01,2.71,0.24,0.18,MICEL,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/micelectronics/ME12
Mishra Dhatu Nigam Limited,871,155,8.34,68.61,12.15,0.3,MIDHANI,https://www.moneycontrol.com/india/stockpricequote/ironsteel/mishradhatunigam/MDN
Minda Corporation Limited,4300,294,12.1,66.36,17.93,0.35,MINDACORP,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/mindacorporation/MC23
Mindteck (India) Limited,336,20,8.26,76.57,10.91,0,MINDTECK,https://www.moneycontrol.com/india/stockpricequote/computers-software/mindteckindia/MI35
MIRC Electronics Limited,1110,-12,-0.54,8.26,-6.53,0.42,MIRCELECTR,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-electronic/mircelectronics/ME
Mirza International Limited,653,26,1.91,38.6,4.95,0.05,MIRZAINT,https://www.moneycontrol.com/india/stockpricequote/leather-products/mirzainternational/MI46
Mittal Life Style Limited,63,0,0.18,10.47,1.69,0,MITTAL,https://www.moneycontrol.com/india/stockpricequote/textilesapparel/mittallifestyle/MLS
M K Proteins Limited,314,10,8.51,40.18,21.17,0.89,MKPL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mkproteins/P09
MM Forgings Limited,1461,127,53,278.93,19.01,0.97,MMFL,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/mmforgings/MMF
MMP Industries Limited,538,18,8.39,101.22,8.29,0.22,MMP,https://www.moneycontrol.com/india/stockpricequote/aluminiumaluminium-products/mmpindustries/MIL17
Modi Rubber Limited,5,-15,11.04,196.52,5.63,0.04,MODIRUBBER,https://www.moneycontrol.com/india/stockpricequote/tyres/modirubber/MR01
MODISON LIMITED,334,11,3.44,57.55,5.98,0.03,MODISONLTD,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/modison/MM07
Modern Thread Limited,301,214,61.57,29.72,207.17,0,MODTHREAD,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-synthetic-blended/modernthreadindia/MTI01
Mohit Industries Limited,167,-1,-1.04,127.6,-0.79,0.31,MOHITIND,https://www.moneycontrol.com/india/stockpricequote/textiles-processing/mohitindustries/MI36
MOIL Limited,1341,250,12.31,110.29,11.16,0,MOIL,https://www.moneycontrol.com/india/stockpricequote/miningminerals/moil/M18
Moksh Ornaments Limited,446,6,1.14,9.5,12.02,0.54,MOKSH,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mokshornamentsltd/MOl02
Mold-Tek Technologies Limited,146,29,10.36,36.74,28.2,0,MOLDTECH,https://www.moneycontrol.com/india/stockpricequote/bpoites/moldtektechnologies/MTT01
Mold-Tek Packaging Limited,729,80,24.4,168.45,14.39,0.08,MOLDTKPAC,https://www.moneycontrol.com/india/stockpricequote/plastics/mold-tekpackaging/MTP01
Monte Carlo Fashions Limited,1117,132,64.03,374.7,17.08,0.26,MONTECARLO,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/montecarlofashions/MC05
Morarjee Textiles Limited,206,-185,-50.99,-76.61,0,-1.85,MORARJEE,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/morarjeetextiles/MT12
Morepen Laboratories Limited,1417,38,0.77,14.72,5.13,0.03,MOREPENLAB,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/morepenlaboratories/ML06
Samvardhana Motherson International Limited,78700,1713,2.21,35.98,6.66,0.54,MOTHERSON,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries-auto-truckmotorcycle-parts/samvardhanamothersoninternational/MSS01
The Motor & General FiNaNce Limited,5,-2,-0.68,12.36,-5.47,0.04,MOTOGENFIN,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/motorgeneralfinance/MGF
MphasiS Limited,13798,1637,87.05,421.15,20.64,0.03,MPHASIS,https://www.moneycontrol.com/india/stockpricequote/computers-software/mphasis/MB02
MPS Limited,501,109,63.87,247.69,25.77,0,MPSLTD,https://www.moneycontrol.com/india/stockpricequote/printingstationery/mps/MI31
MRF Limited,23008,768,1813.1,34688.25,5.22,0.17,MRF,https://www.moneycontrol.com/india/stockpricequote/tyres/mrf/MRF
Mangalore Refinery and Petrochemicals Limited,108856,2616,15.15,56.28,26.91,1.69,MRPL,https://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP
MSP Steel & Power Limited,2550,-53,-1.31,7.4,-17.75,2.81,MSPL,https://www.moneycontrol.com/india/stockpricequote/steel-sponge-iron/mspsteelpower/MSP
Motherson Sumi Wiring India Limited,7057,487,1.1,3.01,36.6,0.06,MSUMI,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/mothersonsumiwiringindia/MSW
Mtar Technologies Limited,573,104,33.83,201.83,16.76,0.23,MTARTECH,https://www.moneycontrol.com/india/stockpricequote/aerospacedefence/mtartechnologies/MT15
Mahanagar Telephone Nigam Limited,935,-2916,-46.27,-331.03,0,-1.35,MTNL,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/mahanagartelephonenigam/MTN
Munjal Showa Limited,1240,31,7.98,162.82,4.89,0,MUNJALSHOW,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/munjalshowa/MS
Murudeshwar Ceramics Limited,172,6,1.13,61.36,1.86,0.15,MURUDCERA,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/murudeshwarceramics/MC13
Muthoot Capital Services Limited,444,78,47.84,297.46,16.08,3.87,MUTHOOTCAP,https://www.moneycontrol.com/india/stockpricequote/finance-investments/muthootcapitalservices/MCS02
Muthoot FiNaNce Limited,11897,3669,89.99,551.82,16.67,2.57,MUTHOOTFIN,https://www.moneycontrol.com/india/stockpricequote/finance-investments/muthootfinance/MF10
NACL Industries Limited,2115,93,4.78,28.87,16.52,1.26,NACLIND,https://www.moneycontrol.com/india/stockpricequote/pesticidesagro-chemicals/naclindustries/NA04
Nagreeka Capital & Infrastructure Limited,21,-36,-28.77,-8.55,0,-10.95,NAGREEKCAP,https://www.moneycontrol.com/india/stockpricequote/finance-investments/nagreekacapitalinfrastructure/NCI
Nagreeka Exports Limited,388,3,2.43,88.77,2.73,1.6,NAGREEKEXP,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/nagreekaexports/NE
Nahar Capital and FiNaNcial Services Limited,25,38,63.73,912.7,6.98,0,NAHARCAP,https://www.moneycontrol.com/india/stockpricequote/finance-investments/naharcapitalfinancialservices/NCF
Nahar Industrial Enterprises Limited,1773,79,19.8,213.42,8.51,0.29,NAHARINDUS,https://www.moneycontrol.com/india/stockpricequote/textiles-composite-mills/naharindustrialenterprises/NIE
Nahar Poly Films Limited,723,30,17.57,309.82,5.54,0.21,NAHARPOLY,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/naharpolyfilms/NIH
Nahar Spinning Mills Limited,2796,110,32.24,430.37,7.12,0.47,NAHARSPING,https://www.moneycontrol.com/india/stockpricequote/textiles-hosieryknitwear/naharspinningmills/NSM
Narmada Agrobase Limited,50,0,0.48,11.72,4.1,0.63,NARMADA,https://www.moneycontrol.com/india/stockpricequote/food-processing/narmadaagrobase/NA
Natco Pharma Limited,2707,715,39.18,267.06,14.67,0.03,NATCOPHARM,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/natcopharma/NP07
Nath Bio-Genes (India) Limited,301,35,18.51,301.7,6.13,0.18,NATHBIOGEN,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nathbio-genes/NBG
National Aluminium Company Limited,14254,1544,7.81,71.47,10.92,0,NATIONALUM,https://www.moneycontrol.com/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC
Info Edge (India) Limited,2345,160,-8.34,1118.18,-0.8,0,NAUKRI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/infoedgeindia/IEI01
Navkar Corporation Limited,441,73,1.3,131.31,4.67,0.01,NAVKARCORP,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/navkarcorporation/NC02
Navneet Education Limited,1696,212,9.04,50.87,17.78,0.24,NAVNETEDUL,https://www.moneycontrol.com/india/stockpricequote/printingstationery/navneeteducation/NP01
Nazara Technologies Limited,23,-24,-3.67,138.25,-2.62,0,NAZARA,https://www.moneycontrol.com/india/stockpricequote/software/nazaratechnologies/NT
N. B. I. Industrial FiNaNce Company Limited,10,5,21.46,9596.64,0.22,,NBIFIN,https://www.moneycontrol.com/india/stockpricequote/finance-general/nbiindustrialfinancecompany/NBI02
NCC Limited,15553,635,9.77,103.3,9.87,0.16,NCC,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/ncc/NCC01
NCL Industries Limited,1609,44,9.4,170.2,5.75,0.38,NCLIND,https://www.moneycontrol.com/india/stockpricequote/cement-mini/nclindustries/NCL
Naga Dhunseri Group Limited,10,7,704.2,7125.1,9.88,0,NDGL,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/nagadhunserigroup/NDG
NaNdan Denim Limited,2026,,0.06,37.49,0.14,0.86,NDL,https://www.moneycontrol.com/india/stockpricequote/textiles-denim/nandandenim/NE06
NDL Ventures Limited,0,0,0.08,20.16,0.4,0,NDLVENTURE,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/ndlventures/HV
Ndr Auto Components Limited,392,21,35.92,285.84,12.56,0.01,NDRAUTO,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/ndrautocomponents/NAC02
North Eastern Carrying Corporation Limited,305,5,1.15,20.89,5.5,1.14,NECCLTD,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/northeasterncarryingcorporation/NEC01
Nectar Lifesciences Limited,1523,-24,-1.08,47.47,-2.27,0.71,NECLIFE,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nectarlifesciences/NL01
Nelcast Limited,1263,29,3.42,54.15,6.34,0.65,NELCAST,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/nelcast/N06
Neogen Chemicals Limited,686,49,20.03,193.47,10.35,0.75,NEOGEN,https://www.moneycontrol.com/india/stockpricequote/chemicals/neogenchemicals/NC11
Nesco Limited,546,290,41.25,278.82,14.79,0,NESCO,https://www.moneycontrol.com/india/stockpricequote/diversified/nesco/NES
Network18 Media & Investments Limited,6222,-101,-0.81,44.38,-12.48,8.61,NETWORK18,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/network18mediainvestments/NMI
Neuland Laboratories Limited,1191,163,127.45,769.94,16.46,0.12,NEULANDLAB,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/neulandlaboratories/NL
Newgen Software Technologies Limited,973,176,25.32,140.23,18.04,0,NEWGEN,https://www.moneycontrol.com/india/stockpricequote/computers-software/newgensoftwaretechnologies/NST01
Next Mediaworks Limited,36,-24,-2.12,-15.8,0,-2.13,NEXTMEDIA,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/nextmediaworks/MDM01
National Fertilizers Limited,29616,456,9.34,51.81,18.03,1.57,NFL,https://www.moneycontrol.com/india/stockpricequote/fertilisers/nationalfertilizers/NF06
Nakoda Group of Industries Limited,54,0,0.82,14.11,5.8,1.4,NGIL,https://www.moneycontrol.com/india/stockpricequote/food-processing/nakodagroupindustries/NGo
NGL Fine-Chem Limited,278,20,33.18,360.23,9.2,0.14,NGLFINE,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nglfinechem/NGL
Narayana Hrudayalaya Ltd.,4524,606,29.85,104.35,28.44,0.36,NH,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedical-services/narayanahrudayalaya/NH
The New India Assurance Company Limited,41007,1061,6.36,157.29,4.05,0,NIACL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/newindiaassurancecompany/NIA
NRB Industrial Bearings Limited,80,-13,-5.32,-7.48,0,-6.18,NIBL,https://www.moneycontrol.com/india/stockpricequote/bearings/nrbindustrialbearings/NRB01
NIIT Limited,341,11,0.24,74.32,0.31,0,NIITLTD,https://www.moneycontrol.com/india/stockpricequote/computers-software-training/niit/NII
Nila Infrastructures Limited,115,1,-0.01,3.37,-0.33,0.5,NILAINFRA,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/nilainfrastructures/NHI
Nilkamal Limited,3130,126,89.76,881.2,10.19,0.14,NILKAMAL,https://www.moneycontrol.com/india/stockpricequote/plastics/nilkamal/NP08
NINtec Systems Limited,32,5,5.38,18.77,28.66,0,NINSYS,https://www.moneycontrol.com/india/stockpricequote/computers-software/nintecsystems/NSL04
Niraj Cement Structurals Limited,606,4,1.08,40.95,2.45,0.15,NIRAJ,https://www.moneycontrol.com/india/stockpricequote/cement/nirajcementstructurals/NCS02
Niraj Ispat Industries Limited,5,1,27.8,202.66,13.71,0.11,NIRAJISPAT,https://www.moneycontrol.com/india/stockpricequote/miningminerals/nirajispatindustries/NII03
Nitco Limited,383,-151,-21.05,-51,0,-2.09,NITCO,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/nitco/N52
Nitin Spinners Limited,2406,164,29.32,183.01,16.01,0.95,NITINSPIN,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/nitinspinners/NS12
Nitiraj Engineers Limited,46,0,-0.36,65.93,-0.54,0.04,NITIRAJ,https://www.moneycontrol.com/india/stockpricequote/engineering/nitirajengineers/NE09
NK Industries Limited,17,-1,-3.1,-834.87,0,0,NKIND,https://www.moneycontrol.com/india/stockpricequote/edible-oilssolvent-extraction/nkindustries/NKI
NMDC Limited,17666,5538,19.11,77.23,24.76,0.02,NMDC,https://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdc/NMD02
NOCIL Limited,1616,149,8.95,93.14,9.6,0,NOCIL,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/nocil/NOC02
