Symbol,Company Name,INCOME,Revenue From Operations [Gross],Less: Excise/Sevice Tax/Other Levies,Revenue From Operations [Net],Total Operating Revenues,Other Income,Total Revenue,EXPENSES,Cost Of Materials Consumed,Purchase Of Stock-In Trade,Operating And Direct Expenses,"Changes In Inventories Of FG,WIP And Stock-In Trade",Employee Benefit Expenses,Finance Costs,Depreciation And Amortisation Expenses,Other Expenses,Total Expenses,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",Exceptional Items,Profit/Loss Before Tax,Tax Expenses-Continued Operations,Current Tax,Less: MAT Credit Entitlement,Deferred Tax,Tax For Earlier Years,Total Tax Expenses,Profit/Loss After Tax And Before ExtraOrdinary Items,Profit/Loss From Continuing Operations,Profit/Loss For The Period,OTHER ADDITIONAL INFORMATION,EARNINGS PER SHARE,Basic EPS (Rs.),Diluted EPS (Rs.),"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",Imported Raw Materials,Indigenous Raw Materials,"STORES, SPARES AND LOOSE TOOLS",Imported Stores And Spares,Indigenous Stores And Spares,DIVIDEND AND DIVIDEND PERCENTAGE,Equity Share Dividend,Tax On Dividend,Equity Dividend Rate (%)
MADHAV,Madhav Marbles and Granites Ltd.,,52.93,0,52.93,53.17,5.14,58.31,,21.9,3.55,0,-2.39,10.41,0.43,4.85,17.53,56.28,2.03,0,2.03,,0.76,0,-0.68,0,0.08,1.94,1.94,1.94,,,2.17,2.17,,0,20.14,,2.45,3.94,,0.45,0.0,3
MADHUCON,Madhucon Projects Ltd.,,604.32,0.00,604.32,706.15,16.57,722.72,,0.00,0.00,518.99,0.00,16.79,4.18,4.78,193.09,737.83,-15.11,0.00,-15.11,,0.00,0.00,18.7,0.0,18.70,-33.81,-33.81,-33.81,,,-4.58,-4.58,,0.0,0.00,,0.0,0.0,,0.00,0.0,0.00
MADRASFERT,Madras Fertilizers Ltd.,,338.61,0,338.61,"2,302.16",31.71,"2,333.87",,"1,504.07",7.23,421.42,-46.17,103.35,93.11,9.45,74.69,"2,167.15",166.72,0,166.72,,0,0,5.23,-0.56,4.67,162.05,162.05,162.05,,,10.06,10.06,,57.55,"1,446.52",,2.51,17.91,,0,0.0,0
MAGADSUGAR,Magadh Sugar & Energy Ltd.,,983.01,0,983.01,995.06,2.82,997.88,,542.69,0,0,202.83,48.49,39.78,20.92,76.72,931.43,66.45,0,66.45,,11.47,0,8.96,0,20.43,46.02,46.02,46.02,,,32.66,32.66,,0,0,,0,0.0,,5.64,0.0,65
MAGNUM,Magnum Ventures Ltd.,,320.02,0,320.02,328.3,3.3,331.6,,245.13,0,0,-3.87,31.64,2.41,15.08,33.34,323.72,7.88,-3.2,4.68,,0,0,-0.47,0,-0.47,5.15,5.15,5.15,,,1.48,1.48,,100.11,74.25,,0.73,22.12,,0,0.0,0
MAHABANK,Bank of Maharashtra,,"8,231.56","4,384.69",90.7,312.27,"13,019.22","2,652.48","15,671.70",,"6,974.82","2,070.59",268.34,"1,510.08","3,849.01",808.88,0,"2,887.45","3,696.33","14,520.16","1,151.54","1,151.54",52.16,"1,203.70",,287.88,83.69,0,0,336.52,0.0,472.49,"1,203.70",,,1.72,1.72,,5,,,,,
MAHASTEEL,Mahamaya Steel Industries Ltd.,,493.23,0,493.23,495.32,0.44,495.76,,390.03,8.87,59.72,5.89,5.06,5.03,5.93,10.31,490.84,4.92,0,4.92,,2.24,0,-0.46,0,1.77,3.15,3.15,3.15,,,2.13,2.13,,0,364.74,,0.08,25.21,,0,0.0,0
MAHESHWARI,Maheshwari Logistics Ltd.,,"1,034.67",0,"1,034.67","1,034.67",2.89,"1,037.56",,417.15,407.76,104.22,5.81,14.15,18.63,12.21,33.96,"1,013.88",23.67,0,23.67,,5.85,0,0.67,0,6.52,17.15,17.15,17.15,,,5.79,5.79,,0,0,,0,0.0,,1.48,0.0,5
MAHSCOOTER,Maharashtra Scooters Ltd.,,16.92,0.00,16.92,17.19,177.27,194.46,,9.48,0.00,0.00,-1.96,8.41,0.00,1.97,4.33,22.22,172.24,0.00,172.24,,29.64,0.00,-0.12,0.0,29.52,142.71,142.71,142.71,,,124.87,124.87,,0.0,0.00,,0.0,0.0,,57.14,0.0,800.00
MAITHANALL,Maithan Alloys Ltd.,,"2,979.75",0,"2,979.75","3,057.59",34.79,"3,092.38",,966.52,340.7,0,-48.83,83.5,1.14,15.28,664.09,"2,022.40","1,069.98",0,"1,069.98",,269.37,0,-7.08,0,262.29,807.69,807.69,807.69,,,277.44,277.44,,0,0,,0,0.0,,17.47,0.0,60
MALUPAPER,Malu Paper Mills Ltd.,,211.87,0,211.87,211.91,1.08,212.99,,155.9,0,0,-2.11,7.92,7.9,5.07,46.61,221.28,-8.29,0,-8.29,,0,0,-2.03,0,-2.03,-6.26,-6.26,-6.26,,,-3.61,-3.61,,29.41,126.48,,0,0.0,,0,0.0,0
MANAKALUCO,Manaksia Aluminium Company Ltd.,,432.06,0,432.06,436.22,0.53,436.75,,328.57,0,0,-35.6,15.22,13.32,6.16,100.53,428.2,8.55,0,8.55,,0.17,0,0.92,0,1.09,7.46,7.46,7.46,,,1.14,1.14,,0,0,,0.06,6.98,,0,0.0,0
MANAKCOAT,Manaksia Coated Metals & Industries Ltd.,,643.52,0,643.52,647.73,8.44,656.17,,538.32,0,0,-54.79,16.67,23.09,8.54,112.62,644.44,11.73,0,11.73,,2.53,0,0.23,0.02,2.78,8.95,8.95,8.95,,,1.37,1.37,,0,0,,0,2.42,,0,0.0,0
MANAKSTEEL,Manaksia Steels Ltd.,,504.36,0,504.36,504.52,8.23,512.75,,404.7,0,0,-7.72,13.17,0.81,5.63,55.57,472.16,40.59,0,40.59,,10.4,0,0.37,0.26,11.03,29.56,29.56,29.56,,,4.51,4.51,,0,0,,0.56,7.03,,0,0.0,0
MANAPPURAM,Manappuram Finance Ltd.,,"4,542.49",0,"4,542.49","4,562.80",24.2,"4,587.00",,0,0,26.02,0,808.38,"1,391.80",157.46,372.86,"2,837.22","1,749.78",0,"1,749.78",,420.01,0,25.23,0,445.24,"1,304.54","1,304.54","1,304.54",,,15.41,15.41,,0,0,,0,0.0,,253.91,0.0,150
MANGALAM,Mangalam Drugs & Organics Ltd.,,447.56,0,447.56,451.07,0.09,451.16,,339.08,1.31,0,-33.75,37.25,11.16,10.25,58.12,423.42,27.73,0,27.73,,8.76,0,-0.73,0.05,8.08,19.66,19.66,19.66,,,12.42,12.42,,0,0,,0,0.0,,0,0.0,0
MANGCHEFER,Mangalore Chemicals and Fertilisers Ltd.,,"2,893.95",0,"2,893.95","2,895.58",24.27,"2,919.85",,"1,869.35",64.17,0,-131.23,69.63,49.4,50.56,813.32,"2,785.19",134.66,0,134.66,,23.5,0,23.3,0,46.8,87.86,87.86,87.86,,,7.41,7.41,,0,0,,0,0.0,,11.85,0.0,12
MANGLMCEM,Mangalam Cement Ltd.,,"1,563.77",0,"1,563.77","1,566.05",27.37,"1,593.42",,269.65,0,0,5.62,117.54,64.43,62.3,954.79,"1,474.33",119.09,0,119.09,,21.11,0,20.28,0,41.38,77.71,77.71,77.71,,,28.26,28.26,,0,0,,0,0.0,,4,0.0,15
MANINDS,Man Industries (India) Ltd.,,"2,081.39",0,"2,081.39","2,094.08",37.18,"2,131.26",,"1,492.18",62.84,171.5,-14.84,53.11,37.3,45.22,149.34,"1,996.65",134.61,0,134.61,,36.28,0,-2.89,0,33.38,101.23,101.23,101.23,,,17.72,17.46,,0,0,,0,0.0,,0,0.0,0
MANUGRAPH,Manugraph Industries Ltd.,,44.29,0,44.29,46.05,2.1,48.15,,25.88,0,0,1.56,19.24,2.38,1.35,12.18,62.59,-14.44,-1.13,-15.57,,0,0,0.27,-0.48,-0.21,-15.36,-15.36,-15.36,,,-5.05,-5.05,,0,0,,0,0.0,,0,0.0,0
MARALOVER,Maral Overseas Ltd.,,"1,058.00",0.00,"1,058.00","1,082.44",22.30,"1,104.74",,710.62,0.58,0.00,-55.92,130.30,21.03,26.13,179.53,"1,012.27",92.48,0.00,92.48,,27.14,0.00,-1.28,-0.37,25.50,66.98,66.98,66.98,,,16.14,16.14,,0.0,0.00,,0.0,0.0,,0.00,0.0,20.00
MARICO,Marico Ltd.,,"7,441.00",0.00,"7,441.00","7,500.00",357.00,"7,857.00",,"4,367.00",410.00,0.00,-86.00,372.00,30.00,97.00,"1,254.00","6,444.00","1,413.00",0.00,"1,413.00",,246.00,0.00,4.0,0.0,250.00,"1,163.00","1,163.00","1,163.00",,,9.02,9.01,,0.0,0.00,,0.0,0.0,,"1,195.00",0.0,925.00
MARUTI,Maruti Suzuki India Ltd.,,"83,798.10",0,"83,798.10","88,295.60","1,793.50","90,089.10",,"39,738.70","26,390.50",0,-91.9,"4,022.20",125.9,"2,786.50","12,679.40","85,506.80","4,582.30",0,"4,582.30",,"1,430.10",0,-614.1,0,816,"3,766.30","3,766.30","3,766.30",,,124.68,124.68,,"2,971.30","36,767.40",,56.9,376.0,,"1,359.40",0.0,"1,200.00"
MASKINVEST,Mask Investments Ltd.,,0.22,0,0.22,0.22,0,0.22,,0,0,0,0,0.06,0,0,0.07,0.13,0.09,0,0.09,,0.02,0,0,0.06,0.09,0,0,0,,,0.01,0.01,,0,0,,0,0.0,,0,0.0,0
MASTEK,Mastek Ltd.,,256.7,0,256.7,256.7,73.54,330.24,,0,0,0,0,188.06,0.54,12.42,34.8,235.82,94.42,1.45,95.87,,24.89,0,-6.13,0,18.76,77.11,77.11,77.11,,,27.83,27.13,,0,0,,0,0.0,,47.53,0.0,380
MATRIMONY,Matrimony.com Ltd.,,429.67,0,429.67,429.67,21.19,450.86,,0,0,0,0,130.58,5.31,26.32,213.29,375.51,75.35,0,75.35,,18.29,0,0.08,0,18.37,56.98,56.98,56.98,,,24.9,24.87,,0,0,,0,0.0,,8.01,0.0,100
MAWANASUG,Mawana Sugars Ltd.,,"1,460.38",0,"1,460.38","1,478.13",7.83,"1,485.96",,"1,079.05",7.14,0,107.43,69.36,25.66,39.59,107.62,"1,435.85",50.12,-5.28,44.84,,0,0,12.59,-0.84,11.75,33.08,33.08,33.08,,,8.46,8.46,,0,0,,0,0.0,,11.74,0.0,30
MAZDA,Mazda Ltd.,,163.66,0.00,163.66,164.99,3.19,168.18,,84.72,0.00,0.54,-3.60,21.40,0.67,2.42,34.39,140.53,27.65,0.00,27.65,,6.21,0.00,0.35,-0.16,6.41,21.24,21.24,21.24,,,53.04,53.04,,0.0,0.00,,0.0,0.0,,4.41,0.0,121.00
MBAPL,Madhya Bharat Agro Products Ltd.,,283.46,0,283.46,491.49,0.26,491.75,,343.6,0,38.74,-56.76,17.75,7.54,18.13,41.56,410.57,81.18,0,81.18,,14.23,0,9.93,0,24.16,57.02,57.02,57.02,,,26.03,26.03,,0,0,,0,0.0,,1.1,0.0,5
MCLEODRUSS,Mcleod Russel (India) Ltd.,,"1,078.58",0,"1,078.58","1,108.53",5.54,"1,114.08",,124.11,0,0,1.43,575.48,152.08,56.28,318.81,"1,228.19",-114.12,0,-114.12,,0,0,21.62,0.43,22.05,-136.17,-136.17,-136.17,,,-13.04,-13.04,,0,0,,0,0.0,,0,0.0,0
MEGASOFT,Megasoft Ltd.,,14.11,0,14.11,14.11,26.7,40.81,,0,0,0.22,0,10.35,2.06,3.39,22.01,38.03,2.79,3.42,6.2,,0,0,0.62,0,0.62,5.58,5.58,5.58,,,0.89,0.89,,0,0,,0,0.0,,0,0.0,0
MENONBE,Menon Bearings Ltd.,,195.40,0.00,195.40,197.51,0.49,198.00,,85.62,0.00,45.93,-2.25,15.74,2.59,7.75,10.28,165.65,32.35,0.00,32.35,,7.85,0.00,-0.03,0.0,7.82,24.53,24.53,24.53,,,4.38,4.38,,0.0,0.00,,0.0,0.0,,11.21,0.0,200.00
MERCATOR,Mercator Ltd.,,0,0,0,0,12.7,12.7,,0,0,0,0,0.34,0.15,0.1,3.38,8.61,4.09,0,4.09,,0,0,0,-1.13,-1.13,5.21,5.21,5.21,,,0.17,0.17,,0,0,,0,0.0,,0,0.0,0
MFSL,Max Financial Services Ltd.,,199.7,0,199.7,199.7,2.36,202.06,,0,0,0,0,21.62,0.14,3.48,29.74,54.97,147.08,0,147.08,,31.92,0,12.54,0,44.46,102.62,102.62,102.62,,,2.97,2.97,,0,0,,0,0.0,,0,0.0,0
MGL,Mahanagar Gas Ltd.,,"3,861.17",324.71,"3,536.46","3,560.18",85.74,"3,645.92",,0,"2,045.78",0,-0.38,83.31,7.53,196.27,507.16,"2,839.66",806.26,0,806.26,,185.78,0,23.53,0,209.31,596.95,596.95,596.95,,,60.43,60.43,,0,0,,0,0.0,,93.84,0.0,250
MHRIL,Mahindra Holidays and Resorts India Ltd.,,893.96,0,893.96,960.68,110.04,"1,070.72",,0,0,65.02,0,248.62,21.16,119.89,412.51,867.2,203.53,0,203.53,,26.66,0,25.56,0,52.22,151.3,151.3,151.3,,,7.58,7.58,,0,0,,0,0.0,,0,0.0,0
MINDACORP,Minda Corporation Ltd.,,"2,680.90",0,"2,680.90","2,734.80",46.3,"2,781.10",,"1,581.30",131.7,0,11.5,436.5,30.5,102.8,308.8,"2,603.10",178,0,178,,46.3,0,-6.6,-21.9,17.8,160.2,160.2,160.2,,,6.7,6.7,,0,0,,0,0.0,,15.6,0.0,50
MINDTECK,Mindteck (India) Ltd.,,114.25,0,114.25,114.25,3.55,117.8,,0,0,3.4,0,78.48,0.5,4.65,15.22,102.87,14.93,0,14.93,,3.85,0,0.1,0,3.95,10.98,10.98,10.98,,,4.28,4.25,,0,0,,0,0.0,,0,0.0,10
MIRZAINT,Mirza International Ltd.,,"1,641.32",0,"1,641.32","1,671.55",5.71,"1,677.26",,294.58,707.16,0,-57.42,104.42,26.98,59.98,392.14,"1,527.84",149.42,0,149.42,,38.07,0,0.91,0,38.98,110.44,110.44,110.44,,,9.18,9.18,,0,0,,0,0.0,,0,0.0,0
MMFL,MM Forgings Ltd.,,"1,087.98",0,"1,087.98","1,104.64",18.57,"1,123.22",,522.81,0,0,-18.37,112.73,27.31,60.11,285.74,990.32,132.89,0,132.9,,26,0,14.29,0.85,41.14,91.76,91.76,91.76,,,38.01,38.01,,0,522.81,,0,59.25,,14.48,0.0,60
MODIRUBBER,Modi Rubber Ltd.,,0,0,0,2.16,31.36,33.51,,0,0,0,0,3.57,0.59,2.6,19.55,26.31,7.2,0,7.2,,2.21,0,-0.23,0,1.97,5.23,5.23,5.23,,,2.09,2.09,,0,0,,0,0.0,,0,0.0,0
MOHITIND,Mohit Industries Ltd.,,163.34,0,163.34,166.65,3.21,169.86,,125.49,6.33,16.93,-1.76,7.6,5.18,2.63,7.1,169.51,0.35,0.01,0.36,,0.21,0,-0.2,0.07,0.08,0.28,0.28,0.28,,,0.2,0.2,,0,0,,0,0.0,,0,0.0,0
MOIL,MOIL Ltd.,,"1,428.82",0,"1,428.82","1,436.30",79.26,"1,515.57",,15.74,0,81.76,14.54,443.04,0.74,103.11,339.77,998.69,516.87,6.42,523.29,,137.73,0,-2.71,11.28,146.31,376.98,376.98,376.98,,,16.15,16.15,,0,0,,0,0.0,,177.34,0.0,60
MOLDTECH,Mold Tek Technologies Ltd.,,90.29,0,90.29,90.29,2.85,93.14,,0,0,0,0,60.93,0.37,4.35,9.68,75.33,17.81,0,17.81,,4.64,0,0,0,4.64,13.17,13.17,13.17,,,4.66,4.57,,0,0,,0,0.0,,7.06,0.0,100
MOLDTKPAC,Mold-Tek Packaging Ltd.,,629.85,0,629.85,631.47,1.56,633.03,,384.82,0,0,-8.23,38.68,9.32,26.42,95.51,546.52,86.51,0,86.51,,20.32,0,2.54,0,22.85,63.66,63.66,63.66,,,22.12,21.14,,0,0,,0,0.0,,11.33,0.0,160
MONTECARLO,Monte Carlo Fashions Ltd.,,902.94,0,902.94,904.32,25.49,929.81,,229.96,317.41,0,-79.57,81.18,15.68,37.25,175.32,777.23,152.58,0,152.58,,42.44,0,-3.9,0,38.54,114.04,114.04,114.04,,,55,55,,0,0,,0,0.0,,31.1,0.0,200
MORARJEE,Morarjee Textiles Ltd.,,263.18,0,263.18,272.33,1.18,273.51,,115.83,0,106.05,0.04,28.21,72.46,22.88,16.14,361.62,-88.12,0,-88.12,,0,0,0,0,0,-88.12,-88.12,-88.12,,,-24.25,-24.25,,0,0,,0,0.0,,0,0.0,0
MOTHERSON,Samvardhana Motherson International Ltd.,,"5,297.00",0,"5,297.00","5,344.80",711.4,"6,056.20",,"3,383.50",92,0,-82.8,607.7,141.1,204.2,742.6,"5,088.30",967.9,-48.1,919.8,,97,0,23.2,0,120.2,799.6,799.6,"1,163.80",,,3.33,3.33,,0,0,,0,0.0,,473.7,0.0,65
MOTOGENFIN,Motor and General Finance Ltd.,,4.18,0,4.18,4.18,2.09,6.26,,0,0,0,0,2.44,0.48,1.41,3.71,8.04,-1.78,0,-1.78,,0,0,0,0,0,-1.78,-1.78,-1.78,,,-0.46,-0.46,,0,0,,0,0.0,,0,0.0,0
MPHASIS,MphasiS Ltd.,,"7,290.96",0,"7,290.96","7,389.55",123.22,"7,512.77",,0,0,108.45,0,"2,397.32",58.71,149.4,"3,178.69","5,892.56","1,620.21",0,"1,620.21",,390.87,0,-5.91,0,384.96,"1,235.25","1,235.25","1,235.25",,,65.93,65.27,,0,0,,0,0.0,,"1,217.54",0.0,460
MRF,MRF Ltd.,,"18,989.51",0,"18,989.51","18,989.51",314.92,"19,304.43",,"13,254.45",17.01,0,-844.92,"1,471.94",247.01,"1,201.41","3,078.37","18,425.27",879.16,0,879.16,,221.95,0,9.87,0,231.82,647.34,647.34,647.34,,,"1,526.34","1,526.34",,"3,965.34","9,289.11",,34.21,351.99,,63.6,0.0,"1,500.00"
MRPL,Mangalore Refinery and Petrochemicals Ltd.,,"86,036.27","16,336.61","69,699.66","69,727.08",102.77,"69,829.84",,"63,598.83",0.51,0,"-1,373.30",697.62,"1,207.31","1,087.72","1,872.81","67,091.51","2,738.33",-30,"2,708.33",,477.29,0,-724.23,0,-246.94,"2,955.27","2,955.27","2,955.27",,,16.86,16.86,,"52,243.89","11,354.95",,0,0.0,,0,0.0,0
MSPL,MSP Steel & Power Ltd.,,"2,317.22",0,"2,317.22","2,339.58",3.39,"2,342.97",,"1,889.30",22.96,0,-42.07,51.44,74.17,54.47,262.73,"2,312.99",29.99,8.18,38.16,,0,0,4.21,0,4.21,33.95,33.95,33.95,,,0.88,0.82,,0,0,,0,0.0,,0,0.0,0
MTNL,Mahanagar Telephone Nigam Ltd.,,"1,029.64",0,"1,029.64","1,069.72",627.18,"1,696.90",,0,0.21,189.44,0,555.02,"2,139.45",759.01,656.36,"4,299.49","-2,602.59",0,"-2,602.59",,0,0,0,0,0,"-2,602.59","-2,602.59","-2,602.59",,,-41.31,-41.31,,0,0,,0,0.0,,0,0.0,0
MUNJALSHOW,Munjal Showa Ltd.,,"1,054.53",0,"1,054.53","1,059.95",18.16,"1,078.11",,820.92,0,0,0.1,112.43,0.06,12.46,118.25,"1,064.23",13.88,0,13.88,,0.88,0,0.85,0,1.73,12.15,12.15,12.15,,,3.04,3.04,,0,0,,0,0.0,,18,0.0,225
MURUDCERA,Murudeshwar Ceramics Ltd.,,122.78,0,122.78,122.92,1.42,124.33,,26.4,13.39,0,-5.72,15.44,13.3,10.28,47.53,120.61,3.72,0,3.72,,0,0,1.57,0,1.57,2.15,2.15,2.15,,,0.49,0.47,,0.05,26.34,,0.88,2.5,,0,0.0,0
NACLIND,Nacl Industries Ltd.,,"1,604.60",0,"1,604.60","1,640.16",16.4,"1,656.56",,"1,237.67",75.4,0,-101.17,99.93,29.84,24.95,187.48,"1,554.10",102.46,0,102.46,,26.91,0,-0.49,0,26.42,76.04,76.04,76.04,,,3.84,3.83,,0,0,,0,0.0,,10.88,0.0,55
NAGREEKEXP,Nagreeka Exports Ltd.,,537.04,0,537.04,551.79,0.86,552.65,,226.55,199.5,36.67,-9.07,28.17,13.62,7.29,41.84,544.57,8.08,0,8.08,,0.25,0.25,1.88,0,1.88,6.19,6.19,6.19,,,4.96,4.96,,0,226.55,,0.26,11.5,,0,0.0,0
NAHARCAP,Nahar Capital and Financial Services Ltd.,,36.75,0,36.75,36.75,13.14,49.89,,0,0,0.27,0,4.87,0.09,1.02,2.66,8.92,40.97,0,40.97,,9.5,0,1.04,0,10.54,30.43,30.43,30.43,,,18.17,18.17,,0,0,,0,0.0,,5.02,0.0,60
NAHARINDUS,Nahar Industrial Enterprises Ltd.,,"1,917.01",0,"1,917.01","2,006.36",15.81,"2,022.17",,"1,138.02",51.5,402.01,-133.98,163.13,55.59,49.84,80.51,"1,806.61",215.55,0,215.55,,38.8,0,19.94,0,58.74,156.81,156.81,156.81,,,39.37,39.37,,0,0,,0,0.0,,0,0.0,0
NAHARPOLY,Nahar Poly Films Ltd.,,487.14,0,487.14,488.94,6.39,495.33,,310.68,0,0,-8.91,15.48,2.94,6.44,52.36,378.99,116.34,0,116.34,,24.02,0,4.65,0,28.66,87.68,87.68,87.68,,,35.66,35.66,,0,0,,0,0.0,,3.69,0.0,50
NAHARSPING,Nahar Spinning Mills Ltd.,,"3,588.63",0,"3,588.63","3,593.86",14.51,"3,608.37",,"2,140.52",5.21,0,-209.74,267.51,68.23,75.45,585.92,"2,933.10",675.27,-0.54,674.73,,170,0,2.54,0,172.54,502.19,502.19,502.19,,,139.5,139.5,,0,0,,0,0.0,,10.82,0.0,70
NATCOPHARM,Natco Pharma Ltd.,,"1,761.70",0,"1,761.70","1,767.80",94.6,"1,862.40",,519.2,20.9,0,-5.5,410.1,13.3,138.4,610.1,"1,706.50",155.9,0,155.9,,32.5,0,-15.7,0,16.8,139.1,139.1,139.1,,,7.63,7.63,,0,0,,0,0.0,,82.1,0.0,225
NATHBIOGEN,Nath Bio-Genes Ltd.,,277.15,0,277.15,278.36,1.85,280.22,,0,3.56,93.53,4.99,24.78,10.61,3.08,114.27,254.82,25.4,-88.78,-63.39,,2.34,0,1.61,0,3.95,-67.34,-67.34,-67.34,,,-36,-36,,0,0,,0,0.0,,3.8,0.0,20
NATIONALUM,National Aluminium Company Ltd.,,"14,180.81",0,"14,180.81","14,180.81",297.42,"14,478.23",,"5,359.61",0,539.76,-116.83,"2,355.80",23.12,836.59,"1,525.31","10,523.36","3,954.87",0,"3,954.87",,"1,061.63",0,-48.85,-9.88,"1,002.90","2,951.97","2,951.97","2,951.97",,,16.07,16.07,,0,0,,0,0.0,,"1,101.98",0.0,130
NAUKRI,Info Edge India Ltd.,,"1,562.46",0,"1,562.46","1,562.46",170.24,"1,732.70",,0,0,31.9,0,711.27,4.63,40.06,355.57,"1,143.42",589.28,"9,511.62","10,100.90",,148.88,0,"1,029.48",0,"1,178.35","8,922.55","8,922.55","8,922.55",,,693.25,689.2,,0,0,,0,0.0,,205.78,0.0,130
NAVKARCORP,Navkar Corporation Ltd.,,849.68,0,849.68,856.42,4.42,860.83,,0,0,557.42,0,35.89,59.94,55.83,69.14,778.22,82.62,0,82.62,,14.45,12.02,12.75,0.2,15.38,67.23,67.23,67.23,,,4.47,4.47,,0,0,,0,0.0,,0,0.0,0
NAVNETEDUL,Navneet Education Ltd.,,"1,030.52",0,"1,030.52","1,060.52",20.19,"1,080.71",,530.76,5.54,85.95,-23.77,154.88,3.68,32.7,137,926.74,153.97,45.8,199.77,,44.24,0,8.63,0.28,53.15,146.62,146.62,146.62,,,6.45,6.45,,0,0,,0,0.0,,22.7,0.0,75
NBIFIN,NBI Industrial Finance Company Ltd.,,12.26,0,12.26,12.26,0.02,12.28,,0,0,0,0,0.82,0,0,0.57,1.39,10.89,0,10.89,,2.65,0,0.29,0,2.94,7.94,7.94,7.94,,,32.34,32.34,,0,0,,0,0.0,,0,0.0,0
NCC,NCC Ltd.,,"9,860.00",0,"9,860.00","9,930.03",108.21,"10,038.24",,"3,393.62",0,"4,878.60",0,429.13,459.6,182.34,232.57,"9,575.86",462.38,145.64,608.02,,130.21,0,-12.31,0,117.9,490.12,490.12,490.12,,,8.04,7.98,,0,0,,0,0.0,,48.79,0.0,100
NCLIND,NCL Industries Ltd.,,"1,633.41",0,"1,633.41","1,633.41",11.13,"1,644.54",,252.38,0,553.43,0.05,64.92,24.2,44.52,555.21,"1,494.71",149.83,0,149.83,,40.12,0,9.87,1.71,51.69,98.14,98.14,98.14,,,21.53,21.53,,0,0,,0,0.0,,18.09,0.0,30
NDGL,Naga Dhunseri Group Ltd.,,6.54,0,6.54,6.54,0.04,6.58,,0,0,0,0,0.71,0.44,0.5,0.57,2.22,4.36,0,4.36,,0.55,0,0.18,-0.56,0.17,4.19,4.19,4.19,,,41.86,41.86,,0,0,,0,0.0,,0,0.0,25
NDL,Nandan Denim Ltd.,,"2,113.11",0,"2,113.11","2,175.57",18.61,"2,194.18",,"1,686.34",32.13,0,-20.49,80.57,42.06,44.49,236.8,"2,101.91",92.27,0,92.27,,16.01,0,9.49,-1.05,24.45,67.82,67.82,67.82,,,4.7,4.7,,0,0,,0,0.0,,0,0.0,0
NDLVENTURE,NDL Ventures Ltd.,,684.22,0.00,684.22,701.72,62.08,763.80,,0.00,0.00,351.67,23.31,53.41,118.09,175.89,146.86,869.21,-105.42,0.00,-105.42,,0.00,0.00,-64.03,0.0,-64.03,-41.39,-41.39,-41.46,,,-15.06,-15.06,,0.0,0.00,,0.0,0.0,,8.93,0.0,40.00
NECCLTD,North Eastern Carrying Corporation Ltd.,,250.43,0,250.43,250.43,0.43,250.86,,0,0,206.29,0,13.05,6.04,3.73,16.06,245.17,5.69,0,5.69,,2.03,0,-0.33,-0.28,1.43,4.26,4.26,4.26,,,0.85,0.85,,0,0,,0,0.0,,0,0.0,0
NECLIFE,Nectar Lifesciences Ltd.,,"1,924.92",256.69,"1,668.23","1,668.23",11.32,"1,679.55",,"1,206.88",0.44,146.37,14.97,74.55,78.81,56.97,66.2,"1,645.20",34.35,0,34.35,,9.03,0,0,0,9.03,25.32,25.32,25.32,,,8.13,8.13,,711.37,495.52,,10.63,19.49,,0,0.0,0
NELCAST,Nelcast Ltd.,,920.9,0,920.9,927.34,9.4,936.74,,492.73,0,0,-39.29,55.85,25.82,22.62,359.96,917.69,19.05,0,19.05,,0.61,0,4.21,0,4.83,14.22,14.22,14.22,,,1.64,1.64,,0,0,,0,0.0,,1.74,0.0,15
NEOGEN,Neogen Chemicals Ltd.,,474.94,0,474.94,487.25,1.34,488.59,,343.77,0,47.13,-68.8,31.5,19.08,11.69,47.06,431.43,57.16,0,57.16,,9.87,0,2.57,0,12.44,44.72,44.72,44.72,,,18.74,18.74,,0,0,,0,0.0,,5.25,0.0,28
NESCO,NESCO Ltd.,,337.40,0.0,337.40,337.40,44.77,382.16,,25.35,0.00,0.0,0.36,13.4,9.21,28.29,79.04,155.65,226.51,0.0,226.51,,42.24,0.0,-4.39,-0.55,37.29,189.22,189.22,189.22,,,26.86,26.86,,0.0,0.00,,0.0,0.0,,21.14,0.0,150.0
NEWGEN,Newgen Software Technologies Ltd.,,710.79,0,710.79,710.79,29.93,740.72,,0,0,0,0,348.9,3.18,15.32,180.77,548.17,192.55,0,192.55,,30.91,0,5.65,0,36.56,155.99,155.99,155.99,,,22.47,22.32,,0,0,,0,0.0,,24.48,0.0,45
NFL,National Fertilizers Ltd.,,"15,622.92",0,"15,622.92","15,857.09",34.33,"15,891.42",,"6,219.44","5,026.30","4,040.27","-1,820.26",648.9,132.96,334.55,"1,164.44","15,746.60",144.82,0,144.82,,13.87,0,22.82,-0.07,36.62,108.2,108.2,108.2,,,2.21,2.21,,0,0,,0,0.0,,0,0.0,0
