Symbol,Company Name,INCOME,Revenue From Operations [Gross],Less: Excise/Sevice Tax/Other Levies,Revenue From Operations [Net],Total Operating Revenues,Other Income,Total Revenue,EXPENSES,Cost Of Materials Consumed,Purchase Of Stock-In Trade,Operating And Direct Expenses,"Changes In Inventories Of FG,WIP And Stock-In Trade",Employee Benefit Expenses,Finance Costs,Depreciation And Amortisation Expenses,Other Expenses,Total Expenses,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",Exceptional Items,Profit/Loss Before Tax,Tax Expenses-Continued Operations,Current Tax,Less: MAT Credit Entitlement,Deferred Tax,Tax For Earlier Years,Total Tax Expenses,Profit/Loss After Tax And Before ExtraOrdinary Items,Profit/Loss From Continuing Operations,Profit/Loss For The Period,OTHER ADDITIONAL INFORMATION,EARNINGS PER SHARE,Basic EPS (Rs.),Diluted EPS (Rs.),"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",Imported Raw Materials,Indigenous Raw Materials,"STORES, SPARES AND LOOSE TOOLS",Imported Stores And Spares,Indigenous Stores And Spares,DIVIDEND AND DIVIDEND PERCENTAGE,Equity Share Dividend,Tax On Dividend,Equity Dividend Rate (%)
KALYANI,Kalyani Commercials Ltd.,,221.59,0.00,221.59,227.72,1.05,228.77,,0.00,183.09,0.00,29.44,6.12,4.35,0.94,3.69,227.64,1.13,0.00,1.13,,0.24,0.0,0.00,0.00,0.24,0.88,0.88,0.88,,,9.55,9.55,,0.0,0.00,,0.0,0.00,,0.00,0.0,0.00
KALYANIFRG,Kalyani Forge Ltd.,,199.96,0,199.96,200.95,2.74,203.69,,101.36,0,46.97,2.25,30.76,5.37,13.89,11.21,211.82,-8.13,0,-8.13,,0.41,0,-1.62,0,-1.2,-6.93,-6.93,-6.93,,,-19.04,-19.04,,0,0,,0,0,,1.75,0,10
KANANIIND,Kanani Industries Ltd.,,85.64,0,85.64,85.64,0.66,86.29,,88.73,0,0,-6.9,0.48,0.81,0.14,2.31,85.57,0.72,0,0.72,,0.12,0,0,0.04,0.16,0.57,0.57,0.57,,,0.06,0.06,,88.65,0.08,,0,0.02,,0,0,0
KANORICHEM,Kanoria Chemicals and Industries Ltd.,,356.96,0,356.96,359.74,19.88,379.62,,265.31,0,1.3,-14.08,30.33,12.14,21.15,69.9,386.05,-6.43,0,-6.43,,0,0,-5.61,0,-5.61,-0.82,-0.82,-0.82,,,-0.19,-0.19,,0,0,,0,0,,3.28,0.67,0
KANSAINER,Kansai Nerolac Paints Ltd.,,"4,915.20",0,"4,915.20","4,943.17",26.86,"4,970.03",,"2,722.18",284.23,0,51.21,269.38,5,119.88,834.55,"4,286.43",683.6,0,683.6,,166.33,0,-18.13,0,148.2,535.4,535.4,535.4,,,9.94,9.94,,0,0,,0,0,,140.12,28.8,315
KARURVYSYA,Karur Vysya Bank Ltd.,,"4,665.06","1,149.67",140.76,34.5,"5,989.99","1,154.62","7,144.60",,"3,642.04",856.65,118.88,766.18,"1,741.71",97.44,-60.28,"1,488.66","1,525.82","6,909.58",235.02,235.02,59.57,294.59,,58.76,132.04,0,57.82,0,0.0,1.74,294.59,,,2.94,2.94,,0,,,,,
KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd.,,0.12,0,0.12,0.18,0.81,1,,0.04,0,0,0,0.25,0.7,0.42,5.38,6.8,-5.8,0,-5.8,,0,0,-0.33,0,-0.33,-5.47,-5.47,-5.47,,,-1.58,-1.58,,0,0,,0,0,,0,0,0
KAVVERITEL,Kavveri Telecom Products Ltd.,,4.55,0.00,4.55,4.55,0.79,5.34,,1.42,0.00,0.00,0.0,0.99,13.45,3.12,2.70,21.68,-16.34,0.00,-16.34,,0.00,0.0,1.33,0.00,1.33,-17.67,-17.67,-17.67,,,-8.78,-8.78,,0.31,0.28,,0.0,0.00,,0.00,0.0,0.00
KAYA,Kaya Ltd.,,199.46,0,199.46,204.34,8.56,212.9,,14.33,2.66,0,0.28,53.85,12.06,44.5,98.09,225.78,-12.87,0,-12.87,,0,0,21.07,0,21.07,-33.94,-33.94,-33.94,,,-25.98,-25.98,,0,0,,0,0,,0,0,0
KCP,KCP Ltd.,,932.48,0,932.48,937.97,32.55,970.52,,207.58,0,459.78,-18.79,80.41,56.41,71.41,139.12,995.92,-25.4,0,-25.4,,4.88,2.48,-18.84,-2.18,-18.63,-6.77,-6.77,-6.77,,,-0.52,-0.52,,24.7,182.87,,136.04,139.37,,12.89,0,15
KDDL,KDDL Ltd.,,172.47,0,172.47,180.59,5.27,185.86,,45.22,0,0,-0.13,55.31,8.85,11.93,50.79,171.98,13.88,0,13.88,,3.84,0,0.91,0,4.76,9.12,9.12,9.12,,,7.84,7.84,,0,0,,0,0,,5.24,1.08,20
KECL,Kirloskar Electric Co Ltd.,,314.41,0,314.41,314.41,4.28,318.69,,214.35,0,0,-2.29,62.95,34.32,5.56,94.51,409.38,-90.7,4.71,-85.98,,0,0,0,0,0,-85.98,-85.98,-85.98,,,-12.94,-12.94,,23.2,191.15,,0,0,,0,0,0
KEEPLEARN,DSJ Keep Learning Ltd.,,0.12,0,0.12,0.12,0.29,0.41,,0,0,0,0,0.07,0.02,0,0.67,0.76,-0.34,0,-0.34,,0,0,0,0,0,-0.34,-0.34,-0.34,,,-0.04,-0.04,,0,0,,0,0,,0,0,0
KEI,KEI Industries Ltd.,,"4,857.01",0,"4,857.01","4,884.27",16.47,"4,900.74",,"3,503.16",11.71,160.62,-136.24,227.59,129.15,56.69,621.4,"4,574.07",326.67,0,326.67,,86.39,0,-13.64,-1.19,71.56,255.1,255.1,255.1,,,31.51,31.05,,0,0,,0,0,,22.9,4.71,75
KELLTONTEC,Kellton Tech Solutions Ltd.,,126.8,0,126.8,126.8,3.71,130.51,,0,22.81,0,0,66.05,5.09,6.34,15.39,115.67,14.84,0,14.84,,4.79,0,-1.3,0.09,3.58,11.26,11.26,11.26,,,1.15,1.13,,0,0,,0,0,,0,0,0
KERNEX,Kernex Microsystems (India) Ltd.,,14.62,0,14.62,14.62,18.26,32.88,,8.82,0,0,1.22,4.4,1.28,1.73,7.41,24.86,8.03,0,8.03,,0,0,-0.03,0,-0.03,8.06,8.06,8.06,,,6.45,6.45,,0,0,,0,0,,0,0,0
KHADIM,Khadim India Ltd.,,761.28,0,761.28,771.87,6.67,778.54,,170.84,336.84,0,-16.45,73.27,29.28,41.94,176.86,812.57,-34.03,0,-34.03,,0,0,-2.81,0,-2.81,-31.22,-31.22,-31.22,,,-17.37,-17.37,,0,0,,0,0,,1.8,0.37,0
KHAITANLTD,Khaitan (India) Ltd.,,56.65,0,56.65,56.65,0.44,57.09,,0,44.32,0,0.58,6.59,2.18,1.81,6.51,61.99,-4.91,0,-4.91,,0,0,0,0,0,-4.91,-4.91,-4.91,,,-10.33,-10.33,,0,0,,0,0,,0,0,0
KHANDSE,Khandwala Securities Ltd.,,2.74,0,2.74,2.74,0.88,3.62,,0,0,0,0.09,2.42,0.82,0.28,3.63,7.25,-3.63,0,-3.63,,0,0,-0.04,0,-0.04,-3.59,-3.59,-3.59,,,-3,-3,,0,0,,0,0,,0,0,0
KICL,Kalyani Investment Company Ltd.,,46.95,0,46.95,46.95,1.38,48.33,,0,0,0,0,1.39,0,0.1,3.86,5.34,42.99,0,42.99,,0.49,0,0.37,-0.48,0.37,42.62,42.62,42.62,,,97.63,97.63,,0,0,,0,0,,0,0,0
KILITCH,Kilitch Drugs (India) Ltd.,,57.02,0,57.02,60.77,5.71,66.48,,36.49,0,0,-0.73,5.65,0.72,1.15,17.98,61.25,5.22,0,5.22,,0.7,0,0.07,0,0.77,4.46,4.46,4.46,,,2.89,2.89,,0,0,,0,0,,0.93,0,0
KINGFA,Kingfa Science & Technology Ltd.,,741.5,0,741.5,741.5,2.56,744.06,,578.61,35.8,24.88,-6.84,15.42,3.55,8.96,50.34,710.72,33.34,0,33.34,,10.26,0,-1.53,0,8.73,24.62,24.62,24.62,,,20.33,20.33,,0,0,,0,0,,0,0,0
KIOCL,KIOCL Ltd.,,"1,925.47",0,"1,925.47","1,937.65",118.88,"2,056.53",,"1,618.50",3.5,6.98,6.32,169.4,9.97,27.49,150.7,"1,992.85",63.68,0,63.68,,23.77,0,-4.69,1.12,20.2,43.48,43.48,43.48,,,0.7,0.7,,198.76,"1,182.86",,62.88,118.19,,82.72,17,7
KIRIINDUS,Kiri Industries Ltd.,,949.61,0,949.61,969.04,4.14,973.18,,611.17,0,97.89,-4.2,41.23,4.52,36.62,126.79,914.03,59.15,0,59.15,,10.21,0,-1.25,0,8.96,50.19,50.19,50.19,,,15.19,9.61,,0,0,,0,0,,0,0,5
KIRLOSENG,Kirloskar Oil Engines Ltd.,,"2,840.57",0,"2,840.57","2,877.48",37.39,"2,914.87",,"1,302.98",598.75,228.91,-27.76,217.81,3.82,66.63,323.9,"2,706.14",208.73,16.49,225.22,,55.38,0,-0.54,0,54.84,170.38,170.38,170.38,,,11.78,11.78,,0,0,,0,0,,94,19.32,200
KIRLOSIND,Kirloskar Industries Ltd.,,56.29,0,56.29,56.29,29.8,86.09,,0,0,1.17,0,4.95,1.34,2.95,10.76,21.17,64.92,0,64.92,,5.05,0,0.42,0,5.47,59.45,59.45,59.45,,,61.23,61.23,,0,0,,0,0,,9.71,1.29,100
KITEX,Kitex Garments Ltd.,,694.52,0,694.52,739.21,44.37,783.58,,317.06,0,0,4.4,121.49,7.02,26.45,163.98,640.4,143.17,0,143.17,,41.04,0,-6.54,0,34.5,108.67,108.67,108.67,,,16.34,16.34,,0,0,,0,0,,19.95,4.1,150
KKCL,Kewal Kiran Clothing Ltd.,,524.88,0,524.88,529.67,17.53,547.2,,194.73,27.76,49.01,-9.43,71.45,8.81,8.23,101.04,451.61,95.59,0,95.59,,22.57,0,-0.02,0,22.55,73.04,73.04,73.04,,,59.26,59.26,,5.26,189.47,,0,0,,46.84,9.63,430
KMSUGAR,KM Sugar Mills Ltd.,,531.35,0,531.35,531.35,10.59,541.94,,377.58,16.65,0,-0.78,13.51,17.86,14.91,74.2,513.93,28.01,0,28.01,,5.18,0,4.43,-0.04,9.58,18.43,18.43,18.43,,,2,2,,0,377.58,,0,8.26,,0,0,0
KOHINOOR,Kohinoor Foods Ltd.,,31.5,0,31.5,31.8,0.48,32.27,,20.62,0,11.87,-0.74,7.13,2.83,10.83,4.63,57.17,-24.9,-193.96,-218.86,,8.35,0,-1.44,0,6.92,-225.77,-225.77,-225.77,,,-60.87,-60.87,,0,0,,0,0,,0,0,0
KOKUYOCMLN,Kokuyo Camlin Ltd.,,632.97,0,632.97,634.03,0.81,634.85,,227.72,143.68,0,9.36,83.3,9.72,19.28,133.01,626.06,8.78,0,8.78,,0.84,0,2.52,1.07,4.43,4.36,4.36,4.36,,,0.43,0.43,,0,0,,0,0,,0,0,0
KOTARISUG,Kothari Sugars and Chemicals Ltd.,,349.32,0,349.32,352.81,4.4,357.2,,239.62,0,0,13.34,22.23,7.02,12.97,49.35,344.53,12.68,6.34,19.01,,6.8,3.23,-3.97,0,-0.4,19.42,19.42,19.42,,,2.34,2.34,,0,0,,0,0,,5,0,5
KOTHARIPET,Kothari Petrochem Ltd.,,272.43,0,272.43,273.15,2.88,276.04,,173.19,0,0,-1.25,14.6,2.04,5.54,59.02,253.13,22.9,1.45,24.35,,5.41,0,0.6,0,6.02,18.33,18.33,18.33,,,3.11,3.11,,0,0,,0,0,,2.94,0.6,5
KPITTECH,KPIT Technologies Ltd.,,955.25,0,955.25,955.25,23.19,978.44,,0.12,0,0,0,532.49,15.11,83.7,145.97,777.4,201.04,-3.66,197.38,,46.9,0,-27.97,0,18.93,178.45,178.45,178.45,,,6.64,6.62,,0,0,,0,0,,47.02,9.86,10
KRBL,KRBL Ltd.,,"4,484.13",0,"4,484.13","4,498.64",22.26,"4,520.90",,"3,035.92",12.12,0,173.4,82.35,62.44,72.82,323.08,"3,762.13",758.77,0,758.77,,200.21,0,-0.85,0,199.36,559.41,559.41,559.41,,,23.76,23.76,,0,0,,0,0,,124.76,25.64,280
KRIDHANINF,Kridhan Infra Ltd.,,18.13,0,18.13,18.79,2.38,21.17,,0,14.61,0.31,3.03,0.63,2.14,0.68,0.89,22.28,-1.11,-11,-12.11,,-0.05,0,0.03,0.07,0.05,-12.16,-12.16,-12.16,,,-1.28,-1.28,,0,0,,0,0,,0,0,0
KRISHANA,Krishana Phoschem Ltd.,,162.95,0,162.95,162.95,0.04,162.99,,93.05,0,19.08,-7.58,9.05,2.81,11.71,14.08,142.2,20.78,0,20.78,,4.01,0,2.99,0,7.01,13.77,13.77,13.77,,,5.53,5.36,,0,0,,0,0,,1.25,0.26,5
KSCL,Kaveri Seed Company Ltd.,,883.26,0,883.26,883.26,46.56,929.81,,567.73,0,0,-100.25,57.31,0.22,24.31,118.95,668.25,261.56,0,261.56,,8.69,0,1.21,0.4,10.3,251.27,251.27,251.27,,,40.14,40.14,,0,0,,0,0,,22.83,0,150
KSL,Kalyani Steels Ltd.,,"1,175.45",0,"1,175.45","1,198.93",23.26,"1,222.19",,585.43,51.09,232.21,-12.05,57.73,8.05,42.62,89.22,"1,054.29",167.9,0,167.9,,47.75,0,-16.5,-0.46,30.79,137.12,137.12,137.12,,,31.41,31.41,,0,0,,0,0,,43.65,8.97,100
KTKBANK,Karnataka Bank Ltd.,,"5,155.84","1,160.13",44.6,114.2,"6,474.77","1,396.05","7,870.82",,"4,444.41",897,63.76,808.87,"1,769.64",90.25,0,"1,134.74","1,224.99","7,439.04",431.78,431.78,119.65,551.43,,110,183.08,30,119.15,0,0.0,101.68,551.43,,,13.89,13.89,,0,,,,,
LAOPALA,La Opala RG Ltd.,,267.59,0,267.59,270.01,16.69,286.7,,50.09,0.46,0,-7.88,48.57,0.57,15.97,74.27,182.06,104.65,0,104.65,,25.18,0,-4.8,0,20.38,84.27,84.27,84.27,,,7.59,7.59,,0,0,,0,0,,26.64,5.48,60
LASA,Lasa Supergenerics Ltd.,,167.27,0,167.27,167.27,0.23,167.5,,86.51,0.49,0,7.65,13.42,8.1,17.34,29.25,162.77,4.74,0,4.74,,0.91,0,-0.17,0.37,1.11,3.63,3.63,3.63,,,1.26,1.26,,0,0,,0,0,,0,0,0
LAURUSLABS,Laurus Labs Ltd.,,"2,724.62",0,"2,724.62","2,797.34",5.81,"2,803.15",,"1,604.76",15.88,0,-218.09,324,87.71,183.85,500.56,"2,498.67",304.48,0,304.48,,53,0,-15.57,0,37.44,267.05,267.05,267.05,,,25.03,25.03,,0,0,,0,0,,32,6.58,25
LAXMIMACH,Lakshmi Machine Works Ltd.,,"1,508.64",0.00,"1,508.64","1,570.10",93.63,"1,663.73",,925.13,0.00,0.00,12.9,230.64,0.42,50.26,371.28,"1,597.23",66.50,-2.10,64.41,,11.50,11.5,19.41,0.00,19.41,45.00,45.00,45.00,,,42.12,42.12,,0.0,0.00,,0.0,0.00,,37.39,7.69,100.00
LCCINFOTEC,LCC Infotech Ltd.,,4.25,0.00,4.25,4.25,0.05,4.31,,0.00,0.00,2.89,0.0,0.55,0.05,0.09,0.75,4.33,-0.03,0.00,-0.03,,0.00,0.0,0.00,0.00,0.00,-0.03,-0.03,-0.03,,,0.0,0.0,,0.0,0.00,,0.0,0.00,,0.00,0.0,0.00
LGBFORGE,LGB Forge Ltd.,,96.51,0,96.51,101.14,0.82,101.96,,44.84,0,0,4.36,18.09,2.53,4.42,28.36,102.6,-0.64,0,-0.64,,0,0,0,0,0,-0.64,-0.64,-0.64,,,-0.03,-0.03,,0.18,44.66,,0,0,,0,0,0
LIBAS,Libas Consumer Products Ltd.,,33.22,0,33.22,33.22,1.42,34.64,,27.33,0,0,-2.4,2.04,2.25,1.74,3.26,34.22,0.42,0,0.42,,0.07,0,0.01,0,0.08,0.34,0.34,0.34,,,0.3,0.3,,0,0,,0,0,,0,0,2
LIBERTSHOE,Liberty Shoes Ltd.,,649.54,0.00,649.54,652.05,0.45,652.50,,164.48,192.14,30.13,-15.13,90.28,14.32,33.49,129.41,639.12,13.38,4.85,18.23,,4.86,-1.88,0.00,0.08,6.82,11.42,11.00,11.00,,,6.45,6.45,,7.31,157.17,,0.64,3.71,,0.00,0.0,0.00
LICHSGFIN,LIC Housing Finance Ltd.,,"19,696.69",0,"19,696.69","19,696.69",-26.93,"19,669.76",,0,0,108.05,0,299.09,"14,783.86",48.07,208.97,"16,400.77","3,268.99",0,"3,268.99",,828.98,0,38.17,0,867.15,"2,401.84","2,401.84","2,401.84",,,47.59,47.59,,0,0,,0,0,,383.56,77.61,400
LINC,Linc Ltd.,,392.10,0.00,392.10,399.96,0.04,400.00,,138.91,119.55,0.00,-9.88,35.77,5.46,12.54,74.38,376.74,23.26,0.00,23.26,,5.62,0.0,-1.61,0.00,4.01,19.25,19.25,19.25,,,12.94,12.94,,0.0,0.00,,0.0,0.00,,1.98,0.46,15.00
LINCOLN,Lincoln Pharmaceuticals Ltd.,,366.7,0,366.7,376.09,12.13,388.22,,101.97,90.66,0,-5.86,54.9,1.98,5.47,75.04,324.17,64.05,0,64.05,,14.7,0,-0.24,0.02,14.48,49.56,49.56,49.56,,,24.78,24.78,,0,0,,0,0,,6,1.23,15
LOKESHMACH,Lokesh Machines Ltd.,,148.23,22.39,125.84,125.84,0.43,126.27,,62.6,0,16.12,-2.51,31.44,11.75,8.9,8.2,134.4,-8.13,0,-8.13,,0,0,-3.44,0,-3.44,-4.68,-4.68,-4.68,,,-2.62,-2.62,,4.35,58.25,,0,0,,0,0,0
LOTUSEYE,Lotus Eye Care Hospital Ltd.,,39.98,0,39.98,40.55,0.9,41.45,,5.68,6.11,6.58,0.08,8.94,0.07,2.5,9.36,39.31,2.15,-0.69,1.46,,0.63,0,-0.24,0,0.39,1.06,1.06,1.06,,,0.51,0.51,,0,0,,0,0,,0,0,0
LOVABLE,Lovable Lingerie Ltd.,,142.38,0,142.38,142.38,1.21,143.59,,39.37,19.74,0,-0.04,26.87,0.09,1.76,50.27,138.06,5.54,-1.51,4.02,,0.77,0,0.11,0,0.88,3.14,3.14,3.14,,,3.14,3.14,,0.28,39.09,,0,0,,0.74,0.15,5
LTTS,L&T Technology Services Ltd.,,"5,181.30",0,"5,181.30","5,181.30",212.3,"5,393.60",,0,0,0,0,"2,926.30",35.1,153.4,"1,223.80","4,338.60","1,055.00",0,"1,055.00",,208.3,0,56.7,0,265,790,790,790,,,75.82,74.99,,0,0,,0,0,,218.7,44.9,"1,050.00"
LUMAXIND,Lumax Industries Ltd.,,"1,599.63",0.00,"1,599.63","1,601.59",9.66,"1,611.25",,877.82,4.42,0.00,-4.99,209.92,21.92,63.54,356.67,"1,529.30",81.95,0.00,81.95,,13.80,0.0,-4.16,0.00,9.65,72.31,72.31,72.31,,,77.35,77.35,,0.0,0.00,,0.0,0.00,,49.08,10.09,235.00
LUXIND,Lux Industries Ltd.,,"1,655.85",0,"1,655.85","1,664.36",6.83,"1,671.19",,722.71,4.62,0,-68.64,65.09,20.4,14.82,669.61,"1,428.61",242.58,0,242.58,,62.08,0,-1.69,1.45,61.84,180.74,180.74,180.74,,,60.1,60.1,,0,0,,0,0,,34.09,7.01,625
LYPSAGEMS,Lypsa Gems and Jewellery Ltd.,,20.7,0,20.7,20.7,0,20.7,,5.1,14.59,0,0.39,0.19,-0.16,0.34,0.2,20.66,0.04,0,0.04,,0.02,0,0,0,0.02,0.02,0.02,0.02,,,0.01,0.01,,0,0,,0,0,,0,0,0
MAANALU,Maan Aluminium Ltd.,,522.14,0,522.14,524.19,3.87,528.06,,98.61,385.37,0,-5.88,8.57,4.63,2.47,25.13,518.91,9.15,0,9.15,,2.14,0,-0.59,0.05,1.6,7.55,7.55,7.55,,,11.17,11.17,,12.18,86.43,,0,0,,0.82,0,10
MADHAV,Madhav Marbles and Granites Ltd.,,60.1,0,60.1,60.28,6.72,67.01,,23.34,5.21,0,-0.22,9.81,1.1,4.89,19.68,63.83,3.18,0,3.18,,1.35,0,-0.35,0,1,2.18,2.18,2.18,,,2.44,2.44,,0,21.18,,3.03,3.73,,0.22,0.05,0
MADHUCON,Madhucon Projects Ltd.,,533.05,0.00,533.05,546.82,7.87,554.69,,0.00,0.00,510.45,0.0,21.96,13.43,8.37,25.36,579.57,-24.88,-227.27,-252.15,,0.00,0.0,-36.57,0.00,-36.57,-215.58,-215.58,-215.58,,,-29.21,-29.21,,0.0,0.00,,0.0,0.00,,0.00,0.0,0.00
MADRASFERT,Madras Fertilizers Ltd.,,333.55,0,333.55,"1,274.39",13,"1,287.39",,"1,152.43",5.57,0,-78.6,95.97,90.29,26.38,130.23,"1,422.27",-134.88,0,-134.88,,0,0,0,0,0,-134.88,-134.88,-134.88,,,-8.37,-8.37,,148.03,784.29,,148.03,27.98,,0,0,0
MAGADSUGAR,Magadh Sugar & Energy Ltd.,,896.22,0,896.22,916.16,3.25,919.41,,747.68,0,0,-125.28,48.4,48.33,18.02,90.56,827.71,91.7,15.94,107.64,,18.87,0,5.73,0,24.6,83.04,83.04,83.04,,,58.93,58.93,,0,0,,0,0,,2.43,0,40
MAGNUM,Magnum Ventures Ltd.,,240.66,0,240.66,241.06,1.57,242.63,,157.62,0,0,11.51,33.79,1.16,15.53,32.72,252.34,-9.7,-0.55,-10.25,,0,0,17.16,0,17.16,-27.41,-27.41,-27.41,,,-7.26,-7.26,,50,35.98,,3.64,16.33,,0,0,0
MAHABANK,Bank of Maharashtra,,"6,409.27","4,202.69",240.98,642.5,"11,495.45","1,649.23","13,144.67",,"7,216.65","1,743.82",210.95,"1,126.19","3,080.96",0,-649,"3,107.48","2,458.48","12,756.09",388.58,388.58,"-7,360.29","-6,971.71",,97.15,53.64,0,0,0,0.0,"-7,349.50","-6,971.71",,,0.67,0.67,,0,,,,,
MAHASTEEL,Mahamaya Steel Industries Ltd.,,355.68,0,355.68,357.75,0.62,358.38,,254.33,6.23,59.25,6.92,11.05,9.07,6.1,4.19,357.14,1.23,0,1.23,,1.47,0,-3.49,0,-2.02,3.25,3.25,3.25,,,2.4,2.4,,0,239.18,,0.19,14.96,,0,0,0
MAHESHWARI,Maheshwari Logistics Ltd.,,758.58,0,758.58,758.58,2.31,760.89,,151.45,363.79,160.57,-1.2,18.71,21.37,11.88,14.21,740.78,20.11,0,20.11,,3.76,0,1.66,0,5.42,14.7,14.7,14.7,,,9.93,9.93,,0,0,,0,0,,0,0,0
MAHSCOOTER,Maharashtra Scooters Ltd.,,15.23,0.00,15.23,15.38,198.45,213.83,,9.39,0.00,0.00,-1.73,8.65,0.00,1.82,3.91,22.03,191.80,0.00,191.80,,2.54,0.0,0.10,0.22,11.86,179.94,179.94,179.94,,,157.45,157.45,,0.0,0.00,,0.0,0.00,,94.86,19.5,500.00
MAITHANALL,Maithan Alloys Ltd.,,"1,728.55",0,"1,728.55","1,830.88",65.92,"1,896.80",,921.96,135.98,0,8.85,42.34,3.71,15.81,489.01,"1,617.66",279.14,0,279.14,,55.45,0,1.79,0,57.24,221.9,221.9,221.9,,,76.22,76.22,,0,0,,0,0,,21.06,0,60
MALUPAPER,Malu Paper Mills Ltd.,,226.19,0,226.19,226.32,1.09,227.42,,132.77,0,0,1.13,8.71,7.92,4.9,70.91,226.34,1.08,0,1.08,,0,0,0.42,0,0.42,0.66,0.66,0.66,,,0.39,0.39,,18.68,114.09,,0,0,,0,0,0
MANAKALUCO,Manaksia Aluminium Company Ltd.,,277.46,0,277.46,281.3,3.22,284.51,,192.29,0,3.29,-7.93,12.68,12.57,5.44,61.05,279.39,5.12,0,5.12,,-1.63,0,0.91,0,-0.72,5.84,5.84,5.84,,,0.89,0.89,,0,0,,1.35,4.32,,0,0,0
MANAKCOAT,Manaksia Coated Metals & Industries Ltd.,,243.6,0,243.6,245.85,1.7,247.55,,206.35,0,0.18,-36.82,13.05,16.94,8.6,36.37,244.67,2.88,0,2.88,,0,0,-2.41,0.41,-2,4.88,4.88,4.88,,,0.74,0.74,,0,0,,0,1.76,,0,0,0
MANAKSTEEL,Manaksia Steels Ltd.,,487.11,0,487.11,487.8,2.82,490.62,,417.33,0,3.26,0.91,13.63,1.58,5.86,38.28,480.85,9.76,0,9.76,,3.1,0,-2.04,0,1.06,8.7,8.7,8.7,,,1.33,1.33,,0,0,,0.82,3.9,,0,0,0
MANAPPURAM,Manappuram Finance Ltd.,,"4,300.87",0,"4,300.87","4,311.30",40.89,"4,352.19",,0,0,23.66,0,649.14,"1,391.20",154.07,369.27,"2,672.18","1,680.01",0,"1,680.01",,429.6,0,20.1,0,449.7,"1,230.31","1,230.31","1,230.31",,,14.58,14.53,,0,0,,0,0,,279.9,0,138
MANGALAM,Mangalam Drugs & Organics Ltd.,,313.13,30.78,282.35,282.35,1.18,283.53,,178.07,0,0,17.28,26.04,10.4,8.22,37.27,277.28,6.25,0,6.25,,1.1,1.05,-2.05,0,-2,8.25,8.25,8.25,,,5.21,5.21,,0,0,,0,0,,0,0,0
MANGCHEFER,Mangalore Chemicals and Fertilisers Ltd.,,"2,710.14",0,"2,710.14","2,710.84",23.22,"2,734.06",,"1,400.30",226.03,0,220.57,70.86,111.48,45.37,589.01,"2,663.62",70.44,0,70.44,,14.83,0,-8.95,0,5.89,64.55,64.55,64.55,,,5.45,5.45,,0,0,,0,0,,11.85,2.44,5
MANGLMCEM,Mangalam Cement Ltd.,,"1,224.27",0,"1,224.27","1,228.25",29.73,"1,257.98",,197.19,0,0,-54.87,108.77,63.28,48.68,777.97,"1,140.84",117.14,0,117.14,,19.19,0,21.27,0.78,41.24,75.9,75.9,75.9,,,28.43,28.43,,0,0,,0,0,,1.61,0,10
MANINDS,Man Industries (India) Ltd.,,"1,715.82",0,"1,715.82","1,759.09",16.51,"1,775.61",,"1,166.41",100.33,100.45,-3.61,53.96,64.42,52.31,175.09,"1,709.37",66.24,-2.5,63.73,,22.59,0,-12.84,0,9.75,53.98,53.98,53.98,,,9.45,9.45,,0,0,,0,0,,14.28,2.93,20
MANUGRAPH,Manugraph Industries Ltd.,,117.17,0,117.17,121.02,3.36,124.38,,71.02,0,0,12.27,44.93,1.58,2.42,22.6,154.82,-30.44,-4.02,-34.46,,0,0,0.84,0.04,0.88,-35.34,-35.34,-35.34,,,-11.62,-11.62,,0,0,,0,0,,1.52,0.31,25
MARALOVER,Maral Overseas Ltd.,,664.27,0.00,664.27,675.95,17.33,693.28,,432.89,0.68,0.00,8.61,98.65,15.70,24.41,127.61,708.56,-15.28,0.00,-15.28,,0.00,0.0,0.00,0.00,0.00,-15.28,-15.28,-15.28,,,-3.68,-3.68,,0.0,0.00,,0.0,0.00,,0.00,0.0,0.00
MARICO,Marico Ltd.,,"5,793.00",0.00,"5,793.00","5,853.00",306.00,"6,159.00",,"2,930.00",138.00,0.00,138.0,308.00,33.00,113.00,"1,219.00","4,879.00","1,280.00",-19.00,"1,261.00",,261.00,0.0,-7.00,0.00,254.00,"1,007.00","1,007.00","1,007.00",,,7.79,7.79,,0.0,0.00,,0.0,0.00,,"1,000.70",2.3,675.00
MARUTI,Maruti Suzuki India Ltd.,,"71,690.40",0,"71,690.40","75,610.60","3,420.80","79,031.40",,"34,636.60","18,758.10",0,-238.1,"3,383.90",132.9,"3,525.70","11,889.20","71,966.60","7,064.80",0,"7,064.80",,"1,374.80",0,39.4,0,"1,414.20","5,650.60","5,650.60","5,650.60",,,187.06,187.06,,"2,019.30","32,617.30",,60.7,266.4,,"2,416.60",496.8,"1,200.00"
MASKINVEST,Mask Investments Ltd.,,0.12,0,0.12,0.12,0.04,0.16,,0,0,0,0,0.04,0,0,0.11,0.15,0.01,0,0.01,,0,0,0,0,0,0,0,0,,,0.01,0.01,,0,0,,0,0,,0,0,0
