Symbol,Company Name,INCOME,Revenue From Operations [Gross],Less: Excise/Sevice Tax/Other Levies,Revenue From Operations [Net],Total Operating Revenues,Other Income,Total Revenue,EXPENSES,Cost Of Materials Consumed,Purchase Of Stock-In Trade,Operating And Direct Expenses,"Changes In Inventories Of FG,WIP And Stock-In Trade",Employee Benefit Expenses,Finance Costs,Depreciation And Amortisation Expenses,Other Expenses,Total Expenses,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",Exceptional Items,Profit/Loss Before Tax,Tax Expenses-Continued Operations,Current Tax,Less: MAT Credit Entitlement,Deferred Tax,Tax For Earlier Years,Total Tax Expenses,Profit/Loss After Tax And Before ExtraOrdinary Items,Profit/Loss From Continuing Operations,Profit/Loss For The Period,OTHER ADDITIONAL INFORMATION,EARNINGS PER SHARE,Basic EPS (Rs.),Diluted EPS (Rs.),"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",Imported Raw Materials,Indigenous Raw Materials,"STORES, SPARES AND LOOSE TOOLS",Imported Stores And Spares,Indigenous Stores And Spares,DIVIDEND AND DIVIDEND PERCENTAGE,Equity Share Dividend,Tax On Dividend,Equity Dividend Rate (%)
KHAITANLTD,Khaitan (India) Ltd.,,100.25,0,100.25,100.25,0.43,100.68,,0.09,66.96,0,10.22,8.96,2.68,1.81,9.38,100.09,0.59,0,0.59,,0,0,0,0,0,0.59,0.59,0.59,,,1.25,1.25,,0,0,,0,0,,0,0,0
KHANDSE,Khandwala Securities Ltd.,,3.36,0,3.36,3.36,2.74,6.1,,0,0,0,0.01,2.53,0.23,0.28,2.89,5.94,0.16,0,0.16,,0,0,-0.04,0,-0.04,0.19,0.19,0.19,,,0.16,0.16,,0,0,,0,0,,0,0,0
KICL,Kalyani Investment Company Ltd.,,36.52,0,36.52,36.52,0.01,36.53,,0,0,0,0,1.27,0,0.1,2.11,3.48,33.05,0,33.05,,0,0,0.04,0,0.04,33.01,33.01,33.01,,,75.62,75.62,,0,0,,0,0,,0,0,0
KILITCH,Kilitch Drugs (India) Ltd.,,95.57,0,95.57,96.42,4.52,100.94,,53.16,0,0,-0.18,5.23,0.38,1.2,21.61,81.41,19.52,0,19.52,,4.29,0,0.52,-0.05,4.76,14.77,14.77,14.77,,,10.06,10.06,,0,0,,0,0,,0.93,0,5
KINGFA,Kingfa Science & Technology Ltd.,,701.52,0,701.52,701.52,4.38,705.9,,556.37,37.32,31.93,3.09,11.23,2.07,8.01,26.66,676.68,29.22,0,29.22,,10.9,0,-0.73,0,10.17,19.06,19.06,19.06,,,15.73,15.73,,0,0,,0,0,,0,0,0
KIOCL,KIOCL Ltd.,,"1,872.26",0,"1,872.26","1,887.71",124.97,"2,012.68",,"1,524.79",0,1.93,-40.31,168.21,0.8,19.27,153.86,"1,828.56",184.12,0,184.12,,43.58,0,28.68,0,72.26,111.86,111.86,111.86,,,1.78,1.78,,102.05,"1,185.68",,127.05,67.7,,50.13,10.3,13
KIRIINDUS,Kiri Industries Ltd.,,"1,032.44",0,"1,032.44","1,061.86",2.83,"1,064.69",,701.03,0,0,-9.02,34.28,4.4,28.5,179.16,938.35,126.34,0,126.34,,28,0,-21.7,0,6.3,120.04,120.04,120.04,,,38.23,23.12,,0,0,,0,0,,0,0,20
KIRLOSENG,Kirloskar Oil Engines Ltd.,,"3,117.19",0,"3,117.19","3,202.74",60.58,"3,263.32",,"1,444.10",618.7,229.96,8.27,215.73,3.59,72.86,338.21,"2,927.78",335.54,0,335.54,,110.89,0,-0.22,-0.11,110.56,224.98,224.98,224.98,,,15.56,15.56,,0,0,,0,0,,72.31,14.86,250
KIRLOSIND,Kirloskar Industries Ltd.,,46.03,0,46.03,46.03,31.89,77.92,,0,0,1.31,0,6.41,1.37,2.56,10.27,21.12,56.8,0,56.8,,5.78,0,1.51,0,7.29,49.51,49.51,49.51,,,50.99,50.91,,0,0,,0,0,,20.39,2.37,210
KITEX,Kitex Garments Ltd.,,563.22,0,563.22,606.8,22.46,629.26,,282.81,0,0,-36.45,105.09,3.88,27.26,116.48,499.07,130.19,0,130.19,,51.07,0,-2.34,0,48.73,81.46,81.46,81.46,,,12.22,12.22,,0,0,,0,0,,4.99,1.03,150
KKCL,Kewal Kiran Clothing Ltd.,,496.16,0,496.16,502.4,21.98,524.37,,193.63,28.62,49.04,-30.09,75.12,6.89,8.06,73.73,405.01,119.36,0,119.36,,38.07,0,0.87,0.11,39.05,80.32,80.32,80.32,,,65.17,65.17,,5.51,188.12,,0,0,,41.29,8.49,340
KMSUGAR,KM Sugar Mills Ltd.,,390.05,0,390.05,390.05,14.15,404.21,,366.42,23.99,0,-102.76,12.56,7.62,12.4,51.84,372.07,32.14,0,32.14,,6.72,0,1.28,-0.21,7.79,24.35,24.35,24.35,,,2.65,2.65,,0,366.42,,0,8.84,,0,0,0
KOHINOOR,Kohinoor Foods Ltd.,,399.67,0,399.67,404.94,1.64,406.58,,497.71,0.79,14.34,0.07,10.29,22.98,12.97,99.05,697.97,-291.39,0,-291.39,,0,0,94.19,0,94.19,-385.57,-385.57,-385.57,,,-106.86,-106.86,,0,0,,0,0,,0,0,0
KOKUYOCMLN,Kokuyo Camlin Ltd.,,686.84,0,686.84,688.77,0.77,689.54,,262.63,182.27,0,-37.14,93.16,11.5,17.87,136.52,666.8,22.74,0,22.74,,4.76,0,2.76,0.02,7.54,15.2,15.2,15.2,,,1.52,1.52,,0,0,,0,0,,0,0,0
KOTARISUG,Kothari Sugars and Chemicals Ltd.,,329.33,0.73,328.6,331.49,17.34,348.83,,245.92,0,0,-11.93,20.46,7.04,12.81,47.06,321.37,27.47,-4.65,22.81,,5.07,0,5.03,0,10.1,12.71,12.71,12.71,,,1.53,1.53,,0,0,,0,0,,0,0,5
KOTHARIPET,Kothari Petrochem Ltd.,,299.01,0,299.01,299.82,2.39,302.21,,216.51,0,0,-0.71,13.29,3.07,4.53,49.56,286.25,15.96,0,15.96,,3.44,0,0.33,0,3.77,12.19,12.19,12.19,,,2.07,2.07,,0,0,,0,0,,4.41,0.91,5
KPITTECH,KPIT Technologies Ltd.,,230.3,0,230.3,230.3,35.78,266.08,,0.23,0,0,0,104.07,6.13,15.77,48.32,174.51,91.56,-10.14,81.42,,11.79,0,-4.81,0,6.98,74.45,74.45,74.45,,,11.23,11.2,,0,0,,0,0,,0,0,8
KRBL,KRBL Ltd.,,"4,114.24",0,"4,114.24","4,119.57",14.9,"4,134.47",,"3,167.61",11.65,0,-286.23,74.19,67.56,64.38,302.07,"3,401.23",733.24,0,733.24,,230.16,14.9,14.71,0,229.97,503.27,503.27,503.27,,,21.38,21.38,,0,0,,0,0,,54.14,11.02,250
KRIDHANINF,Kridhan Infra Ltd.,,47.54,0,47.54,59.62,2.83,62.46,,0,47.05,2.25,-2.36,1.15,1.73,0.78,3.99,54.6,7.86,-160.72,-152.86,,0.22,0,-0.48,0,-0.27,-152.59,-152.59,-152.59,,,-16.1,-15.73,,0,0,,0,0,,1.9,0,0
KRISHANA,Krishana Phoschem Ltd.,,152.71,0,152.71,152.71,0.3,153.01,,81.68,0,15.15,-5.11,7.78,3.44,11.25,19.72,133.91,19.1,0,19.1,,4.77,0,0.82,0,5.59,13.51,13.51,13.51,,,5.43,5.43,,0,0,,0,0,,0,0,5
KSCL,Kaveri Seed Company Ltd.,,768.99,0,768.99,768.99,42.87,811.86,,532.34,0,0,-120.82,45.49,0.13,21.18,106.41,584.73,227.13,0,227.13,,10.16,0,2.37,-0.13,12.4,214.73,214.73,214.73,,,33.3,33.3,,0,0,,0,0,,22.83,0,150
KSL,Kalyani Steels Ltd.,,"1,383.76",0,"1,383.76","1,406.58",13.21,"1,419.78",,800.28,8.62,0,-20.39,53.55,6.63,38.4,352.12,"1,239.20",180.58,11.92,192.5,,63.55,0,-3.1,0,60.45,132.05,132.05,132.05,,,30.25,30.25,,0,0,,0,0,,21.83,4.49,100
KTKBANK,Karnataka Bank Ltd.,,"4,698.03","1,105.65",16.63,85.65,"5,905.96","1,001.96","6,907.92",,"4,000.84",605.56,54.14,797.57,"1,457.27",130.56,0,842.01,972.57,"6,430.68",477.24,477.24,102.23,579.47,,180,0,88.5,0,84.78,17.43,119.65,579.47,,,16.89,16.89,,35,,,,,
LAOPALA,La Opala RG Ltd.,,274.25,0,274.25,278.1,17.4,295.5,,53.77,0.78,0,-15.51,44.48,0.61,16.46,82.29,182.87,112.62,0,112.62,,36.61,0,1.97,0,38.59,74.04,74.04,74.04,,,6.67,6.67,,0,0,,0,0,,12.21,2.51,60
LASA,Lasa Supergenerics Ltd.,,169.57,0,169.57,169.57,4.12,173.69,,83.81,42.4,0,1.74,11.74,12.02,19.31,18.78,189.79,-16.1,0,-16.1,,0,0,-4.68,0.61,-4.07,-12.03,-12.03,-12.03,,,-5.27,-5.27,,0,0,,0,0,,0,0,0
LAURUSLABS,Laurus Labs Ltd.,,"2,184.94",0,"2,184.94","2,236.15",15.26,"2,251.41",,"1,215.47",22.38,0,-28.92,269.72,84.97,160.53,406.04,"2,130.19",121.22,0,121.22,,24.83,0,1.39,0,26.23,94.99,94.99,94.99,,,8.94,8.92,,0,0,,0,0,,15.9,3.27,15
LAXMIMACH,Lakshmi Machine Works Ltd.,,"2,546.20",0,"2,546.20","2,635.90",106.09,"2,741.98",,"1,584.26",0,0,-15.04,266.21,0.99,49.83,532.06,"2,418.31",323.67,-37.17,286.5,,86,0,5.72,5.5,97.22,189.28,189.28,189.28,,,174.15,174.15,,0,0,,0,0,,43.82,9.01,350
LCCINFOTEC,LCC Infotech Ltd.,,11.06,0,11.06,11.06,0.08,11.14,,0,0,9.57,-0.01,0.53,0.06,0.09,0.91,11.16,-0.02,0,-0.02,,0,0,0,0,0,-0.02,-0.02,-0.02,,,0,0,,0,0,,0,0,,0,0,0
LGBFORGE,LGB Forge Ltd.,,122.11,0,122.11,131.64,1.45,133.09,,68.67,0,0,-8.48,20.41,4.89,3.2,42.33,131.03,2.06,0,2.06,,0,0,0,0,0,2.06,2.06,2.06,,,0.09,0.09,,0.02,68.67,,0,0,,0,0,0
LIBAS,Libas Consumer Products Ltd.,,51.72,0,51.72,51.77,0.17,51.93,,38.51,0,0,0,2.08,1.88,0.54,3.98,47,4.94,0,4.94,,1.38,0,0.02,0,1.39,3.54,3.54,3.54,,,3.15,3.15,,0,0,,0,0,,0,0,0
LIBERTSHOE,Liberty Shoes Ltd.,,601.17,0,601.17,602.35,0.43,602.78,,196.18,116.59,29.66,-5.97,83.75,14.81,13.47,140.68,589.17,13.61,-0.15,13.47,,2.88,-3.24,0,0.5,6.62,6.84,6.84,6.84,,,4.02,4.02,,6.93,189.25,,0.74,3.5,,0,0,0
LICHSGFIN,LIC Housing Finance Ltd.,,"17,357.79",0,"17,357.79","17,357.79",6.78,"17,364.57",,0,0,288.79,0,247.88,"12,891.54",11.73,194.73,"13,985.02","3,379.55",0,"3,379.55",,"1,059.43",0,-110.85,0,948.58,"2,430.97","2,430.97","2,430.97",,,48.17,48.17,,0,0,,0,0,,343.17,69.25,380
LINC,Linc Ltd.,,358.72,0,358.72,366.94,2.43,369.37,,133.44,120.13,0,0.01,27.96,6.29,10.46,60.01,358.3,11.07,0,11.07,,2.46,0,1.4,2.06,5.92,5.15,5.15,5.15,,,3.46,3.46,,0,0,,0,0,,1.98,0.46,15
LINCOLN,Lincoln Pharmaceuticals Ltd.,,343.99,0,343.99,353.04,6.58,359.62,,80.84,88.91,0,7.33,48.4,3.84,4.92,67.23,301.48,58.14,0,58.14,,14.29,0,-2.78,0,11.51,46.64,46.64,46.64,,,23.32,23.32,,0,0,,0,0,,3,0.62,15
LOKESHMACH,Lokesh Machines Ltd.,,225.33,34.89,190.44,190.44,0.95,191.39,,98.21,0,21.31,0.04,33.15,12.9,9.13,10.71,181.2,10.19,0,10.19,,3.1,0,0.32,0,3.42,6.77,6.77,6.77,,,3.78,3.78,,8.82,89.4,,0,0,,0,0,0
LOTUSEYE,Lotus Eye Care Hospital Ltd.,,38.43,0,38.43,38.43,0.68,39.1,,0,0,17.75,-0.03,9.38,0.06,3.06,8.25,38.47,0.63,0,0.63,,0.13,0,-0.21,0,-0.08,0.71,0.71,0.71,,,0.33,0.33,,0,0,,0,0,,1.04,0.21,5
LOVABLE,Lovable Lingerie Ltd.,,175.51,0,175.51,175.51,2.06,177.57,,62.12,25.69,0,-7.05,24.91,0.07,1.69,62.75,170.18,7.39,-4.16,3.23,,1.74,0,0.67,0,2.41,0.82,0.82,0.82,,,7.87,7.87,,0.38,61.74,,0,0,,0,0,5
LTTS,L&T Technology Services Ltd.,,"4,712.00",0,"4,712.00","4,712.00",151.2,"4,863.20",,0,0,0,0,"2,905.70",1.1,73.1,940.8,"3,921.80",941.4,0,941.4,,227.4,0,13.9,0,241.3,700.1,700.1,700.1,,,67.72,66.67,,0,0,,0,0,,202.4,41.6,"1,050.00"
LUMAXIND,Lumax Industries Ltd.,,"1,848.59",0,"1,848.59","1,851.45",25.52,"1,876.97",,"1,172.62",15.63,0,-5.66,218,15.52,60.29,297.69,"1,774.09",102.88,36.2,139.08,,29.69,1.89,3.76,0.12,31.68,107.4,107.4,107.4,,,114.89,114.89,,0,0,,0,0,,21.5,4.42,350
LUXIND,Lux Industries Ltd.,,"1,197.94",0,"1,197.94","1,208.68",9.2,"1,217.88",,465.3,76.67,0,35.05,43.49,23.6,11.24,407.88,"1,063.24",154.64,0,154.64,,51.79,0,1.34,0.2,53.33,101.31,101.31,101.31,,,40.12,40.12,,0,0,,0,0,,5.05,1.04,175
LYPSAGEMS,Lypsa Gems and Jewellery Ltd.,,58.96,0,58.96,58.96,0.16,59.12,,0.3,56.24,0.05,1.22,0.38,0.18,0.35,0.19,58.91,0.2,0,0.2,,0.02,0,0.01,0,0.03,0.17,0.17,0.17,,,0.01,0.01,,0,0,,0,0,,0,0,0
MAANALU,Maan Aluminium Ltd.,,649.94,0,649.94,651.99,4.93,656.92,,97,506.65,0,1.72,7.49,6.43,2.14,21.09,642.53,14.4,0,14.4,,4.6,0,0.61,0.01,5.23,9.17,9.17,9.17,,,13.56,13.56,,17.13,79.88,,0,0,,0.82,0,10
MADHAV,Madhav Marbles and Granites Ltd.,,76.13,-0.18,76.31,77.14,4.89,82.03,,29.05,8.91,0,-2.45,10.02,1.3,4.76,24.42,76.01,6.01,0,6.01,,0.9,0,0.5,0,1.4,4.61,4.61,4.61,,,5.15,5.15,,1.49,24.87,,3.96,5.45,,0.22,0.05,3
MADHUCON,Madhucon Projects Ltd.,,646.61,0,646.61,669.44,15.41,684.85,,0,0,586.66,0,30.01,22.53,7.71,43.95,690.87,-6.02,0,-6.02,,0,0,-24.62,0,-24.62,18.61,18.61,18.61,,,2.52,2.52,,0,0,,0,0,,0,0,0
MADRASFERT,Madras Fertilizers Ltd.,,285.18,0,285.18,"1,593.00",66.77,"1,659.77",,"1,318.88",3.82,0,46.16,100.54,100.03,22.99,148.2,"1,740.62",-80.85,0,-80.85,,0,0,0,0,0,-80.85,-80.85,-80.85,,,-5.02,-5.02,,49.11,782.7,,2.41,9.93,,0,0,0
MAGADSUGAR,Magadh Sugar & Energy Ltd.,,735.62,0,735.62,739.16,6.01,745.16,,719.73,0,0,-198.58,44.56,35.41,17.98,72.19,691.29,53.87,0,53.87,,11.45,0,8.23,-0.03,19.65,34.22,34.22,34.22,,,33.99,33.99,,0,0,,0,0,,1.01,0.21,20
MAGNUM,Magnum Ventures Ltd.,,276.15,0,276.15,277.87,0.79,278.66,,208.26,0,0,-13.33,31.79,0.32,15.15,33.59,275.78,2.88,0,2.88,,0.56,0,2.42,0,2.98,-0.1,-0.06,-0.06,,,-0.02,-0.02,,49.24,74.62,,3.53,17.3,,0,0,0
MAHABANK,Bank of Maharashtra,,"6,566.64","3,689.61",356.42,236.93,"10,849.60","1,547.45","12,397.06",,"7,116.12","1,794.17",241.37,"1,047.79","3,083.33",0,-345.44,"7,326.93","6,981.49","17,180.93","-4,783.88","-4,783.88","-2,543.66","-7,327.54",,0,0,32.76,0,0,0.0,"-7,360.29","-7,327.54",,,-14.26,-14.26,,0,,,,,
MAHASTEEL,Mahamaya Steel Industries Ltd.,,463.9,0,463.9,465.17,2.12,467.29,,369.54,6.88,57.29,-9.14,10.77,11.19,6.33,7.22,460.06,7.23,-0.01,7.21,,1.48,0,-0.37,0,1.11,6.1,6.1,6.1,,,4.5,4.5,,0,347.14,,0.27,22.12,,0,0,0
MAHESHWARI,Maheshwari Logistics Ltd.,,"1,037.07",0,"1,037.07","1,037.07",3.01,"1,040.09",,203.42,360.26,395.85,-2.72,13.94,18.32,8.01,19.94,"1,017.01",23.08,0,23.08,,5.93,0,2.32,0.04,8.29,14.8,14.8,14.8,,,10,10,,0,0,,0,0,,0.74,0.15,12
MAHSCOOTER,Maharashtra Scooters Ltd.,,14.42,0,14.42,14.5,81.43,95.93,,7.79,0,0,-0.11,8.22,0,1.55,4.07,21.53,74.4,0,74.4,,2.93,2.6,0.6,0.67,1.6,72.8,72.8,72.8,,,63.7,63.7,,0,0,,0,0,,37.71,7.75,330
MAITHANALL,Maithan Alloys Ltd.,,"1,882.60",0,"1,882.60","1,987.93",26.07,"2,014.00",,956.42,165.79,0,4.03,44.13,5.91,15.63,495.25,"1,687.17",326.83,0,326.83,,68.15,0,3.41,0,71.56,255.26,255.26,255.26,,,87.68,87.68,,0,0,,0,0,,10.53,0,60
MALUPAPER,Malu Paper Mills Ltd.,,274.21,0,274.21,274.45,1.09,275.54,,169.78,0,0,-4.51,8.82,9.71,4.78,76.89,265.46,10.08,0,10.08,,0,0,2.66,0,2.66,7.42,7.42,7.42,,,4.35,4.35,,21.37,148.46,,0,0,,0,0,0
MANAKALUCO,Manaksia Aluminium Company Ltd.,,272.69,0,272.69,275.61,2,277.61,,201.14,0,2.66,-1.32,10.52,9.05,4.97,46.56,273.58,4.03,0,4.03,,0.73,0.61,-3.42,0,-3.3,7.33,7.33,7.33,,,1.12,1.12,,0,0,,0.93,3.11,,0,0,0
MANAKCOAT,Manaksia Coated Metals & Industries Ltd.,,249.97,0,249.97,251.04,3.44,254.48,,194.63,0,1.95,-19.44,11.03,13.76,9.8,39.95,251.69,2.8,0,2.8,,0.69,0,1.84,0,2.53,0.27,0.27,0.27,,,0.04,0.04,,0,0,,0,0.69,,0,0,0
MANAKSTEEL,Manaksia Steels Ltd.,,687.84,0,687.84,688.71,1.56,690.27,,605.74,0,3.7,-2.02,13,2.73,5.45,45.17,673.76,16.51,0,16.51,,6.55,0,-0.35,0,6.2,10.32,10.32,10.32,,,1.57,1.57,,0,0,,0.53,5.82,,0,0,0
MANAPPURAM,Manappuram Finance Ltd.,,"3,416.14",0,"3,416.14","3,418.20",8.98,"3,427.18",,0,0,19.58,0,580.16,"1,017.77",68.48,497.47,"2,209.44","1,217.74",0,"1,217.74",,437.59,0,0.75,-11.05,427.29,790.46,790.46,790.46,,,9.38,9.37,,0,0,,0,0,,181.18,37.24,108
MANGALAM,Mangalam Drugs & Organics Ltd.,,255.36,31.23,224.13,227.58,0.32,227.9,,168.7,0,0,-15.39,25.82,8.65,7.09,38.77,233.63,-5.74,0,-5.74,,0,0,2.29,0,2.29,-8.03,-8.03,-8.03,,,-5.07,-5.07,,0,0,,0,0,,0,0,0
MANGCHEFER,Mangalore Chemicals and Fertilisers Ltd.,,"3,072.57",0,"3,072.57","3,073.64",12.03,"3,085.67",,"1,570.92",743.65,0,-98.71,70.71,111.02,38.78,599.16,"3,035.53",50.14,0,50.14,,12.68,0,4.58,0,17.26,32.88,32.88,32.88,,,2.77,2.77,,0,0,,0,0,,11.85,2.44,10
MANGLMCEM,Mangalam Cement Ltd.,,"1,195.07",0,"1,195.07","1,199.60",23.9,"1,223.49",,199.27,0,0,13.69,88.94,50.78,46.12,840.61,"1,239.42",-15.92,0,-15.92,,0,0,-5.85,-0.34,-6.19,-9.74,-9.74,-9.74,,,-3.65,-3.65,,0,0,,0,0,,1.61,0,5
MANINDS,Man Industries (India) Ltd.,,"2,162.41",0,"2,162.41","2,215.39",20.62,"2,236.01",,"1,519.81",75.7,119.93,97.05,54.82,65.29,45.92,170.5,"2,149.03",86.98,0,86.98,,26.56,0,3.04,0,29.59,57.38,57.38,57.38,,,10.05,10.05,,0,0,,0,0,,8.57,1.76,30
MANUGRAPH,Manugraph Industries Ltd.,,246.3,0,246.3,251.04,5.4,256.44,,165.56,0,0,-7.53,54.53,1.38,4.45,47.59,265.97,-9.53,-6.33,-15.85,,0,0,-0.74,0.2,-0.54,-15.31,-15.31,-15.31,,,-5.03,-5.03,,0,0,,0,0,,1.53,0.39,25
MARALOVER,Maral Overseas Ltd.,,743.76,0,743.76,757.14,14.68,771.82,,495.51,2.69,0,-7.84,93.42,16.98,20.32,137.39,758.47,13.35,0,13.35,,2.88,0.54,2.68,0.19,5.22,8.13,8.13,8.13,,,1.96,1.96,,0,0,,0,0,,0,0,0
MARICO,Marico Ltd.,,"5,912.00",0,"5,912.00","5,971.00",301,"6,272.00",,"3,463.00",109,0,-101,307,24,104,"1,183.00","5,089.00","1,183.00",0,"1,183.00",,260,0,-18,-188,54,"1,129.00","1,129.00","1,129.00",,,8.76,8.76,,0,0,,0,0,,609,93,475
MARUTI,Maruti Suzuki India Ltd.,,"83,026.50",0,"83,026.50","86,020.30","2,561.00","88,581.30",,"45,023.90","15,019.50",0,210.8,"3,254.90",75.8,"3,018.90","11,634.00","78,115.70","10,465.60",0,"10,465.60",,"2,932.30",0,32.7,0,"2,965.00","7,500.60","7,500.60","7,500.60",,,248.3,248.3,,"2,948.90","42,075.00",,76.1,428.5,,"2,416.60",496.8,"1,600.00"
MASKINVEST,Mask Investments Ltd.,,0.13,0,0.13,0.13,0.04,0.17,,0,0,0,0,0.05,0,0,0.11,0.16,0.01,0,0.01,,0,0,0,0,0,0.01,0.01,0.01,,,0.03,0.03,,0,0,,0,0,,0,0,0
MASTEK,Mastek Ltd.,,189.44,0,189.44,189.44,34.59,224.03,,0,0,0,0,134.53,0.27,12.08,37.99,184.87,39.16,0,39.16,,9.98,0,-0.78,-0.55,8.65,30.51,30.51,30.51,,,12.81,12.12,,0,0,,0,0,,17.88,0,170
MATRIMONY,Matrimony.com Ltd.,,339.77,0,339.77,339.77,15.71,355.48,,0,0,0,0,140.94,0.08,11.06,151.86,303.93,51.55,0,51.55,,14.97,0,0.6,0.07,15.65,35.9,35.9,35.9,,,15.8,15.73,,0,0,,0,0,,3.41,0.7,30
MAWANASUG,Mawana Sugars Ltd.,,"1,150.95",0,"1,150.95","1,157.71",11.22,"1,168.93",,"1,014.56",0,0,-326.04,76.6,23.33,33.37,276.42,"1,098.24",70.68,0,70.68,,21.37,0,4.79,2.08,28.24,42.44,42.44,42.44,,,10.85,10.85,,0,0,,0,0,,0,0,0
MAZDA,Mazda Ltd.,,136.53,0,136.53,137.93,3.45,141.38,,86.09,0,0.03,-11.14,15.01,0.75,2.94,29.15,122.84,18.53,0,18.53,,4.6,0,-0.53,0.37,4.44,14.1,14.1,14.1,,,33.11,33.11,,0,0,,0,0,,3.45,0.71,90
MBAPL,Madhya Bharat Agro Products Ltd.,,116.05,0,116.05,116.29,0.03,116.33,,51.61,0,13.71,-3.55,2.98,3.59,9.65,21.81,99.8,16.52,0,16.52,,3.58,0,0.82,0,4.4,12.12,12.12,12.12,,,5.53,5.53,,0,0,,0,0,,1.1,0.23,5
MCLEODRUSS,Mcleod Russel (India) Ltd.,,"1,284.74",0,"1,284.74","1,309.93",315.39,"1,625.31",,158.87,0,0,-4.6,745.42,326.65,69.22,510.17,"1,805.72",-180.41,180.41,0,,7.1,0,37.05,-39.73,4.42,-4.42,-4.42,-4.42,,,-0.41,-0.41,,0,0,,0,0,,5.37,0,0
MEGASOFT,Megasoft Ltd.,,23.64,0,23.64,23.64,10.14,33.78,,0,0,2.35,0,11.53,3.73,0.98,14.41,33,0.78,0,0.78,,0.02,0,0.34,0,0.37,0.41,0.41,0.41,,,0.09,0.09,,0,0,,0,0,,0,0,0
MENONBE,Menon Bearings Ltd.,,172.89,0,172.89,173.97,1.44,175.41,,62.71,0,40.26,-0.42,15.34,3.54,4.82,13.07,139.31,36.1,0,36.1,,10.64,0,0.17,0,10.81,25.3,25.3,25.3,,,4.51,4.51,,0,0,,0,0,,9.81,2,150
MERCATOR,Mercator Ltd.,,311.96,0,311.96,311.96,76.61,388.57,,0,0,212.76,0,17.41,116.92,123.72,183.05,707.31,-318.74,-181.38,-500.12,,0,0,5.2,6.13,11.33,-511.45,-511.45,-511.45,,,-16.91,-16.91,,0,0,,0,0,,0,0,0
MFSL,Max Financial Services Ltd.,,316.63,0,316.63,316.63,1.15,317.78,,0,0,102.61,0,76.4,27.25,1.75,60.39,268.39,49.39,0,49.39,,0,0,0,0,0,49.39,49.39,49.39,,,1.83,1.83,,0,0,,0,0,,0,0,0
MGL,Mahanagar Gas Ltd.,,"3,036.51",265.72,"2,770.79","2,791.07",77.71,"2,868.79",,0,"1,399.26",0,-0.1,70.88,0.32,125.93,435.58,"2,031.87",836.91,0,836.91,,261.4,0,29.13,0,290.52,546.39,546.39,546.39,,,55.31,55.31,,0,0,,0,0,,93.84,41.62,200
MHRIL,Mahindra Holidays and Resorts India Ltd.,,796.57,0,796.57,918.29,45.15,963.44,,0,0,69.15,0,248.5,0.02,51.41,494.19,863.27,100.17,0,100.17,,22.02,0,14.29,0,36.31,63.86,63.86,63.86,,,4.81,4.8,,0,0,,0,0,,0,0,0
MINDACORP,Minda Corporation Ltd.,,"2,329.20",0,"2,329.20","2,370.80",41,"2,411.80",,"1,456.00",56.8,0,-42.5,340.8,34.4,61.5,281,"2,188.00",223.8,4.3,228.1,,64.8,0,4.7,-2,67.5,160.6,160.6,160.6,,,7.15,7.15,,0,0,,0,0,,18.3,0,35
MINDTECK,Mindteck (India) Ltd.,,107.63,0,107.63,107.63,2.45,110.08,,0,0,2.67,0,65.63,0.64,1.74,29.13,99.81,10.27,0,10.27,,2.15,0,0.65,0.28,3.08,7.19,7.19,7.19,,,2.81,2.8,,0,0,,0,0,,2.56,0.52,10
MIRZAINT,Mirza International Ltd.,,"1,113.39",0,"1,113.39","1,151.70",2.09,"1,153.79",,306.23,393.47,0,-40.23,95.15,34.31,35.46,253.43,"1,077.82",75.97,0,75.97,,25.63,0,1.56,0,27.19,48.78,48.78,48.78,,,4.05,4.05,,0,0,,0,0,,10.83,2.23,45
MMFL,MM Forgings Ltd.,,887.37,0,887.37,903.92,15.84,919.77,,442.9,0,0,-34.07,87.49,26.14,54.41,234.35,811.22,108.54,0.02,108.57,,21,-0.07,5.22,0.92,27.21,81.35,81.35,81.35,,,33.7,33.7,,0,442.9,,0.69,63.41,,13.12,1.05,50
MODIRUBBER,Modi Rubber Ltd.,,0,0,0,5.24,25.01,30.24,,0,0,0,0,4.58,0.55,3.34,16.33,24.79,5.46,0,5.46,,0,0,0.2,0.64,0.84,4.61,4.61,4.61,,,1.84,1.84,,0,0,,0,0,,0,0,0
MOHITIND,Mohit Industries Ltd.,,188.61,0,188.61,191.47,3.96,195.43,,144.18,3.56,18.77,0.12,7.57,8.57,3.83,8.23,194.82,0.61,0,0.61,,0.49,0,-0.58,0.01,-0.08,0.68,0.68,0.68,,,0.48,0.48,,0,0,,0,0,,0,0,0
MOIL,MOIL Ltd.,,"1,432.06",0,"1,432.06","1,440.67",190.81,"1,631.48",,38.4,0,81.45,-0.86,428.26,0,66.82,317.95,911.73,719.75,0,719.75,,266.09,0,-20.23,0,245.86,473.89,473.89,473.89,,,18.4,18.4,,0,0,,0,0,,141.68,29.12,60
