Symbol,Company Name,INCOME,Revenue From Operations [Gross],Less: Excise/Sevice Tax/Other Levies,Revenue From Operations [Net],Total Operating Revenues,Other Income,Total Revenue,EXPENSES,Cost Of Materials Consumed,Purchase Of Stock-In Trade,Operating And Direct Expenses,"Changes In Inventories Of FG,WIP And Stock-In Trade",Employee Benefit Expenses,Finance Costs,Depreciation And Amortisation Expenses,Other Expenses,Total Expenses,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",Exceptional Items,Profit/Loss Before Tax,Tax Expenses-Continued Operations,Current Tax,Less: MAT Credit Entitlement,Deferred Tax,Tax For Earlier Years,Total Tax Expenses,Profit/Loss After Tax And Before ExtraOrdinary Items,Profit/Loss From Continuing Operations,Profit/Loss For The Period,OTHER ADDITIONAL INFORMATION,EARNINGS PER SHARE,Basic EPS (Rs.),Diluted EPS (Rs.),"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",Imported Raw Materials,Indigenous Raw Materials,"STORES, SPARES AND LOOSE TOOLS",Imported Stores And Spares,Indigenous Stores And Spares,DIVIDEND AND DIVIDEND PERCENTAGE,Equity Share Dividend,Tax On Dividend,Equity Dividend Rate (%)
MADRASFERT,Madras Fertilizers Ltd.,,381.7,0,381.7,"1,532.79",7.27,"1,540.06",,916.3,5.24,363.24,-1.08,100.97,98.48,31.14,22.9,"1,537.19",2.87,0,2.87,,0,0,0,0,0,2.87,2.87,2.87,,,0.18,0.18,,123.25,793.05,,9.34,27.96,,0,0.0,0
MAGADSUGAR,Magadh Sugar & Energy Ltd.,,927.51,0,927.51,951.94,2.26,954.2,,601.22,0,0,111.05,47.79,55.31,19.19,77.35,911.89,42.31,0,42.31,,7.51,0,7.72,0,15.23,27.08,27.08,27.08,,,19.22,19.22,,0,0,,0.0,0.0,,5.64,0.0,40
MAGNUM,Magnum Ventures Ltd.,,173.88,0,173.88,176.6,5.81,182.41,,125.27,0,0,-2.1,19.65,1.62,16.69,21.09,182.21,0.2,0,0.2,,0,0,-0.58,-0.56,-1.14,1.34,1.34,1.34,,,0.43,0.43,,38,43.5,,0.0,13.92,,0,0.0,0
MAHABANK,Bank of Maharashtra,,"7,153.93","4,153.40",315.07,246.13,"11,868.54","2,625.27","14,493.81",,"6,971.07","2,255.21",188.11,"1,121.74","3,565.06",680.86,0,"2,726.57","3,407.43","13,943.56",550.25,550.25,"-7,349.50","-6,799.25",,137.56,184.53,0,0,0,0.0,52.16,"-6,799.25",,,0.88,0.88,,0.0,,,,,
MAHASTEEL,Mahamaya Steel Industries Ltd.,,250.12,0,250.12,250.91,0.45,251.36,,199.16,7.71,28.3,-5.25,5.66,6.46,5.54,2.7,250.27,1.08,0.18,1.27,,1.28,0,-0.57,0,0.71,0.55,0.55,0.55,,,0.4,0.4,,0,0,,0.0,11.4,,0,0.0,0
MAHESHWARI,Maheshwari Logistics Ltd.,,670.44,0,670.44,670.44,2.24,672.68,,222.69,271.44,99.91,6.77,13.08,19.33,12.85,13.97,660.04,12.64,0,12.64,,2.56,0,0.8,0,3.36,9.28,9.28,9.28,,,3.14,3.14,,0,0,,0.0,0.0,,0,0.0,5
MAHSCOOTER,Maharashtra Scooters Ltd.,,15.15,0.00,15.15,15.28,15.44,30.71,,8.40,0.00,0.00,-0.28,8.00,0.00,1.93,3.63,21.67,9.04,0.00,9.04,,0.66,0.00,-0.43,0.0,0.23,8.81,8.81,8.81,,,7.71,7.71,,0.0,0.00,,0.0,0.0,,0.00,0.0,500.00
MAITHANALL,Maithan Alloys Ltd.,,"1,577.82",0,"1,577.82","1,619.78",23.72,"1,643.50",,720.2,123.04,0,-2.53,40.63,1.2,15.62,442.9,"1,341.06",302.44,0,302.44,,67.85,0,1.56,0,69.41,233.03,233.03,233.03,,,80.05,80.05,,0,0,,0.0,0.0,,0,0.0,60
MALUPAPER,Malu Paper Mills Ltd.,,169.06,0,169.06,169.74,0.95,170.68,,106.01,0,0,0.22,6.69,7.78,5.01,51.09,176.8,-6.12,0,-6.12,,0,0,-0.34,0,-0.34,-5.77,-5.77,-5.77,,,-3.44,-3.44,,19.21,86.8,,0.0,0.0,,0,0.0,0
MANAKALUCO,Manaksia Aluminium Company Ltd.,,267.13,0,267.13,271.63,4.11,275.74,,197.89,0,0,-8.26,11.19,12.79,5.92,60.21,279.73,-3.99,0,-3.99,,0,0,-0.83,0,-0.83,-3.16,-3.16,-3.16,,,-0.48,-0.48,,0,0,,0.77,4.14,,0,0.0,0
MANAKCOAT,Manaksia Coated Metals & Industries Ltd.,,441.95,0,441.95,445.78,2.48,448.27,,358.46,0,0.78,-18.35,13.49,19.12,8.69,57.97,440.16,8.11,0,8.11,,0.3,0,1.17,0.18,1.66,6.45,6.45,6.45,,,0.98,0.98,,0,0,,0.0,2.31,,0,0.0,3
MANAKSTEEL,Manaksia Steels Ltd.,,387.96,0,387.96,387.96,6.02,393.98,,299.39,0,0,-3.58,12.33,1.14,5.75,52.1,367.12,26.86,0,26.86,,7,0,0.17,0,7.17,19.68,19.68,19.68,,,3,3,,0,0,,4.5,10.52,,0,0.0,0
MANAPPURAM,Manappuram Finance Ltd.,,"5,147.13",0,"5,147.13","5,172.26",21.25,"5,193.52",,0,0,20.18,0,624.66,"1,719.98",155.67,273.55,"2,923.96","2,269.55",0,"2,269.55",,605.33,0,-28.7,-5,571.63,"1,697.92","1,697.92","1,697.92",,,20.08,20.08,,0,0,,0.0,0.0,,105.77,0.0,100
MANGALAM,Mangalam Drugs & Organics Ltd.,,410.31,30.17,380.14,380.14,4.72,384.86,,256.02,0,0,-4.23,29.88,9.33,9.18,45.18,345.34,39.52,0,39.52,,9.27,0,2.28,0,11.55,27.97,27.97,27.97,,,17.67,17.67,,0,0,,0.0,0.0,,0,0.0,0
MANGCHEFER,Mangalore Chemicals and Fertilisers Ltd.,,"2,142.58",0,"2,142.58","2,144.03",26.7,"2,170.73",,"1,110.17",246.64,0,13.12,67.98,76.83,50.31,500.12,"2,065.17",105.56,0,105.56,,19.55,0,18.91,0,38.46,67.1,67.1,67.1,,,5.66,5.66,,0,0,,0.0,0.0,,5.93,0.0,10
MANGLMCEM,Mangalam Cement Ltd.,,"1,292.68",0,"1,292.68","1,298.26",32.92,"1,331.18",,196.72,0,0,0.19,111.09,64.72,58.59,731.77,"1,163.05",168.13,0,168.13,,28.4,0,30.75,0,59.15,108.98,108.98,108.98,,,40.83,40.83,,0,0,,0.0,0.0,,2.67,0.0,15
MANINDS,Man Industries (India) Ltd.,,"2,048.03",0,"2,048.03","2,075.18",30.76,"2,105.94",,"1,282.69",176.91,107.16,-59.94,54.12,52.74,46.37,309.42,"1,969.47",136.47,0,136.47,,37.02,0,-1.17,0,35.84,100.63,100.63,100.63,,,17.62,16.74,,0,0,,0.0,0.0,,11.42,0.0,40
MANUGRAPH,Manugraph Industries Ltd.,,29.18,0,29.18,29.69,3.34,33.02,,11.06,0,0,7.65,17.37,2.48,1.7,9.27,49.54,-16.51,-11.7,-28.22,,0,0,0.43,0.05,0.48,-28.7,-28.7,-28.7,,,-9.44,-9.44,,0,0,,0.0,0.0,,0,0.0,0
MARALOVER,Maral Overseas Ltd.,,621.86,0.00,621.86,632.02,7.82,639.84,,385.61,0.48,0.00,-10.57,84.21,16.55,23.99,118.68,618.97,20.87,0.00,20.87,,5.77,0.00,3.42,-0.85,8.34,12.53,12.53,12.53,,,3.02,3.02,,0.0,0.00,,0.0,0.0,,0.00,0.0,0.00
MARICO,Marico Ltd.,,"6,282.00",0.00,"6,282.00","6,337.00",346.00,"6,683.00",,"3,353.00",267.00,0.00,56.00,374.00,22.00,107.00,"1,133.00","5,312.00","1,371.00",-60.00,"1,311.00",,233.00,0.00,-28.00,0.0,205.00,"1,106.00","1,106.00","1,106.00",,,8.57,8.56,,0.0,0.00,,0.0,0.0,,968.00,0.0,750.00
MARUTI,Maruti Suzuki India Ltd.,,"66,562.10",0,"66,562.10","70,332.50","2,946.40","73,278.90",,"33,296.90","17,247.20",0,273.1,"3,402.90",100.8,"3,031.50","10,839.90","68,119.50","5,159.40",0,"5,159.40",,"1,155.60",0,-225.9,0,929.7,"4,229.70","4,229.70","4,229.70",,,140.02,140.02,,"2,096.00","31,200.90",,69.2,354.2,,"1,812.50",0.0,900
MASKINVEST,Mask Investments Ltd.,,0.1,0,0.1,0.1,0.04,0.13,,0,0,0,0,0.05,0,0,0.08,0.13,0.01,0,0.01,,0,0,0,0,0,0.01,0.01,0.01,,,0.02,0.02,,0,0,,0.0,0.0,,0,0.0,0
MASTEK,Mastek Ltd.,,187.14,0,187.14,187.14,34.87,222.01,,0,0,0,0,141.2,0.58,10.79,28.48,181.05,40.96,-7,33.96,,10.4,0,-0.2,7.3,17.5,16.46,16.46,16.46,,,6.67,6.44,,0,0,,0.0,0.0,,13.62,0.0,290
MATRIMONY,Matrimony.com Ltd.,,372.78,0,372.78,372.78,20.21,392.98,,0,0,0,0,125.78,4.81,25.9,182.66,339.15,53.83,0,53.83,,13.01,0,-0.14,0,12.87,40.96,40.96,40.96,,,17.98,17.96,,0,0,,0.0,0.0,,7.97,0.0,70
MAWANASUG,Mawana Sugars Ltd.,,"1,402.03",0,"1,402.03","1,468.91",3.67,"1,472.58",,"1,142.35",9.02,0,43.16,68.75,35.16,47.57,107.98,"1,453.99",18.59,107.03,125.62,,0,0,32.25,0,32.25,93.37,93.37,74.38,,,19.02,19.02,,0,0,,0.0,0.0,,0,0.0,30
MAZDA,Mazda Ltd.,,151.73,0.00,151.73,152.42,2.37,154.79,,75.42,0.00,0.53,4.72,18.31,0.71,3.27,29.75,132.70,22.09,0.00,22.09,,5.62,0.00,0.08,0.06,5.76,16.33,16.33,16.33,,,40.77,40.77,,0.0,0.00,,0.0,0.0,,1.00,0.0,110.00
MBAPL,Madhya Bharat Agro Products Ltd.,,131.1,0,131.1,185.71,0.15,185.87,,93.82,0,17.61,-3.41,11.35,3.8,9.37,24.75,157.29,28.58,0,28.58,,5.02,0,3.31,0,8.33,20.24,20.24,20.24,,,9.24,9.24,,0,0,,0.0,0.0,,1.1,0.0,5
MCLEODRUSS,Mcleod Russel (India) Ltd.,,"1,076.55",0,"1,076.55","1,111.87",8.48,"1,120.35",,103.35,0,0,-8.18,531.14,187.2,70.75,320.3,"1,204.54",-84.2,0,-84.2,,0,0,-49.14,17.78,-31.36,-52.84,-52.84,-52.84,,,-5.06,-5.06,,0,0,,0.0,0.0,,0,0.0,0
MEGASOFT,Megasoft Ltd.,,16.47,0,16.47,16.47,6.86,23.33,,0,0,0.46,0,8.57,2.74,3.43,6.75,21.95,1.38,0,1.38,,0,0,-0.01,0,-0.01,1.39,1.39,1.39,,,0.31,0.31,,0,0,,0.0,0.0,,0,0.0,0
MENONBE,Menon Bearings Ltd.,,147.87,0.00,147.87,149.47,1.43,150.90,,53.06,0.00,37.30,-0.43,14.66,3.57,7.48,10.38,126.03,24.87,0.00,24.87,,5.65,0.00,0.42,0.0,6.07,18.80,18.80,18.80,,,3.35,3.35,,0.0,0.00,,0.0,0.0,,8.41,0.0,150.00
MERCATOR,Mercator Ltd.,,6.85,0,6.85,6.85,33.65,40.5,,0,0,14.78,0,2.88,210.12,0.12,4.73,244.27,-203.77,0,-203.77,,0,0,0,9.35,9.35,-213.12,-213.12,-213.12,,,-7.05,-7.05,,0,0,,0.0,0.0,,0,0.0,0
MFSL,Max Financial Services Ltd.,,306.37,0,306.37,306.37,1.43,307.8,,0,0,0,0,21.25,0.22,3.8,64.91,178.34,129.47,0,129.47,,39.09,0,-8.85,0,30.24,99.23,99.23,99.23,,,3.38,3.38,,0,0,,0.0,0.0,,0,0.0,0
MGL,Mahanagar Gas Ltd.,,"2,321.25",185.26,"2,135.99","2,152.54",80.51,"2,233.05",,0,747.21,0,0.1,87.53,7.19,173.67,383.74,"1,399.44",833.6,0,833.6,,197.75,0,16.28,0,214.03,619.58,619.58,619.58,,,62.72,62.72,,0,0,,0.0,0.0,,340.78,0.0,230
MHRIL,Mahindra Holidays and Resorts India Ltd.,,742.49,0,742.49,822.24,86.52,908.76,,0,0,41.11,0,243.01,12.96,103.74,338.48,739.3,169.46,0,169.46,,0,0,43.7,0,43.7,125.76,125.76,125.76,,,9.46,9.46,,0,0,,0.0,0.0,,0,0.0,0
MINDACORP,Minda Corporation Ltd.,,"2,218.00",0,"2,218.00","2,288.80",30.3,"2,319.10",,"1,380.70",96.2,0,-25.8,362.4,35.8,89.7,266.6,"2,205.60",113.5,0,113.5,,32.2,0,-1.7,-0.7,29.8,83.7,83.7,83.7,,,3.62,3.62,,0,0,,0.0,0.0,,7.2,0.0,33
MINDTECK,Mindteck (India) Ltd.,,103.98,0,103.98,103.98,2.83,106.81,,0,0,2.33,0,70.81,1.3,5.84,12.56,92.84,13.97,0,13.97,,4.67,0,-1.25,2.02,5.44,8.53,8.53,8.53,,,3.33,3.33,,0,0,,0.0,0.0,,0,0.0,0
MIRZAINT,Mirza International Ltd.,,"1,026.51",0,"1,026.51","1,046.82",1.24,"1,048.06",,180.8,440.72,0,-32.65,88.76,41,66.27,252.7,"1,037.60",10.46,0,10.46,,6.1,0,-3.02,0,3.08,7.38,7.38,7.38,,,0.61,0.61,,0,0,,0.0,0.0,,0,0.0,0
MMFL,MM Forgings Ltd.,,711.47,0,711.47,725.65,21.59,747.24,,331.52,0,0,15.42,76.5,31.22,56.73,180.91,692.31,54.93,0,54.93,,7.25,0,1.07,0,8.32,46.61,46.61,46.61,,,19.31,19.31,,0.05,331.47,,0.19,37.27,,12.07,2.48,50
MODIRUBBER,Modi Rubber Ltd.,,0,0,0,3.01,31.21,34.22,,0,0,0,0,4.13,0.62,2.68,12.07,19.5,14.72,-7.49,7.23,,1.55,0,-2.01,-0.02,-0.47,7.71,7.71,7.71,,,3.08,3.08,,0,0,,0.0,0.0,,0,0.0,0
MOHITIND,Mohit Industries Ltd.,,148.18,0,148.18,149.51,1.69,151.2,,110.07,2.82,17.29,-0.36,6.81,5.55,2.45,5.62,150.26,0.94,0.1,1.04,,0.33,0,-0.09,0.12,0.36,0.68,0.68,0.68,,,0.48,0.48,,0,0,,0.0,0.0,,0,0.0,0
MOIL,MOIL Ltd.,,"1,170.66",0,"1,170.66","1,177.38",102.48,"1,279.85",,13.57,0,68.55,67.1,444.36,0,99.17,296.99,989.74,290.11,-50,240.11,,64.83,0,-1.35,0,63.48,176.63,176.63,176.63,,,7.44,7.44,,0,0,,0.0,0.0,,130.53,0.0,74
MOLDTECH,Mold Tek Technologies Ltd.,,76.02,0,76.02,76.02,5.12,81.14,,0,0,0,0,53,0.49,4.72,8.95,67.16,13.97,0,13.97,,4.26,0,-0.14,0,4.12,9.86,9.86,9.86,,,3.51,3.51,,0,0,,0.0,0.0,,1.68,0.0,70
MOLDTKPAC,Mold-Tek Packaging Ltd.,,477.72,0,477.72,478.93,0.6,479.53,,277.77,0,0,-5.37,32.69,9.94,21.49,77.87,414.4,65.13,-1.08,64.05,,15.64,0,0.51,-0.17,15.98,48.08,48.08,48.08,,,16.86,16.86,,0,0,,0.0,0.0,,8.37,0.0,140
MONTECARLO,Monte Carlo Fashions Ltd.,,621.2,0,621.2,622.02,20.17,642.19,,148.94,168.95,0,13.1,59.89,13.51,34.2,115.58,554.17,88.02,0,88.02,,23.94,0,-2.21,0,21.72,66.3,66.3,66.3,,,31.98,31.98,,0,0,,0.0,0.0,,10.37,0.0,150
MORARJEE,Morarjee Textiles Ltd.,,187.55,0,187.55,193.89,1.16,195.05,,57.48,0,72.85,16.67,23.97,54.55,23.28,20.24,269.04,-73.99,0,-73.99,,0,0,-12.36,0,-12.36,-61.63,-61.63,-61.63,,,-16.96,-16.96,,0,0,,0.0,0.0,,0,0.0,0
MOTHERSON,Samvardhana Motherson International Ltd.,,"3,635.30",0,"3,635.30","3,669.20",110.4,"3,779.60",,"2,179.30",70.1,0,-64.9,502.5,89.7,198.3,541.5,"3,516.50",263.1,-19.9,243.2,,60.9,0,-11.8,0,49.1,194.1,194.1,520.7,,,1.65,1.65,,0,0,,0.0,0.0,,0,0.0,150
MOTOGENFIN,Motor and General Finance Ltd.,,2.11,0,2.11,2.11,2.78,4.9,,0,0,0,0,2.53,0.62,1.28,1.52,5.96,-1.06,0,-1.06,,0,0,0,0,0,-1.06,-1.06,-1.06,,,-0.27,-0.27,,0,0,,0.0,0.0,,0,0.0,0
MPHASIS,MphasiS Ltd.,,"5,529.41",0,"5,529.41","5,561.25",89.46,"5,650.71",,0,0,31.84,0,"1,774.54",52.05,150.55,"2,195.96","4,204.95","1,445.76",0,"1,445.76",,336.7,0,-1.3,0,335.4,"1,110.36","1,110.36","1,110.36",,,59.48,58.79,,0,0,,0.0,0.0,,652.99,0.0,650
MRF,MRF Ltd.,,"15,835.13",0,"15,835.13","15,921.35",207.23,"16,128.58",,"8,853.63",15.78,0,359.36,"1,387.87",264.72,"1,136.92","2,410.03","14,428.31","1,700.27",0,"1,700.27",,489.72,0,-38.51,0,451.21,"1,249.06","1,249.06","1,249.06",,,"2,945.09","2,945.09",,"2,670.09","6,183.54",,26.57,238.09,,42.41,0.0,"1,500.00"
MRPL,Mangalore Refinery and Petrochemicals Ltd.,,"50,973.84","18,836.78","32,137.06","32,182.41",118.46,"32,300.87",,"29,407.26","1,193.17",0,"-1,202.82",510.94,352.05,853,"1,532.37","32,645.97",-345.1,0,-345.1,,0,0,-103.55,-1.09,-104.64,-240.46,-240.46,-240.46,,,-1.37,-1.37,,"23,149.16","5,975.99",,0.0,0.0,,0,0.0,0
MSPL,MSP Steel & Power Ltd.,,"1,699.83",0,"1,699.83","1,723.13",0.91,"1,724.04",,"1,309.79",22.23,0,-12.08,44.19,79.25,55.48,216.53,"1,715.40",8.64,0,8.64,,0,0,3.59,0,3.59,5.06,5.06,5.06,,,0.13,0.13,,0,0,,0.0,0.0,,0,0.0,0
MTNL,Mahanagar Telephone Nigam Ltd.,,"1,260.79",0,"1,260.79","1,303.64",484.77,"1,788.41",,0,0.21,210.98,0,413.03,"2,107.07",879.65,639.26,"4,250.20","-2,461.79",0,"-2,461.79",,0,0,0,0,0,"-2,461.79","-2,461.79","-2,461.79",,,-39.08,-39.08,,0,0,,0.0,0.0,,0,0.0,0
MUNJALSHOW,Munjal Showa Ltd.,,"1,077.12",0,"1,077.12","1,085.37",23.98,"1,109.35",,810.06,0,0,4.38,122.89,0.15,16.27,124.18,"1,077.91",31.44,0,31.44,,4.66,0,0.29,0.35,5.3,26.14,26.14,26.14,,,6.54,6.54,,0,0,,0.0,0.0,,18,0.0,225
MURUDCERA,Murudeshwar Ceramics Ltd.,,80.42,0,80.42,80.49,1.26,81.75,,16.25,14.51,0,-0.01,12.18,15.93,10.25,28.59,97.7,-15.95,0,-15.95,,0,-0.05,-4.12,0,-4.07,-11.87,-11.87,-11.87,,,-2.48,-2.48,,0.17,16.08,,1.14,1.27,,0,0.0,0
NACLIND,Nacl Industries Ltd.,,"1,165.43",0,"1,165.43","1,191.37",15.36,"1,206.73",,814.79,47.19,0,-27.08,93.94,28.8,25.3,149.83,"1,132.77",73.96,0,73.96,,26.06,0,-2.39,0,23.67,50.29,50.29,50.29,,,2.6,2.6,,0,0,,0.0,0.0,,4.87,0.0,40
NAGREEKEXP,Nagreeka Exports Ltd.,,378.45,0,378.45,385.01,0.31,385.32,,124.76,171.38,33.93,1.31,24.71,14.04,7.22,21.67,399.02,-13.7,0,-13.7,,0,0,-5.68,0.3,-5.37,-8.32,-8.32,-8.32,,,-6.66,-6.66,,0,124.76,,0.21,8.59,,0,0.0,0
NAHARCAP,Nahar Capital and Financial Services Ltd.,,23.07,0,23.07,23.07,24.53,47.6,,0,0,0,0,3.79,0.17,0.83,1.7,6.5,41.1,0,41.1,,8,0,3.43,0,11.43,29.67,29.67,29.67,,,17.72,17.72,,0,0,,0.0,0.0,,0.84,0.0,30
NAHARINDUS,Nahar Industrial Enterprises Ltd.,,"1,352.71",0,"1,352.71","1,418.03",8.4,"1,426.43",,726.92,42.12,279.8,89.08,130.22,57.23,57.62,56.35,"1,439.34",-12.91,0,-12.91,,0,0,-3.78,0,-3.78,-9.13,-9.13,-9.13,,,-2.29,-2.29,,0,0,,0.0,0.0,,0,0.0,0
NAHARPOLY,Nahar Poly Films Ltd.,,302.75,0,302.75,303.48,5.13,308.61,,190.02,0,0,-0.2,10.99,0.34,1.87,37.07,240.08,68.53,0,68.53,,16.4,0,0.7,0,17.09,51.44,51.44,51.44,,,20.92,20.92,,0,0,,0.0,0.0,,2.46,0.0,30
NAHARSPING,Nahar Spinning Mills Ltd.,,"2,107.82",0,"2,107.82","2,111.87",6.96,"2,118.83",,"1,324.33",2.92,0,-19.13,190.03,65.26,82.02,419.87,"2,065.30",53.53,0,53.53,,0,0,12.12,0,12.12,41.41,41.41,41.41,,,11.33,11.33,,0,0,,0.0,0.0,,0,0.0,30
NATCOPHARM,Natco Pharma Ltd.,,"1,617.70",0,"1,617.70","1,653.50",101.1,"1,754.60",,372.9,174,0,-46.9,380,11.3,115.2,355.9,"1,362.40",392.2,0,392.2,,93.3,0,-10.6,0,82.7,309.5,309.5,309.5,,,16.99,16.96,,0,0,,0.0,0.0,,113.9,0.0,263
NATHBIOGEN,Nath Bio-Genes Ltd.,,305.67,0,305.67,307.56,1.67,309.23,,0,8.96,122.86,-21.76,23.69,8.82,2.82,107.1,252.48,56.75,0,56.75,,0.19,0,0.69,0.21,1.09,55.66,55.66,55.66,,,29.29,29.29,,0,0,,0.0,0.0,,0,0.0,20
NATIONALUM,National Aluminium Company Ltd.,,"8,869.29",0,"8,869.29","8,955.79",146.6,"9,102.39",,"3,953.52",0,300.85,-5.76,"1,930.24",7.08,605.82,994.12,"7,785.87","1,316.52",0,"1,316.52",,177.7,0,-160.71,0,16.99,"1,299.53","1,299.53","1,299.53",,,6.97,6.97,,0,0,,0.0,0.0,,460.61,0.0,70
NAUKRI,Info Edge India Ltd.,,"1,098.60",0,"1,098.60","1,098.60",118.77,"1,217.37",,0,0,0,0,548.99,5.7,43.64,272.11,870.44,346.93,-3.22,343.71,,75.56,0,-2.79,0,72.77,270.94,270.94,270.94,,,21.47,21.47,,0,0,,0.0,0.0,,0,0.0,80
NAVKARCORP,Navkar Corporation Ltd.,,667.34,0,667.34,672.36,1.54,673.9,,0,0,434.06,0,35.16,60.26,50.02,61.7,641.21,32.69,0,32.69,,5.7,2.21,13.48,-0.21,16.77,15.93,15.93,15.93,,,1.06,1.06,,0,0,,0.0,0.0,,0,0.0,0
NAVNETEDUL,Navneet Education Ltd.,,783.73,0,783.73,802.97,14.52,817.49,,346.06,0.44,0,38.06,136.08,6.84,34.73,171,733.21,84.28,0,84.28,,25.68,0,-2.49,-0.54,22.65,61.63,61.63,61.63,,,2.69,2.69,,0,0,,0.0,0.0,,0,0.0,50
NBIFIN,NBI Industrial Finance Company Ltd.,,2.16,0,2.16,2.16,0,2.16,,0,0,0,0,0.74,0,0,0.44,1.18,0.98,0,0.98,,0,0,-0.63,0,-0.63,1.61,1.61,1.61,,,6.57,6.57,,0,0,,0.0,0.0,,0,0.0,0
NCC,NCC Ltd.,,"7,179.77",0,"7,179.77","7,255.67",115.6,"7,371.27",,"2,377.87",0,"3,494.59",0,349.35,457.78,174.09,179.38,"7,033.06",338.21,0,338.21,,7.37,0,69.71,0,77.08,261.13,261.13,261.13,,,4.28,4.28,,0,0,,0.0,0.0,,12.21,0.0,40
NCLIND,NCL Industries Ltd.,,"1,383.68",0,"1,383.68","1,383.68",6.59,"1,390.27",,204.75,0,401.77,16.56,59.6,20.47,40.88,418.45,"1,162.49",227.78,0,227.78,,69.12,0,9.26,0.72,79.09,148.69,148.69,148.69,,,32.65,32.65,,0,0,,0.0,0.0,,11.31,0.0,40
NDGL,Naga Dhunseri Group Ltd.,,7.34,0,7.34,7.34,0.02,7.36,,0,0,0,0,0.58,0.44,0.52,1.08,2.62,4.74,0,4.74,,0.62,0,0.57,0,1.19,3.55,3.55,3.55,,,35.48,35.48,,0,0,,0.0,0.0,,0.13,0.0,25
NDL,Nandan Denim Ltd.,,"1,068.23",0,"1,068.23","1,090.23",23.52,"1,113.76",,784.8,9.39,0,3.76,51,42.26,78.38,175.54,"1,145.14",-31.38,0,-31.38,,0,0,-12.66,0,-12.66,-18.72,-18.72,-18.72,,,-3.9,-3.9,,0,0,,0.0,0.0,,0,0.0,0
NDLVENTURE,NDL Ventures Ltd.,,678.13,0.00,678.13,694.74,12.66,707.40,,4.44,0.00,360.71,-1.35,56.88,127.95,178.53,131.94,859.09,-151.70,0.00,-151.70,,0.00,0.00,-96.74,0.0,-96.74,-54.96,-54.96,-52.50,,,-21.83,-21.83,,0.0,0.00,,0.0,0.0,,12.03,0.15,40.00
NECCLTD,North Eastern Carrying Corporation Ltd.,,230.59,0,230.59,230.59,2.15,232.74,,0,0,193.9,0,13.1,6.86,3.1,14.6,231.56,1.18,0,1.18,,0.45,0,-0.13,-0.57,-0.25,1.43,1.43,1.43,,,0.28,0.28,,0,0,,0.0,0.0,,0,0.0,0
NECLIFE,Nectar Lifesciences Ltd.,,"1,762.27",220.45,"1,541.82","1,541.82",3.79,"1,545.62",,"1,028.40",24.42,128.62,102.8,73.37,112.03,60.25,75.06,"1,604.95",-59.34,-25.32,-84.65,,-11.5,0,0,0,-11.5,-73.15,-73.15,-73.15,,,-3.26,-3.26,,684.75,343.65,,7.51,24.37,,1.12,0.0,0
NELCAST,Nelcast Ltd.,,610.96,0,610.96,610.96,8.89,619.85,,271.28,0,0,18.66,45.27,17.24,21.74,233.37,607.56,12.29,0,12.29,,0,0,3.25,0,3.25,9.04,9.04,9.04,,,1.04,1.04,,0,0,,0.0,0.0,,0,0.0,10
NEOGEN,Neogen Chemicals Ltd.,,321.96,0,321.96,336.42,0.63,337.05,,180.76,0,41.8,16.87,20.07,13.77,6.9,12.55,292.73,44.32,0,44.32,,10.37,0,2.51,0,12.88,31.44,31.44,31.44,,,13.5,13.5,,0,0,,0.0,0.0,,4.67,0.0,23
NESCO,NESCO Ltd.,,291.09,0.0,291.09,291.09,64.56,355.66,,15.54,0.0,0.0,1.48,16.0,8.22,25.73,72.34,139.31,216.35,0.0,216.35,,33.68,0.0,10.17,0.0,43.85,172.5,172.5,172.5,,,24.48,24.48,,0.0,0.00,,0.0,0.0,,0.0,0.0,150.0
NEWGEN,Newgen Software Technologies Ltd.,,610.39,0,610.39,610.39,14.31,624.7,,0,0,0,0,279.26,5.35,18.51,151.89,455.01,169.69,0,169.69,,36.32,0,2.89,12.89,52.1,117.59,117.59,117.59,,,17,16.82,,0,0,,0.0,0.0,,13.99,0.0,35
NFL,National Fertilizers Ltd.,,"11,516.01",0,"11,516.01","11,905.66",33.34,"11,939.00",,"3,698.19","2,118.70","2,549.65",760.61,607.34,291.23,312.27,"1,257.55","11,595.54",343.46,0,343.46,,52.85,0,41.09,-0.11,93.83,249.63,249.63,249.63,,,5.09,5.09,,0,0,,0.0,0.0,,0,0.0,0
NH,Narayana Hrudayalaya Ltd.,,"1,645.88",0,"1,645.88","1,653.93",76.5,"1,730.43",,0,0,728.24,11.04,402.95,43.47,122.9,542.82,"1,851.41",-120.99,0,-120.99,,0,0,-42.31,0,-42.31,-78.67,-78.67,-78.67,,,-3.88,-3.88,,0,0,,0.0,0.0,,0,0.0,0
NIACL,New India Assurance Company Ltd.,,"26,233.72",0,"26,233.72","32,903.86",30.69,"32,934.56",,0,0,0,0,"4,247.90",18.59,98.46,"26,404.28","30,897.84","2,036.72",0,"2,036.72",,445.06,0,-13.03,0,432.03,"1,604.69","1,604.69","1,604.69",,,9.74,9.74,,0,0,,0.0,0.0,,0,0.0,0
